ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_sale_of_goods|ca_export_incentives|ca_salaries_bonus_pf|ca_long_term_borrowings|ca_curr_portion_lt_borrowings|ca_gross_fixed_ast_addn|ca_gross_intangible_assets_tot_addn|ca_gross_fixed_ast_addn|ca_cf_net_frm_op_activity|ca_export_goods
384085|PARAG MILK FOODS LTD.|20220331|12|INDAS|20426.2000|166.9000|835.3000|2815.4000|171.3000|414.7000|1.1000|414.7000|-1489.7000|NA
384085|PARAG MILK FOODS LTD.|20230331|12|INDAS|28537.5000|300.0000|978.9000|2761.4000|321.5000|354.6000|2.3000|354.6000|564.4000|NA
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20160331|12|IGAAP|2117.3000|NA|89.5000|227.2000|29.5000|41.1000|0.1000|41.1000|-245.6000|1395.9000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20170331|12|IGAAP|3059.7000|NA|124.8000|252.7000|6.2000|52.0000|0.4000|52.0000|-31.4000|1506.8000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20180331|12|IGAAP|3322.5000|NA|129.5000|217.7000|5.3000|49.7000|NA|49.7000|83.6000|1628.7000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20190331|12|IGAAP|3101.9000|NA|133.7000|183.5000|8.2000|76.4000|NA|76.4000|346.1000|1543.6000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20200331|12|IGAAP|3312.0000|131.2000|150.5000|117.8000|8.2000|54.9000|1.3000|54.9000|457.5000|2266.4000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20210331|12|IGAAP|3025.3000|NA|178.3000|273.8000|NA|25.5000|NA|25.5000|341.9000|2269.8000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20220331|12|IGAAP|3539.3000|NA|160.0000|300.8000|NA|36.5000|NA|36.5000|-9.1000|2413.1000
38924|BRITANNIA INDUSTRIES LTD.|20160331|12|INDAS|85490.9000|NA|3200.9000|376.8000|72.4000|2355.0000|143.7000|2355.0000|9592.3000|NA
38924|BRITANNIA INDUSTRIES LTD.|20170331|12|INDAS|92278.9000|NA|3269.9000|314.0000|88.5000|3427.2000|166.5000|3427.2000|4412.8000|NA
38924|BRITANNIA INDUSTRIES LTD.|20180331|12|INDAS|98997.6000|NA|3706.6000|845.7000|224.8000|3311.1000|9.4000|3311.1000|12487.7000|NA
38924|BRITANNIA INDUSTRIES LTD.|20190331|12|INDAS|109734.6000|NA|4016.5000|619.2000|180.0000|5270.3000|88.7000|5270.3000|11557.8000|NA
38924|BRITANNIA INDUSTRIES LTD.|20200331|12|INDAS|114439.9000|NA|4390.9000|7818.7000|235.4000|4275.7000|122.8000|4275.7000|14845.3000|NA
38924|BRITANNIA INDUSTRIES LTD.|20210331|12|INDAS|128830.4000|NA|4707.3000|7623.2000|197.7000|1644.4000|29.7000|1644.4000|18755.2000|NA
38924|BRITANNIA INDUSTRIES LTD.|20220331|12|INDAS|139446.7000|NA|4875.1000|7207.5000|7405.8000|2184.7000|149.5000|2184.7000|12995.2000|NA
38924|BRITANNIA INDUSTRIES LTD.|20230331|12|INDAS|159849.0000|NA|5570.0000|15661.6000|1151.8000|12495.2000|114.6000|12495.2000|25262.1000|NA
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20200331|12|IGAAP|7183.0000|NA|119.4000|399.8000|71.8000|490.6000|NA|490.6000|NA|NA
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20210331|12|IGAAP|9636.8000|NA|168.4000|356.4000|133.6000|398.1000|NA|398.1000|738.1000|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20180331|12|IGAAP|11315.0000|NA|43.5000|263.5000|NA|166.4000|0.8000|166.4000|NA|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20190331|12|IGAAP|13641.3000|NA|66.9000|396.6000|NA|172.9000|0.2000|172.9000|NA|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20200331|12|IGAAP|17701.8000|NA|95.1000|455.7000|NA|425.5000|NA|425.5000|569.9000|382.0000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20210331|12|IGAAP|16324.3000|NA|110.4000|598.6000|NA|420.0000|0.1000|420.0000|-17.8000|172.0000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20220331|12|IGAAP|23813.0000|NA|132.3000|1252.1000|NA|1509.4000|1.0000|1509.4000|148.1000|NA
399416|PRATAAP SNACKS LTD.|20160331|12|IGAAP|7269.2000|NA|174.6000|210.4000|NA|295.9000|1.1000|295.9000|NA|NA
399416|PRATAAP SNACKS LTD.|20170331|12|INDAS|8606.4000|NA|235.2000|387.1000|148.6000|512.7000|33.3000|512.7000|312.6000|NA
399416|PRATAAP SNACKS LTD.|20180331|12|INDAS|9798.7000|NA|348.1000|NA|NA|1014.4000|70.9000|1014.4000|837.3000|NA
399416|PRATAAP SNACKS LTD.|20190331|12|INDAS|11479.3000|NA|397.9000|NA|NA|2982.2000|2431.3000|2982.2000|108.4000|NA
399416|PRATAAP SNACKS LTD.|20200331|12|INDAS|13759.6000|NA|522.5000|581.3000|NA|659.4000|1.5000|659.4000|751.2000|NA
399416|PRATAAP SNACKS LTD.|20210331|12|INDAS|11596.4000|NA|474.2000|340.8000|NA|497.6000|4.5000|497.6000|773.7000|NA
399416|PRATAAP SNACKS LTD.|20220331|12|INDAS|13786.4000|NA|558.0000|357.2000|NA|596.9000|6.7000|596.9000|457.4000|NA
399416|PRATAAP SNACKS LTD.|20230331|12|INDAS|16363.4000|NA|699.1000|392.7000|NA|995.2000|6.3000|995.2000|797.9000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20180331|12|IGAAP|7603.0000|NA|670.3000|395.0000|89.6000|246.5000|1.6000|246.5000|613.5000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20190331|12|IGAAP|9267.0000|NA|856.6000|601.0000|165.9000|872.7000|15.4000|872.7000|592.8000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20200331|12|INDAS|10112.2000|NA|1086.2000|1705.0000|NA|1332.3000|4.5000|1332.3000|857.6000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20210331|12|INDAS|9642.5000|26.8000|875.7000|1437.4000|NA|439.9000|0.1000|439.9000|735.0000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20220331|12|INDAS|11641.6000|12.2000|954.6000|1610.9000|NA|1766.5000|51.4000|1766.5000|957.9000|NA
42684|ZYDUS WELLNESS LTD.|20160331|12|INDAS|4241.9000|NA|406.8000|NA|NA|44.9000|2.2000|44.9000|898.6000|NA
42684|ZYDUS WELLNESS LTD.|20170331|12|INDAS|4593.4000|NA|464.3000|NA|NA|279.6000|1.3000|279.6000|769.5000|NA
42684|ZYDUS WELLNESS LTD.|20180331|12|INDAS|4920.2000|NA|543.0000|NA|NA|103.5000|NA|103.5000|690.6000|NA
42684|ZYDUS WELLNESS LTD.|20190331|12|INDAS|8082.1000|NA|881.2000|15000.0000|NA|45573.3000|43392.3000|45573.3000|1493.8000|NA
42684|ZYDUS WELLNESS LTD.|20200331|12|INDAS|18950.8000|NA|1429.6000|15006.4000|1.4000|1334.9000|1106.8000|1334.9000|2592.5000|NA
42684|ZYDUS WELLNESS LTD.|20210331|12|INDAS|19950.2000|NA|1481.6000|3129.9000|NA|209.4000|24.7000|209.4000|2867.3000|NA
42684|ZYDUS WELLNESS LTD.|20220331|12|INDAS|21313.4000|NA|1483.9000|672.1000|2500.0000|669.0000|19.0000|669.0000|2368.5000|NA
42684|ZYDUS WELLNESS LTD.|20230331|12|INDAS|24004.4000|NA|1521.1000|34.6000|625.0000|488.9000|5.0000|488.9000|917.1000|NA
432664|AACHI MASALA FOODS PVT. LTD.|20200331|12|IGAAP|2589.0000|1.1000|530.1000|456.5000|NA|216.7000|2.2000|216.7000|810.5000|245.3000
432664|AACHI MASALA FOODS PVT. LTD.|20210331|12|IGAAP|2993.4000|1.2000|589.3000|736.2000|NA|427.0000|NA|427.0000|595.9000|401.5000
456205|VIDYA HERBS PVT. LTD.|20160331|12|IGAAP|1456.8000|NA|85.6000|236.0000|NA|152.3000|NA|152.3000|120.4000|NA
456205|VIDYA HERBS PVT. LTD.|20170331|12|IGAAP|2983.4000|11.9000|103.7000|238.9000|NA|86.5000|NA|86.5000|138.5000|NA
456205|VIDYA HERBS PVT. LTD.|20180331|12|IGAAP|4493.2000|NA|121.3000|417.1000|NA|288.5000|NA|288.5000|194.5000|3613.5000
456205|VIDYA HERBS PVT. LTD.|20190331|12|IGAAP|5443.4000|NA|NA|502.7000|NA|347.4000|NA|347.4000|NA|NA
456205|VIDYA HERBS PVT. LTD.|20200331|12|IGAAP|4472.8000|1.6000|194.0000|785.4000|NA|472.1000|NA|472.1000|250.4000|NA
456205|VIDYA HERBS PVT. LTD.|20210331|12|IGAAP|5528.2000|NA|237.1000|663.2000|NA|NA|NA|NA|56.6000|NA
456205|VIDYA HERBS PVT. LTD.|20220331|12|IGAAP|7355.5000|NA|349.7000|1965.7000|130.0000|824.1000|NA|824.1000|-1750.4000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20190331|12|INDAS|603.6000|NA|59.4000|NA|NA|5.2000|NA|5.2000|56.6000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20200331|12|INDAS|647.4000|NA|59.7000|21.1000|NA|0.8000|NA|0.8000|39.1000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20210331|12|INDAS|764.2000|NA|64.6000|15.7000|13.3000|26.3000|NA|26.3000|26.6000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20220331|12|INDAS|791.8000|NA|87.4000|8.8000|6.6000|42.2000|NA|42.2000|-17.2000|NA
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20170331|12|IGAAP|2090.3000|2.7000|170.7000|163.7000|NA|24.0000|NA|24.0000|-29.5000|NA
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20180331|12|IGAAP|2038.2000|0.3000|179.0000|159.6000|NA|NA|NA|NA|138.7000|NA
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20190331|12|IGAAP|2219.2000|1.1000|188.6000|123.7000|NA|9.0000|NA|9.0000|NA|534.1000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20200331|12|INDAS|2609.2000|6.5000|323.1000|167.1000|114.6000|12.8000|NA|12.8000|164.9000|651.9000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20210331|12|INDAS|3120.7000|7.3000|336.8000|226.6000|34.9000|87.9000|NA|87.9000|20.5000|NA
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20220331|12|INDAS|3265.3000|0.8000|368.8000|231.0000|108.7000|65.1000|NA|65.1000|-52.4000|NA
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20230331|12|INDAS|3272.7000|13.8000|409.2000|326.9000|146.4000|123.1000|NA|123.1000|67.1000|NA
488714|ISCON BALAJI FOODS PVT. LTD.|20220331|12|IGAAP|3427.0000|33.6000|182.1000|2400.2000|92.3000|52.3000|NA|52.3000|-18.2000|991.8000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20160331|12|IGAAP|1723.2000|NA|90.7000|255.8000|NA|264.0000|1.9000|264.0000|NA|NA
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20170331|12|IGAAP|2173.5000|NA|144.6000|178.2000|NA|277.7000|2.6000|277.7000|392.5000|NA
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20180331|12|IGAAP|2756.2000|NA|192.2000|270.9000|NA|377.0000|0.6000|377.0000|282.4000|2312.5000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20190331|12|IGAAP|3154.1000|NA|239.7000|308.0000|NA|182.7000|0.2000|182.7000|343.2000|2466.1000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20200331|12|IGAAP|3673.6000|NA|282.8000|891.5000|138.0000|136.0000|1.5000|136.0000|-452.4000|NA
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20210331|12|IGAAP|4300.1000|70.5000|365.3000|1504.8000|111.3000|756.1000|7.3000|756.1000|366.5000|NA
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20220331|12|IGAAP|5279.6000|109.4000|490.6000|1609.8000|133.8000|964.0000|10.2000|964.0000|522.3000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20160331|12|IGAAP|2624.1000|NA|403.9000|743.5000|NA|345.4000|36.4000|345.4000|204.2000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20170331|12|IGAAP|2641.5000|NA|393.0000|616.7000|NA|187.5000|4.3000|187.5000|180.9000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20180331|12|IGAAP|2772.2000|NA|426.9000|553.8000|NA|145.5000|NA|145.5000|213.4000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20190331|12|IGAAP|2844.9000|NA|441.4000|481.3000|NA|35.8000|6.0000|35.8000|184.7000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20200331|12|IGAAP|2785.3000|NA|502.0000|447.2000|NA|87.1000|NA|87.1000|177.5000|5.7000
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20210331|12|IGAAP|2826.6000|NA|546.3000|389.5000|NA|43.8000|NA|43.8000|175.4000|18.2000
54885|DABUR INDIA LTD.|20160331|12|INDAS|78507.0000|22.4000|7080.1000|3424.2000|130.6000|2701.0000|49.6000|2701.0000|11869.9000|NA
54885|DABUR INDIA LTD.|20170331|12|INDAS|76800.7000|32.9000|7232.0000|4703.9000|642.8000|4718.7000|19.1000|4718.7000|12269.3000|NA
54885|DABUR INDIA LTD.|20180331|12|INDAS|76803.1000|57.7000|7371.6000|3643.4000|1087.6000|2540.0000|24.9000|2540.0000|10915.0000|NA
54885|DABUR INDIA LTD.|20190331|12|INDAS|84373.0000|84.1000|8055.5000|260.5000|1750.9000|2025.5000|329.4000|2025.5000|14991.3000|NA
54885|DABUR INDIA LTD.|20200331|12|INDAS|86228.7000|78.8000|8442.0000|1628.9000|548.6000|5446.5000|219.2000|5446.5000|16136.2000|NA
54885|DABUR INDIA LTD.|20210331|12|INDAS|95078.1000|47.5000|9348.2000|1341.3000|NA|2775.0000|91.8000|2775.0000|21146.7000|NA
54885|DABUR INDIA LTD.|20220331|12|INDAS|108080.3000|70.7000|9792.4000|3899.4000|NA|4679.5000|50.6000|4679.5000|18023.3000|NA
54885|DABUR INDIA LTD.|20230331|12|INDAS|114265.1000|78.7000|10178.1000|4432.0000|NA|13399.1000|10373.3000|13399.1000|14884.3000|NA
59173|DEVI SEA FOODS LTD.|20160331|12|IGAAP|9992.4000|650.5000|202.0000|3.1000|NA|298.2000|NA|298.2000|-149.7000|9978.3000
59173|DEVI SEA FOODS LTD.|20170331|12|INDAS|12095.9000|NA|304.9000|106.9000|NA|387.5000|0.5000|387.5000|-12.5000|NA
59173|DEVI SEA FOODS LTD.|20180331|12|INDAS|15367.2000|1203.8000|368.9000|96.4000|0.3000|204.0000|NA|204.0000|601.3000|NA
59173|DEVI SEA FOODS LTD.|20190331|12|INDAS|20545.8000|NA|495.9000|75.2000|0.4000|520.1000|NA|520.1000|2521.2000|NA
59173|DEVI SEA FOODS LTD.|20200331|12|INDAS|21352.8000|1163.2000|618.0000|22.9000|73.4000|1594.1000|1.1000|1594.1000|1523.9000|NA
59173|DEVI SEA FOODS LTD.|20210331|12|INDAS|20933.1000|591.8000|709.9000|21.4000|NA|659.0000|0.3000|659.0000|1400.2000|NA
59173|DEVI SEA FOODS LTD.|20220331|12|INDAS|29887.6000|765.2000|882.6000|20.9000|NA|850.7000|2.3000|850.7000|-30.0000|NA
74341|FOODS & INNS LTD.|20160331|12|IGAAP|3086.9000|104.5000|143.8000|70.7000|45.7000|265.8000|NA|265.8000|-201.2000|NA
74341|FOODS & INNS LTD.|20170331|12|INDAS|3442.6000|107.1000|191.7000|38.4000|26.2000|311.2000|186.7000|311.2000|613.6000|NA
74341|FOODS & INNS LTD.|20180331|12|INDAS|3184.2000|123.0000|176.8000|54.9000|19.8000|100.9000|NA|100.9000|154.4000|NA
74341|FOODS & INNS LTD.|20190331|12|INDAS|3250.5000|130.9000|213.2000|85.3000|9.9000|246.6000|13.8000|246.6000|-184.9000|NA
74341|FOODS & INNS LTD.|20200331|12|INDAS|3787.7000|124.8000|216.4000|125.1000|30.3000|270.3000|121.0000|270.3000|-17.1000|NA
74341|FOODS & INNS LTD.|20210331|12|INDAS|3641.6000|55.2000|224.7000|125.3000|77.8000|61.2000|NA|61.2000|150.7000|NA
74341|FOODS & INNS LTD.|20220331|12|INDAS|6309.8000|0.8000|252.2000|506.8000|62.3000|199.3000|0.1000|199.3000|154.9000|NA
74341|FOODS & INNS LTD.|20230331|12|INDAS|9931.2000|0.8000|306.5000|567.6000|82.1000|549.5000|0.3000|549.5000|-731.5000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20170331|12|INDAS|7561.8000|449.7000|457.0000|316.1000|NA|462.6000|NA|462.6000|212.1000|628.2000
77643|GADRE MARINE EXPORT PVT. LTD.|20180331|12|INDAS|9689.6000|765.3000|530.0000|501.5000|NA|649.0000|0.1000|649.0000|402.4000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20190331|12|INDAS|9802.7000|862.8000|511.9000|976.3000|NA|921.0000|1.1000|921.0000|1302.5000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20200331|12|INDAS|8653.0000|NA|588.6000|1206.6000|NA|1566.7000|8.4000|1566.7000|111.2000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20210331|12|INDAS|9175.2000|307.5000|620.3000|1445.6000|NA|431.8000|NA|431.8000|143.4000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20220331|12|INDAS|13131.2000|328.4000|751.6000|1137.2000|NA|504.9000|12.0000|504.9000|369.2000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20230331|12|INDAS|13728.0000|244.6000|811.4000|1047.1000|NA|512.5000|17.7000|512.5000|810.6000|NA
783|A D F FOODS LTD.|20160331|12|IGAAP|1897.1000|58.6000|224.4000|2.6000|2.5000|51.0000|15.0000|51.0000|153.8000|NA
783|A D F FOODS LTD.|20170331|12|IGAAP|1420.8000|72.3000|163.3000|1.0000|2.5000|39.1000|NA|39.1000|169.3000|NA
783|A D F FOODS LTD.|20180331|12|INDAS|2010.2000|79.0000|154.0000|0.3000|0.7000|53.4000|0.3000|53.4000|242.7000|NA
783|A D F FOODS LTD.|20190331|12|INDAS|2314.4000|126.3000|149.5000|NA|NA|43.4000|7.3000|43.4000|196.3000|NA
783|A D F FOODS LTD.|20200331|12|INDAS|2728.2000|123.8000|164.3000|6.2000|NA|155.0000|11.7000|155.0000|310.4000|NA
783|A D F FOODS LTD.|20210331|12|INDAS|3614.4000|78.8000|168.0000|0.6000|NA|65.3000|NA|65.3000|355.5000|NA
783|A D F FOODS LTD.|20220331|12|INDAS|4048.1000|154.1000|225.5000|602.1000|NA|927.2000|246.9000|927.2000|340.7000|NA
783|A D F FOODS LTD.|20230331|12|INDAS|4441.4000|59.8000|283.2000|495.5000|NA|288.5000|42.0000|288.5000|505.2000|NA
78632|GANESH GRAINS LTD.|20160331|12|IGAAP|4672.8000|NA|69.1000|393.4000|NA|69.8000|NA|69.8000|28.4000|NA
78632|GANESH GRAINS LTD.|20170331|12|IGAAP|5529.3000|NA|89.4000|145.2000|NA|136.5000|25.9000|136.5000|-110.8000|NA
78632|GANESH GRAINS LTD.|20180331|12|IGAAP|5144.9000|NA|106.2000|78.3000|NA|122.3000|4.5000|122.3000|758.1000|NA
78632|GANESH GRAINS LTD.|20190331|12|IGAAP|4765.5000|NA|111.4000|NA|NA|102.7000|1.9000|102.7000|398.4000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20160331|12|INDAS|19660.0000|NA|1242.4000|246.3000|369.4000|1951.9000|10.5000|1951.9000|3193.7000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20170331|12|INDAS|24093.1000|NA|1530.5000|333.5000|62.8000|1392.7000|6.5000|1392.7000|3051.0000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20180331|12|INDAS|25682.3000|NA|1686.2000|757.4000|623.0000|2618.5000|24.0000|2618.5000|4967.8000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20190331|12|INDAS|30399.7000|NA|2491.9000|802.2000|554.6000|3456.9000|400.2000|3456.9000|1948.7000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20200331|12|INDAS|36835.8000|NA|3139.3000|1437.2000|507.6000|6579.8000|108.0000|6579.8000|6289.7000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20210331|12|INDAS|38999.6000|80.3000|3653.4000|1114.9000|394.1000|2992.2000|10.2000|2992.2000|3855.9000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20220331|12|INDAS|47769.4000|41.3000|4137.6000|452.7000|604.7000|4516.8000|6.0000|4516.8000|4072.0000|NA
89485|HALDIRAM SNACKS PVT. LTD.|20230331|12|INDAS|57280.9000|69.0000|4907.5000|597.7000|NA|1640.3000|122.5000|1640.3000|7447.3000|NA
94080|HINDUSTAN UNILEVER LTD.|20160331|12|INDAS|338910.0000|NA|14210.0000|NA|NA|8990.0000|10.0000|8990.0000|41710.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20170331|12|INDAS|349640.0000|NA|15050.0000|NA|NA|16190.0000|3710.0000|16190.0000|51850.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20180331|12|INDAS|353020.0000|NA|16030.0000|NA|NA|6770.0000|70.0000|6770.0000|60590.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20190331|12|INDAS|384060.0000|NA|16530.0000|NA|NA|8070.0000|900.0000|8070.0000|58000.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20200331|12|INDAS|389650.0000|NA|16690.0000|6060.0000|NA|22960.0000|120.0000|22960.0000|76230.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20210331|12|INDAS|462690.0000|NA|21450.0000|7310.0000|NA|473930.0000|448350.0000|473930.0000|91630.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20220331|12|INDAS|514720.0000|NA|22790.0000|7410.0000|NA|12150.0000|30.0000|12150.0000|90480.0000|NA
94080|HINDUSTAN UNILEVER LTD.|20230331|12|INDAS|594430.0000|NA|25130.0000|8070.0000|NA|23950.0000|4490.0000|23950.0000|99910.0000|NA
97066|I T C LTD.|20160331|12|INDAS|519596.0000|NA|26726.9000|266.6000|NA|12412.7000|543.0000|12412.7000|97990.4000|NA
97066|I T C LTD.|20170331|12|INDAS|540862.7000|NA|29000.2000|184.0000|82.1000|19987.8000|205.3000|19987.8000|106273.1000|NA
97066|I T C LTD.|20180331|12|INDAS|429056.3000|942.3000|31146.1000|115.0000|70.7000|19554.0000|810.8000|19554.0000|131694.0000|NA
97066|I T C LTD.|20190331|12|INDAS|457585.7000|1122.3000|36244.9000|81.5000|34.3000|44178.4000|1367.2000|44178.4000|125834.1000|NA
97066|I T C LTD.|20200331|12|INDAS|469500.3000|1307.4000|38783.9000|2099.0000|22.6000|30682.0000|240.1000|30682.0000|146896.6000|NA
97066|I T C LTD.|20210331|12|INDAS|498632.9000|519.4000|41305.3000|2125.4000|3.5000|33391.7000|20997.1000|33391.7000|125269.7000|NA
97066|I T C LTD.|20220331|12|INDAS|605668.2000|2758.7000|45095.3000|1985.2000|7.4000|28572.2000|471.5000|28572.2000|157755.1000|NA
97066|I T C LTD.|20230331|12|INDAS|700170.8000|3114.1000|51066.1000|2168.6000|13.6000|34937.1000|8154.6000|34937.1000|188775.5000|NA
