ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_sale_of_goods|ca_export_incentives|ca_salaries_bonus_pf|ca_long_term_borrowings|ca_curr_portion_lt_borrowings|ca_gross_fixed_ast_addn|ca_gross_intangible_assets_tot_addn|ca_gross_fixed_ast_addn|ca_cf_net_frm_op_activity|ca_export_goods
183336|PRUDENTIAL SUGAR CORPN. LTD.|20220331|12|INDAS|NA|NA|6.0000|NA|NA|NA|NA|NA|-15.3000|NA
183336|PRUDENTIAL SUGAR CORPN. LTD.|20230331|12|INDAS|NA|NA|7.4000|NA|NA|NA|NA|NA|-20.8000|NA
184145|PURI OIL MILLS LTD.|20160331|12|IGAAP|2566.1000|NA|80.0000|101.8000|NA|22.8000|NA|22.8000|NA|NA
184145|PURI OIL MILLS LTD.|20170331|12|IGAAP|2834.5000|NA|87.9000|58.1000|NA|277.9000|NA|277.9000|NA|NA
184145|PURI OIL MILLS LTD.|20180331|12|IGAAP|2898.2000|NA|113.1000|25.0000|NA|242.7000|1.8000|242.7000|NA|NA
184145|PURI OIL MILLS LTD.|20190331|12|IGAAP|3306.3000|NA|130.7000|10.1000|23.7000|21.1000|NA|21.1000|NA|NA
184145|PURI OIL MILLS LTD.|20200331|12|IGAAP|3666.7000|NA|142.5000|8.2000|3.8000|140.8000|NA|140.8000|260.5000|NA
184145|PURI OIL MILLS LTD.|20210331|12|IGAAP|4114.0000|NA|135.9000|4.0000|2.2000|17.7000|NA|17.7000|134.7000|NA
184145|PURI OIL MILLS LTD.|20220331|12|IGAAP|5666.5000|NA|138.8000|0.0000|0.4000|16.7000|NA|16.7000|105.3000|NA
184603|PUTHUTOTAM ESTATES (1943) LTD.|20160331|12|IGAAP|176.4000|NA|33.9000|11.0000|NA|222.9000|NA|222.9000|-4.5000|NA
184603|PUTHUTOTAM ESTATES (1943) LTD.|20170331|12|IGAAP|246.7000|NA|39.4000|2.3000|NA|2.4000|NA|2.4000|16.1000|NA
184603|PUTHUTOTAM ESTATES (1943) LTD.|20180331|12|IGAAP|238.5000|NA|39.0000|NA|NA|5.6000|NA|5.6000|-3.0000|NA
184603|PUTHUTOTAM ESTATES (1943) LTD.|20190331|12|IGAAP|277.0000|NA|41.7000|10.4000|NA|13.8000|NA|13.8000|2.9000|NA
184603|PUTHUTOTAM ESTATES (1943) LTD.|20200331|12|IGAAP|243.1000|NA|42.0000|8.6000|NA|1.3000|NA|1.3000|NA|NA
184603|PUTHUTOTAM ESTATES (1943) LTD.|20210331|12|IGAAP|338.4000|NA|44.5000|NA|NA|34.4000|NA|34.4000|NA|NA
187135|R N T PLANTATIONS LTD.|20160331|12|IGAAP|679.5000|NA|222.2000|NA|NA|26.1000|NA|26.1000|69.4000|NA
187135|R N T PLANTATIONS LTD.|20170331|12|IGAAP|722.4000|NA|239.1000|NA|NA|16.6000|NA|16.6000|39.3000|NA
187135|R N T PLANTATIONS LTD.|20180331|12|IGAAP|737.9000|NA|258.8000|NA|NA|5.4000|NA|5.4000|41.9000|NA
187135|R N T PLANTATIONS LTD.|20190331|12|IGAAP|714.4000|NA|283.0000|NA|NA|7.1000|NA|7.1000|-3.9000|NA
187330|R P P LTD.|20160331|12|IGAAP|NA|NA|14.2000|689.1000|NA|12.1000|NA|12.1000|588.3000|NA
187330|R P P LTD.|20170331|12|IGAAP|NA|NA|13.2000|980.8000|NA|49.3000|NA|49.3000|-146.4000|NA
187330|R P P LTD.|20180331|12|IGAAP|NA|NA|13.1000|137.6000|NA|NA|NA|NA|15.4000|NA
187330|R P P LTD.|20190331|12|IGAAP|NA|NA|13.5000|113.4000|NA|NA|NA|NA|25.8000|NA
187330|R P P LTD.|20200331|12|IGAAP|26.6000|NA|13.6000|101.3000|NA|NA|NA|NA|NA|NA
187330|R P P LTD.|20210331|12|IGAAP|31.0000|NA|5.4000|75.9000|NA|NA|NA|NA|NA|NA
187330|R P P LTD.|20220331|12|IGAAP|17.0000|NA|6.8000|74.0000|NA|NA|NA|NA|NA|NA
188397|ANJANI FOODS LTD.|20160331|12|IGAAP|150.8000|NA|29.3000|8.9000|5.4000|5.2000|NA|5.2000|15.2000|NA
188397|ANJANI FOODS LTD.|20170331|12|IGAAP|228.3000|NA|38.7000|10.5000|4.9000|7.1000|NA|7.1000|16.7000|NA
188397|ANJANI FOODS LTD.|20220331|12|INDAS|349.6000|NA|42.5000|50.2000|NA|63.2000|16.3000|63.2000|15.6000|NA
188397|ANJANI FOODS LTD.|20230331|12|INDAS|488.6000|NA|57.9000|46.5000|NA|24.0000|NA|24.0000|27.4000|NA
189237|RAGHUVAR (INDIA) LTD.|20160331|12|IGAAP|946.2000|NA|49.0000|135.8000|NA|1.0000|NA|1.0000|411.1000|66.3000
189237|RAGHUVAR (INDIA) LTD.|20170331|12|INDAS|130.1000|NA|13.8000|51.3000|NA|NA|NA|NA|-127.3000|NA
189237|RAGHUVAR (INDIA) LTD.|20180331|12|INDAS|NA|NA|16.2000|47.9000|NA|NA|NA|NA|16.7000|NA
189237|RAGHUVAR (INDIA) LTD.|20190331|12|INDAS|NA|NA|15.5000|36.5000|NA|0.6000|NA|0.6000|3.3000|NA
189237|RAGHUVAR (INDIA) LTD.|20200331|12|INDAS|112.4000|0.2000|16.5000|27.6000|NA|1.3000|NA|1.3000|23.3000|NA
189237|RAGHUVAR (INDIA) LTD.|20210331|12|INDAS|1457.0000|0.3000|28.3000|NA|NA|1.9000|NA|1.9000|74.9000|NA
189237|RAGHUVAR (INDIA) LTD.|20220331|12|INDAS|4021.9000|0.3000|35.4000|NA|NA|1.3000|NA|1.3000|118.6000|NA
189594|RAINBOW AGRI INDS. LTD.|20160331|12|IGAAP|NA|NA|26.3000|NA|NA|0.3000|NA|0.3000|16.0000|NA
189594|RAINBOW AGRI INDS. LTD.|20170331|12|IGAAP|NA|NA|27.6000|107.0000|NA|0.2000|NA|0.2000|-6.9000|NA
189594|RAINBOW AGRI INDS. LTD.|20180331|12|IGAAP|NA|NA|25.3000|221.5000|NA|168.9000|NA|168.9000|33.8000|NA
189594|RAINBOW AGRI INDS. LTD.|20190331|12|IGAAP|NA|NA|23.0000|221.5000|NA|NA|NA|NA|-51.1000|NA
189594|RAINBOW AGRI INDS. LTD.|20200331|12|IGAAP|75.8000|NA|23.8000|212.2000|NA|0.5000|NA|0.5000|26.5000|NA
189594|RAINBOW AGRI INDS. LTD.|20210331|12|IGAAP|67.7000|NA|24.4000|214.7000|NA|37.4000|36.6000|37.4000|26.8000|NA
190350|RAJARAM SOLVEX LTD.|20160331|12|IGAAP|7172.3000|NA|44.0000|NA|NA|NA|NA|NA|NA|NA
191865|RAJSHREE SUGARS & CHEMICALS LTD.|20160331|12|IGAAP|6626.4000|3.6000|360.5000|4510.8000|NA|20.8000|NA|20.8000|146.6000|NA
191865|RAJSHREE SUGARS & CHEMICALS LTD.|20170331|12|INDAS|6941.2000|NA|343.6000|3519.7000|NA|26.1000|NA|26.1000|2040.8000|NA
191865|RAJSHREE SUGARS & CHEMICALS LTD.|20180331|12|INDAS|5607.0000|NA|408.8000|2849.9000|NA|32.4000|NA|32.4000|1293.8000|NA
192453|RAM'S ASSORTED COLD STORAGE LTD.|20170331|12|IGAAP|1098.1000|91.8000|17.2000|7.8000|NA|5.0000|0.5000|5.0000|46.7000|NA
192453|RAM'S ASSORTED COLD STORAGE LTD.|20180331|12|IGAAP|1549.2000|106.8000|25.3000|15.2000|NA|10.0000|NA|10.0000|NA|NA
192453|RAM'S ASSORTED COLD STORAGE LTD.|20190331|12|IGAAP|1442.4000|NA|32.7000|24.4000|NA|5.8000|NA|5.8000|-48.3000|1442.4000
192453|RAM'S ASSORTED COLD STORAGE LTD.|20200331|12|IGAAP|980.8000|90.9000|26.3000|16.1000|NA|14.0000|NA|14.0000|55.8000|980.8000
192453|RAM'S ASSORTED COLD STORAGE LTD.|20210331|12|IGAAP|218.4000|19.3000|16.4000|77.8000|NA|0.2000|NA|0.2000|45.7000|215.6000
192453|RAM'S ASSORTED COLD STORAGE LTD.|20220331|12|IGAAP|435.5000|29.0000|24.7000|70.7000|NA|3.6000|NA|3.6000|8.7000|423.2000
192973|RAMESH FLOWERS PVT. LTD.|20170331|12|IGAAP|2281.2000|NA|291.3000|75.2000|18.3000|107.6000|NA|107.6000|NA|NA
192973|RAMESH FLOWERS PVT. LTD.|20180331|12|IGAAP|2317.5000|NA|363.5000|58.0000|NA|165.4000|7.8000|165.4000|17.6000|NA
192973|RAMESH FLOWERS PVT. LTD.|20190331|12|IGAAP|2811.6000|NA|413.3000|589.4000|144.1000|1.1000|1.1000|1.1000|-107.9000|NA
192973|RAMESH FLOWERS PVT. LTD.|20200331|12|IGAAP|3083.5000|NA|461.1000|507.5000|140.0000|46.4000|2.2000|46.4000|255.5000|NA
192973|RAMESH FLOWERS PVT. LTD.|20210331|12|IGAAP|4226.0000|58.0000|553.0000|230.0000|652.0000|84.0000|2.0000|84.0000|-214.0000|NA
192973|RAMESH FLOWERS PVT. LTD.|20220331|12|IGAAP|4779.0000|1.0000|612.0000|227.0000|940.0000|88.0000|12.0000|88.0000|-392.0000|NA
199974|ROSSELL INDIA LTD.|20160331|12|IGAAP|1422.5000|20.4000|723.9000|120.8000|99.0000|190.1000|1.2000|190.1000|72.3000|NA
199974|ROSSELL INDIA LTD.|20170331|12|INDAS|1501.9000|13.7000|788.8000|149.3000|91.5000|170.0000|7.2000|170.0000|-41.9000|NA
199974|ROSSELL INDIA LTD.|20180331|12|INDAS|1889.5000|18.1000|848.1000|85.7000|63.6000|126.6000|9.6000|126.6000|-31.9000|NA
199974|ROSSELL INDIA LTD.|20210331|12|INDAS|3073.4000|20.6000|1046.6000|349.8000|100.0000|1064.0000|20.0000|1064.0000|353.3000|NA
199974|ROSSELL INDIA LTD.|20220331|12|INDAS|2884.2000|NA|1141.1000|249.9000|100.0000|163.3000|18.7000|163.3000|332.2000|NA
199974|ROSSELL INDIA LTD.|20230331|12|INDAS|3486.3000|NA|1284.1000|149.9000|100.0000|301.3000|75.8000|301.3000|258.8000|NA
200649|PATANJALI FOODS LTD.|20160331|12|INDAS|299011.0000|462.9000|2175.1000|811.7000|4154.2000|1125.6000|4.8000|1125.6000|-8024.9000|48292.9000
200649|PATANJALI FOODS LTD.|20170331|12|INDAS|190612.9000|389.3000|1858.1000|777.2000|2267.2000|193.5000|2.7000|193.5000|4413.9000|NA
200649|PATANJALI FOODS LTD.|20180331|12|INDAS|119217.3000|294.9000|1536.1000|718.2000|30.9000|113.8000|1.0000|113.8000|9791.4000|NA
200649|PATANJALI FOODS LTD.|20190331|12|INDAS|126602.8000|271.6000|1431.3000|144.5000|448.7000|152.3000|0.7000|152.3000|2252.9000|NA
201291|RYDAK SYNDICATE LTD.|20160331|12|IGAAP|930.6000|NA|467.2000|89.0000|5.0000|87.1000|NA|87.1000|96.6000|NA
201291|RYDAK SYNDICATE LTD.|20170331|12|INDAS|940.0000|NA|498.1000|2.5000|5.0000|51.5000|NA|51.5000|98.8000|NA
201291|RYDAK SYNDICATE LTD.|20180331|12|INDAS|1093.4000|NA|541.7000|2.1000|0.9000|74.2000|NA|74.2000|139.1000|NA
201291|RYDAK SYNDICATE LTD.|20190331|12|INDAS|900.6000|NA|508.0000|2.6000|1.5000|62.5000|NA|62.5000|108.8000|NA
201291|RYDAK SYNDICATE LTD.|20200331|12|INDAS|1027.0000|NA|637.1000|5.7000|2.3000|110.7000|NA|110.7000|47.0000|NA
201291|RYDAK SYNDICATE LTD.|20210331|12|INDAS|1283.1000|NA|688.4000|97.8000|9.3000|154.1000|NA|154.1000|218.0000|NA
201291|RYDAK SYNDICATE LTD.|20220331|12|INDAS|1434.7000|NA|802.2000|77.8000|23.3000|51.1000|NA|51.1000|245.0000|NA
201291|RYDAK SYNDICATE LTD.|20230331|12|INDAS|1370.9000|NA|819.3000|62.7000|17.4000|62.6000|NA|62.6000|NA|NA
201607|S B E C SUGAR LTD.|20160331|12|IGAAP|4109.4000|NA|112.2000|61.0000|130.1000|9.0000|0.3000|9.0000|309.1000|NA
201607|S B E C SUGAR LTD.|20170331|12|INDAS|3059.4000|NA|122.9000|694.7000|NA|22.3000|0.1000|22.3000|-116.4000|NA
201607|S B E C SUGAR LTD.|20180331|12|INDAS|4856.5000|NA|151.8000|386.3000|NA|31.6000|NA|31.6000|562.5000|NA
201607|S B E C SUGAR LTD.|20190331|12|INDAS|4169.7000|NA|160.8000|1915.0000|333.3000|16.7000|NA|16.7000|-1766.4000|NA
201607|S B E C SUGAR LTD.|20200331|12|INDAS|4810.9000|NA|176.5000|1817.5000|542.0000|122.3000|NA|122.3000|455.1000|NA
201607|S B E C SUGAR LTD.|20210331|12|INDAS|5752.8000|NA|178.1000|1140.4000|619.5000|64.7000|NA|64.7000|790.8000|NA
201607|S B E C SUGAR LTD.|20220331|12|INDAS|6122.8000|NA|188.4000|549.7000|609.7000|51.0000|NA|51.0000|986.0000|NA
201607|S B E C SUGAR LTD.|20230331|12|INDAS|6429.9000|NA|217.1000|189.7000|454.3000|286.4000|NA|286.4000|684.9000|NA
202008|N S L SUGARS LTD.|20160331|12|IGAAP|14757.7000|NA|683.5000|10674.7000|1913.2000|372.5000|0.6000|372.5000|NA|NA
202008|N S L SUGARS LTD.|20170331|12|IGAAP|8741.2000|NA|652.8000|8334.5000|2996.8000|274.7000|1.0000|274.7000|2046.0000|NA
202008|N S L SUGARS LTD.|20180331|12|IGAAP|6959.5000|NA|621.8000|8963.8000|NA|16.9000|1.4000|16.9000|1945.7000|NA
202008|N S L SUGARS LTD.|20190331|12|IGAAP|8157.2000|373.4000|629.9000|8422.9000|2263.3000|11.9000|NA|11.9000|563.8000|NA
202008|N S L SUGARS LTD.|20200331|12|IGAAP|9880.6000|NA|687.4000|7267.8000|2047.8000|37.2000|NA|37.2000|994.7000|NA
202008|N S L SUGARS LTD.|20210331|12|IGAAP|7124.6000|232.1000|559.3000|8918.3000|NA|469.1000|NA|469.1000|NA|NA
202690|MAWANA SUGARS LTD.|20160331|15|IGAAP|15799.4000|NA|843.5000|2455.6000|1878.6000|59.3000|NA|59.3000|376.9000|NA
202690|MAWANA SUGARS LTD.|20170331|12|IGAAP|12583.1000|72.6000|716.0000|1664.8000|1190.4000|220.1000|NA|220.1000|470.4000|NA
202690|MAWANA SUGARS LTD.|20180331|12|INDAS|12894.0000|NA|653.1000|970.4000|442.1000|165.2000|NA|165.2000|631.3000|NA
202690|MAWANA SUGARS LTD.|20190331|12|INDAS|11172.3000|256.5000|725.3000|1758.5000|619.5000|171.4000|NA|171.4000|-1002.9000|NA
202690|MAWANA SUGARS LTD.|20200331|12|INDAS|10665.3000|735.8000|610.1000|1952.1000|1253.2000|789.9000|2.5000|789.9000|-1386.4000|NA
202690|MAWANA SUGARS LTD.|20210331|12|INDAS|13709.3000|690.0000|656.1000|753.6000|300.8000|111.9000|0.5000|111.9000|1596.5000|NA
202690|MAWANA SUGARS LTD.|20220331|12|INDAS|14319.3000|192.0000|664.6000|409.6000|314.4000|205.6000|NA|205.6000|-1510.9000|NA
202690|MAWANA SUGARS LTD.|20230331|12|INDAS|14480.3000|0.1000|753.7000|77.8000|310.7000|263.0000|NA|263.0000|1084.2000|NA
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|20160331|12|IGAAP|3004.6000|NA|157.9000|5.2000|3.8000|68.3000|NA|68.3000|300.9000|2242.3000
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|20170331|12|INDAS|2293.5000|NA|121.9000|1.1000|4.1000|6.9000|NA|6.9000|-43.5000|2025.4000
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|20180331|12|INDAS|3143.7000|NA|109.4000|0.0000|1.1000|90.3000|NA|90.3000|167.0000|NA
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|20190331|12|INDAS|3319.8000|NA|130.2000|52.1000|9.0000|49.6000|NA|49.6000|140.3000|NA
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|20200331|12|INDAS|2965.8000|NA|144.2000|42.6000|9.9000|91.7000|NA|91.7000|-119.6000|NA
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|20210331|12|INDAS|2661.1000|NA|144.4000|86.2000|11.0000|144.6000|NA|144.6000|256.2000|NA
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|20220331|12|INDAS|2993.8000|NA|159.4000|94.2000|21.8000|104.5000|NA|104.5000|18.8000|NA
205228|S S A INTERNATIONAL LTD.|20160331|12|IGAAP|15198.5000|NA|117.1000|213.7000|NA|15.7000|0.1000|15.7000|NA|5185.5000
205228|S S A INTERNATIONAL LTD.|20170331|12|INDAS|12380.7000|NA|100.2000|116.3000|144.9000|0.4000|NA|0.4000|1272.1000|NA
205228|S S A INTERNATIONAL LTD.|20180331|12|INDAS|841.9000|NA|1.3000|NA|NA|0.5000|NA|0.5000|226.6000|NA
205228|S S A INTERNATIONAL LTD.|20190331|12|INDAS|NA|NA|0.2000|NA|NA|NA|NA|NA|-0.2000|NA
205228|S S A INTERNATIONAL LTD.|20200331|12|INDAS|NA|NA|0.1000|NA|NA|NA|NA|NA|-3.0000|NA
205228|S S A INTERNATIONAL LTD.|20210331|12|INDAS|NA|NA|0.2000|NA|NA|NA|NA|NA|-0.5000|NA
208602|SAKTHI SUGARS LTD.|20160331|12|IGAAP|6285.5000|8.8000|540.6000|7322.4000|NA|38.9000|NA|38.9000|1249.8000|NA
208602|SAKTHI SUGARS LTD.|20170331|12|INDAS|8747.0000|6.7000|584.8000|5609.0000|NA|200.6000|NA|200.6000|1651.9000|NA
208602|SAKTHI SUGARS LTD.|20180331|12|INDAS|5132.8000|8.7000|546.9000|4550.5000|NA|71.0000|NA|71.0000|-433.4000|NA
212026|SANWARIA CONSUMER LTD.|20200331|12|INDAS|28647.2000|NA|47.1000|79.8000|NA|5.8000|NA|5.8000|512.5000|NA
212026|SANWARIA CONSUMER LTD.|20210331|12|INDAS|4.3000|NA|10.9000|85.7000|NA|NA|NA|NA|24.8000|NA
212026|SANWARIA CONSUMER LTD.|20220331|12|INDAS|NA|NA|1.8000|85.7000|NA|NA|NA|NA|-11.4000|NA
212026|SANWARIA CONSUMER LTD.|20230331|12|INDAS|NA|NA|2.1000|85.8000|NA|NA|NA|NA|11.9000|NA
212565|PINCON SPIRIT LTD.|20160331|12|IGAAP|3842.0000|NA|48.7000|626.7000|NA|22.1000|NA|22.1000|-696.3000|NA
212565|PINCON SPIRIT LTD.|20170331|12|IGAAP|8301.6000|NA|55.7000|653.6000|NA|198.4000|NA|198.4000|45.0000|NA
212800|SARAYA INDUSTRIES LTD.|20160331|12|IGAAP|4460.0000|NA|114.2000|355.1000|29.0000|18.2000|NA|18.2000|137.6000|NA
212800|SARAYA INDUSTRIES LTD.|20170331|12|IGAAP|5726.5000|NA|112.1000|298.3000|39.5000|66.1000|NA|66.1000|410.9000|NA
21305|ASANSOL BOTTLING & PACKAGING CO. PVT. LTD.|20170331|12|INDAS|1691.6000|NA|14.4000|NA|NA|11.1000|NA|11.1000|71.6000|NA
21305|ASANSOL BOTTLING & PACKAGING CO. PVT. LTD.|20180331|12|INDAS|1741.9000|NA|12.5000|NA|NA|4.1000|NA|4.1000|55.3000|NA
21305|ASANSOL BOTTLING & PACKAGING CO. PVT. LTD.|20190331|12|INDAS|1783.1000|NA|14.0000|NA|NA|5.1000|NA|5.1000|58.9000|NA
21305|ASANSOL BOTTLING & PACKAGING CO. PVT. LTD.|20200331|12|INDAS|1954.1000|NA|15.0000|14.8000|5.0000|52.3000|NA|52.3000|20.6000|NA
21305|ASANSOL BOTTLING & PACKAGING CO. PVT. LTD.|20210331|12|INDAS|1841.2000|NA|12.2000|12.2000|5.0000|4.4000|NA|4.4000|12.7000|NA
21305|ASANSOL BOTTLING & PACKAGING CO. PVT. LTD.|20220331|12|INDAS|1955.4000|NA|14.4000|8.4000|5.0000|2.4000|NA|2.4000|131.0000|NA
213634|SASWAD MALI SUGAR FACTORY LTD.|20160331|12|IGAAP|2153.6000|NA|180.5000|996.3000|90.4000|44.3000|0.3000|44.3000|213.7000|NA
213634|SASWAD MALI SUGAR FACTORY LTD.|20170331|12|IGAAP|1513.9000|NA|160.5000|924.5000|190.2000|5.6000|NA|5.6000|216.2000|NA
213634|SASWAD MALI SUGAR FACTORY LTD.|20180331|12|IGAAP|843.6000|NA|183.9000|779.7000|281.7000|43.4000|0.4000|43.4000|353.6000|NA
213634|SASWAD MALI SUGAR FACTORY LTD.|20190331|12|IGAAP|2059.0000|NA|209.2000|630.6000|260.4000|33.0000|0.8000|33.0000|433.1000|NA
213634|SASWAD MALI SUGAR FACTORY LTD.|20200331|12|IGAAP|1687.6000|NA|226.5000|676.0000|299.6000|7.1000|NA|7.1000|192.8000|NA
213634|SASWAD MALI SUGAR FACTORY LTD.|20210331|12|IGAAP|1824.3000|NA|218.8000|541.9000|427.3000|3.3000|0.4000|3.3000|320.6000|NA
214043|KOHINOOR FOODS LTD.|20160331|12|IGAAP|12997.3000|5.5000|398.4000|218.3000|80.5000|183.8000|NA|183.8000|360.7000|NA
214043|KOHINOOR FOODS LTD.|20170331|12|INDAS|11565.4000|1.3000|400.1000|176.1000|21.6000|0.7000|NA|0.7000|1231.9000|NA
214043|KOHINOOR FOODS LTD.|20180331|12|INDAS|10184.1000|7.1000|420.9000|158.7000|25.5000|222.2000|NA|222.2000|1853.8000|NA
214043|KOHINOOR FOODS LTD.|20190331|12|INDAS|5955.7000|17.0000|260.7000|150.0000|8.2000|69.1000|NA|69.1000|610.9000|NA
214043|KOHINOOR FOODS LTD.|20200331|12|INDAS|2149.7000|NA|277.0000|195.9000|17.0000|27.9000|NA|27.9000|-631.6000|NA
214043|KOHINOOR FOODS LTD.|20210331|12|INDAS|2633.2000|0.2000|186.6000|37.0000|10.0000|22.3000|NA|22.3000|-16.3000|NA
214043|KOHINOOR FOODS LTD.|20220331|12|INDAS|957.8000|1.9000|71.4000|29.5000|2.5000|3.0000|NA|3.0000|790.7000|601.9000
214043|KOHINOOR FOODS LTD.|20230331|12|INDAS|763.7000|1.0000|86.8000|26.2000|3.0000|6.9000|NA|6.9000|215.0000|663.5000
214918|GOPURAM ENTERPRISES PVT. LTD.|20160331|12|IGAAP|NA|NA|29.2000|467.4000|NA|46.3000|0.5000|46.3000|-61.6000|NA
214918|GOPURAM ENTERPRISES PVT. LTD.|20170331|12|IGAAP|NA|NA|29.4000|325.2000|NA|39.6000|0.8000|39.6000|106.5000|NA
214918|GOPURAM ENTERPRISES PVT. LTD.|20180331|12|IGAAP|1065.7000|NA|33.8000|118.5000|NA|11.1000|0.3000|11.1000|383.1000|NA
215081|SAYAJI INDUSTRIES LTD.|20160331|12|IGAAP|5433.2000|25.2000|406.3000|358.8000|NA|241.6000|12.0000|241.6000|202.9000|944.7000
215081|SAYAJI INDUSTRIES LTD.|20170331|12|IGAAP|5918.5000|24.0000|430.8000|290.6000|NA|120.7000|NA|120.7000|209.4000|870.5000
215081|SAYAJI INDUSTRIES LTD.|20180331|12|INDAS|5909.2000|26.7000|464.6000|346.9000|NA|324.2000|0.5000|324.2000|293.8000|NA
215081|SAYAJI INDUSTRIES LTD.|20190331|12|INDAS|6403.6000|36.9000|490.0000|581.6000|137.6000|606.3000|5.7000|606.3000|227.6000|NA
215081|SAYAJI INDUSTRIES LTD.|20200331|12|INDAS|6358.6000|26.8000|480.3000|477.1000|160.3000|148.5000|6.0000|148.5000|434.5000|NA
215081|SAYAJI INDUSTRIES LTD.|20210331|12|INDAS|5567.7000|19.9000|450.2000|526.0000|164.0000|199.6000|10.2000|199.6000|353.2000|NA
215081|SAYAJI INDUSTRIES LTD.|20220331|12|INDAS|7918.6000|13.1000|531.7000|659.3000|159.3000|454.8000|7.7000|454.8000|731.9000|NA
215081|SAYAJI INDUSTRIES LTD.|20230331|12|INDAS|10390.5000|10.1000|617.8000|643.1000|204.2000|209.8000|4.3000|209.8000|222.3000|NA
215702|PERNOD RICARD INDIA PVT. LTD.|20220331|12|INDAS|226479.1000|166.1000|4088.7000|1114.1000|NA|3781.6000|314.6000|3781.6000|15416.4000|NA
215999|SECUNDERABAD OILS LTD.|20210331|12|IGAAP|629.0000|NA|3.4000|NA|NA|3.2000|NA|3.2000|-82.2000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20160331|12|IGAAP|3904.7000|NA|127.9000|423.3000|NA|116.5000|NA|116.5000|257.0000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20170331|12|IGAAP|4686.0000|NA|203.5000|518.2000|133.5000|235.3000|NA|235.3000|80.7000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20180331|12|IGAAP|6145.5000|NA|249.8000|1653.5000|144.6000|1722.5000|NA|1722.5000|1081.0000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20190331|12|IGAAP|5723.5000|NA|240.0000|2069.4000|NA|348.0000|NA|348.0000|-378.9000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20200331|12|IGAAP|5194.8000|NA|247.0000|1773.7000|NA|777.6000|NA|777.6000|446.5000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20210331|12|INDAS|5771.8000|447.3000|253.4000|1573.6000|NA|456.8000|NA|456.8000|1024.2000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20220331|12|INDAS|4614.5000|564.5000|254.5000|1079.5000|NA|259.6000|NA|259.6000|114.0000|NA
216334|SEKSARIA BISWAN SUGAR FACTORY PVT. LTD.|20230331|12|INDAS|6174.1000|0.5000|334.7000|585.3000|NA|53.1000|NA|53.1000|1119.2000|NA
217632|SHAH NANJI NAGSI EXPORTS PVT. LTD.|20220331|12|IGAAP|NA|NA|85.6000|NA|NA|7.1000|NA|7.1000|NA|40.4000
218237|SHALIMAR CHEMICAL WORKS PVT. LTD.|20160331|12|IGAAP|4315.2000|NA|28.2000|39.1000|NA|31.7000|NA|31.7000|158.9000|NA
218237|SHALIMAR CHEMICAL WORKS PVT. LTD.|20170331|12|IGAAP|NA|NA|44.1000|67.5000|NA|10.1000|NA|10.1000|251.3000|NA
218237|SHALIMAR CHEMICAL WORKS PVT. LTD.|20180331|12|IGAAP|NA|NA|36.5000|78.3000|NA|26.8000|NA|26.8000|-222.5000|NA
218237|SHALIMAR CHEMICAL WORKS PVT. LTD.|20190331|12|IGAAP|NA|NA|37.4000|52.4000|NA|371.8000|NA|371.8000|37.6000|NA
218258|SHALIMAR PELLET FEEDS LTD.|20170331|12|IGAAP|13019.6000|NA|181.9000|161.6000|NA|102.6000|5.1000|102.6000|510.2000|NA
218258|SHALIMAR PELLET FEEDS LTD.|20180331|12|IGAAP|12997.7000|NA|231.9000|91.1000|NA|97.3000|0.9000|97.3000|489.6000|NA
218258|SHALIMAR PELLET FEEDS LTD.|20190331|12|IGAAP|13636.6000|NA|240.6000|25.2000|NA|45.0000|NA|45.0000|273.4000|NA
218258|SHALIMAR PELLET FEEDS LTD.|20200331|12|IGAAP|13755.4000|NA|273.0000|0.4000|NA|9.3000|0.8000|9.3000|-839.6000|NA
218258|SHALIMAR PELLET FEEDS LTD.|20210331|12|IGAAP|14007.0000|NA|258.2000|12.4000|NA|43.6000|21.7000|43.6000|872.0000|NA
218258|SHALIMAR PELLET FEEDS LTD.|20220331|12|IGAAP|18512.3000|NA|288.4000|67.5000|NA|133.8000|0.1000|133.8000|-420.7000|NA
219108|SHARAT INDUSTRIES LTD.|20220331|12|INDAS|2331.9000|62.1000|72.0000|123.1000|NA|NA|NA|NA|-1.2000|NA
