sa_finance1_cocode|sa_company_name|sa_finance1_year|sa_ann_rep_months|sa_fs_format|sa_sale_of_goods|sa_export_incentives|sa_salaries_bonus_pf|sa_long_term_borrowings|sa_curr_portion_lt_borrowings|sa_net_fixed_assets|sa_gross_fixed_ast_addn|sa_gross_intangible_assets_tot_addn|sa_gross_fixed_ast_addn|sa_cf_net_frm_op_activity|sa_export_goods
248186|TATA CONSUMER PRODUCTS LTD.|20230331|12|INDAS|84082.7000|206.3000|3539.5000|2014.5000|NA|65495.5000|1372.1000|614.1000|1372.1000|10192.7000|NA
261277|VADILAL INDUSTRIES LTD.|20160331|12|IGAAP|4532.1000|14.0000|224.3000|455.6000|221.8000|2233.2000|126.8000|14.2000|126.8000|636.6000|362.1000
261277|VADILAL INDUSTRIES LTD.|20170331|12|INDAS|4779.5000|14.9000|242.9000|343.9000|199.7000|2499.1000|200.5000|2.1000|200.5000|431.5000|417.0000
261277|VADILAL INDUSTRIES LTD.|20180331|12|INDAS|5205.9000|29.0000|299.2000|709.9000|174.3000|2536.3000|199.2000|2.8000|199.2000|180.2000|548.8000
261277|VADILAL INDUSTRIES LTD.|20190331|12|INDAS|5038.1000|50.6000|372.5000|574.3000|234.6000|2624.4000|262.1000|8.4000|262.1000|388.5000|716.6000
261277|VADILAL INDUSTRIES LTD.|20200331|12|INDAS|5159.7000|37.6000|417.7000|553.0000|184.2000|3009.3000|574.7000|3.4000|574.7000|475.7000|754.0000
261277|VADILAL INDUSTRIES LTD.|20210331|12|INDAS|3564.1000|58.6000|327.0000|612.5000|161.9000|2998.2000|177.9000|2.3000|177.9000|621.6000|1108.1000
261277|VADILAL INDUSTRIES LTD.|20220331|12|INDAS|5418.4000|35.0000|392.3000|805.6000|221.1000|2932.6000|136.2000|1.4000|136.2000|-49.3000|1093.7000
261277|VADILAL INDUSTRIES LTD.|20230331|12|INDAS|8950.1000|69.0000|563.0000|579.5000|282.2000|3012.9000|387.9000|0.2000|387.9000|331.6000|1328.8000
262869|VARUN BEVERAGES LTD.|20151231|12|IGAAP|32890.3000|NA|2292.9000|15030.7000|1828.8000|29161.8000|14675.2000|3000.9000|14675.2000|5102.2000|162.9000
262869|VARUN BEVERAGES LTD.|20161231|12|INDAS|35199.6000|NA|2612.1000|11231.2000|5184.0000|29915.2000|4306.7000|34.8000|4306.7000|7516.6000|NA
262869|VARUN BEVERAGES LTD.|20171231|12|INDAS|33564.7000|NA|2964.7000|16061.6000|5860.2000|32780.0000|6371.4000|826.7000|6371.4000|4995.6000|NA
262869|VARUN BEVERAGES LTD.|20181231|12|INDAS|37136.9000|NA|3847.2000|18359.2000|3806.6000|33218.2000|4112.3000|892.9000|4112.3000|7420.4000|NA
262869|VARUN BEVERAGES LTD.|20191231|12|INDAS|54555.9000|NA|5941.8000|22917.1000|4980.9000|54017.6000|25129.7000|434.2000|25129.7000|10668.9000|NA
262869|VARUN BEVERAGES LTD.|20201231|12|INDAS|47601.0000|NA|6546.7000|19623.1000|4616.5000|52634.0000|9160.9000|2.0000|9160.9000|7196.8000|NA
262869|VARUN BEVERAGES LTD.|20211231|12|INDAS|63817.7000|NA|7015.9000|17211.9000|8963.7000|50116.1000|1816.3000|39.4000|1816.3000|8678.7000|NA
262869|VARUN BEVERAGES LTD.|20221231|12|INDAS|103023.2000|NA|8683.2000|17650.0000|13013.0000|57518.8000|8802.8000|1.5000|8802.8000|15587.8000|NA
271188|WEIKFIELD FOODS PVT. LTD.|20160331|12|IGAAP|1468.5000|2.9000|108.1000|302.8000|19.1000|278.7000|17.9000|NA|17.9000|NA|85.8000
271188|WEIKFIELD FOODS PVT. LTD.|20170331|12|IGAAP|1623.1000|1.3000|136.1000|430.7000|41.4000|271.0000|19.3000|1.0000|19.3000|NA|NA
271188|WEIKFIELD FOODS PVT. LTD.|20180331|12|IGAAP|1729.9000|1.7000|139.2000|355.0000|41.9000|515.1000|286.6000|0.4000|286.6000|NA|61.2000
271188|WEIKFIELD FOODS PVT. LTD.|20190331|12|IGAAP|2098.7000|4.3000|174.2000|248.5000|41.8000|515.9000|39.3000|NA|39.3000|131.3000|73.1000
271188|WEIKFIELD FOODS PVT. LTD.|20200331|12|IGAAP|2045.9000|2.4000|210.7000|199.5000|42.9000|518.2000|42.1000|6.5000|42.1000|NA|47.4000
271188|WEIKFIELD FOODS PVT. LTD.|20210331|12|IGAAP|2538.2000|0.3000|308.1000|203.7000|21.2000|525.6000|NA|NA|NA|140.7000|112.0000
271188|WEIKFIELD FOODS PVT. LTD.|20220331|12|IGAAP|2621.8000|2.5000|326.9000|215.5000|6.1000|504.2000|35.8000|1.0000|35.8000|49.3000|107.8000
281526|DEVI FISHERIES LTD.|20160331|12|IGAAP|636.1000|NA|112.5000|16.2000|15.7000|279.9000|71.9000|NA|71.9000|276.7000|6955.7000
281526|DEVI FISHERIES LTD.|20170331|12|IGAAP|11107.9000|NA|210.2000|34.9000|30.2000|292.1000|80.4000|NA|80.4000|NA|NA
281526|DEVI FISHERIES LTD.|20180331|12|INDAS|10506.5000|904.5000|264.3000|46.7000|45.6000|550.2000|324.8000|NA|324.8000|-144.6000|10374.8000
281526|DEVI FISHERIES LTD.|20190331|12|INDAS|11682.1000|1009.3000|307.2000|45.4000|58.2000|566.7000|108.6000|NA|108.6000|1804.6000|11012.2000
281526|DEVI FISHERIES LTD.|20200331|12|INDAS|9067.8000|NA|315.4000|13.2000|39.4000|530.3000|55.3000|NA|55.3000|93.1000|NA
281526|DEVI FISHERIES LTD.|20210331|12|INDAS|11562.1000|557.1000|430.6000|14.4000|19.8000|551.8000|94.2000|NA|94.2000|-254.2000|NA
281526|DEVI FISHERIES LTD.|20220331|12|INDAS|18886.2000|781.7000|535.4000|50.0000|37.3000|891.2000|443.7000|NA|443.7000|-220.8000|NA
29450|BALAJI WAFERS PVT. LTD.|20160331|12|INDAS|14013.1000|NA|499.2000|245.4000|151.2000|3305.9000|NA|NA|NA|2446.2000|NA
29450|BALAJI WAFERS PVT. LTD.|20170331|12|INDAS|16101.9000|NA|633.5000|381.7000|NA|5332.5000|2737.2000|NA|2737.2000|1819.6000|NA
29450|BALAJI WAFERS PVT. LTD.|20180331|12|INDAS|18361.0000|NA|773.7000|269.1000|NA|5606.7000|1274.2000|NA|1274.2000|2475.0000|1.9000
29450|BALAJI WAFERS PVT. LTD.|20190331|12|INDAS|19675.9000|NA|985.0000|431.3000|NA|5505.8000|902.1000|NA|902.1000|1170.9000|21.8000
29450|BALAJI WAFERS PVT. LTD.|20200331|12|INDAS|23359.5000|NA|1236.7000|358.3000|NA|6582.0000|2469.1000|NA|2469.1000|2681.6000|NA
29450|BALAJI WAFERS PVT. LTD.|20210331|12|INDAS|29309.8000|NA|1514.0000|878.4000|NA|8282.8000|3340.4000|NA|3340.4000|1408.4000|NA
29450|BALAJI WAFERS PVT. LTD.|20220331|12|INDAS|39929.3000|NA|1701.3000|1074.7000|NA|9144.4000|2467.5000|NA|2467.5000|NA|NA
29450|BALAJI WAFERS PVT. LTD.|20230331|12|INDAS|49146.7000|NA|1105.9000|1534.7000|NA|10272.9000|3015.1000|NA|3015.1000|NA|NA
314421|CHOICE TRADING CORPN. PVT. LTD.|20160331|12|INDAS|1973.7000|NA|117.2000|78.5000|NA|1034.9000|101.4000|0.8000|101.4000|205.1000|2461.6000
314421|CHOICE TRADING CORPN. PVT. LTD.|20170331|12|INDAS|2285.6000|168.2000|138.6000|82.6000|NA|996.1000|12.5000|NA|12.5000|-96.3000|2461.6000
314421|CHOICE TRADING CORPN. PVT. LTD.|20180331|12|INDAS|3308.8000|240.1000|151.7000|54.8000|NA|1058.7000|115.7000|0.3000|115.7000|-716.3000|3305.8000
314421|CHOICE TRADING CORPN. PVT. LTD.|20190331|12|INDAS|3454.7000|294.0000|166.0000|50.3000|NA|1038.3000|35.6000|0.2000|35.6000|-6.1000|3440.2000
314421|CHOICE TRADING CORPN. PVT. LTD.|20200331|12|INDAS|3451.1000|295.0000|167.3000|80.7000|NA|1084.0000|79.4000|NA|79.4000|197.9000|3555.3000
314421|CHOICE TRADING CORPN. PVT. LTD.|20210331|12|INDAS|4269.0000|NA|165.0000|143.0000|NA|1103.6000|96.8000|2.1000|96.8000|67.4000|4352.9000
314421|CHOICE TRADING CORPN. PVT. LTD.|20220331|12|INDAS|5399.5000|19.5000|167.9000|100.7000|NA|1090.0000|73.9000|3.9000|73.9000|297.6000|5591.8000
314421|CHOICE TRADING CORPN. PVT. LTD.|20230331|12|INDAS|NA|NA|276.2000|169.3000|NA|1987.5000|964.8000|2.0000|964.8000|47.3000|NA
325523|HALDIRAM BHUJIAWALA LTD.|20160331|12|IGAAP|2950.2000|NA|180.5000|169.3000|4.7000|827.0000|142.7000|NA|142.7000|89.1000|22.6000
325523|HALDIRAM BHUJIAWALA LTD.|20170331|12|IGAAP|3212.8000|0.3000|187.7000|126.5000|8.8000|1105.9000|397.8000|NA|397.8000|-431.8000|20.8000
325523|HALDIRAM BHUJIAWALA LTD.|20180331|12|IGAAP|3293.1000|0.1000|176.3000|421.8000|65.9000|1361.4000|321.1000|NA|321.1000|376.7000|25.3000
325523|HALDIRAM BHUJIAWALA LTD.|20190331|12|IGAAP|3930.7000|NA|219.9000|640.6000|89.8000|1704.5000|419.4000|NA|419.4000|NA|29.4000
325523|HALDIRAM BHUJIAWALA LTD.|20200331|12|IGAAP|3689.5000|NA|271.6000|609.1000|116.5000|1776.7000|163.9000|NA|163.9000|-24.8000|23.7000
325523|HALDIRAM BHUJIAWALA LTD.|20210331|12|IGAAP|3012.4000|NA|156.1000|618.6000|183.0000|1767.5000|85.5000|NA|85.5000|172.6000|45.6000
325523|HALDIRAM BHUJIAWALA LTD.|20220331|12|IGAAP|3752.7000|NA|182.6000|601.7000|225.0000|1791.6000|122.3000|NA|122.3000|273.6000|39.6000
327608|RAVI FOODS PVT. LTD.|20160331|12|IGAAP|4140.8000|NA|196.6000|NA|NA|382.0000|65.1000|NA|65.1000|212.3000|NA
327608|RAVI FOODS PVT. LTD.|20170331|12|IGAAP|4361.4000|NA|240.2000|50.7000|NA|467.9000|132.0000|NA|132.0000|-14.3000|NA
327608|RAVI FOODS PVT. LTD.|20180331|12|IGAAP|5582.0000|NA|299.9000|17.1000|NA|615.0000|238.0000|NA|238.0000|62.0000|NA
327608|RAVI FOODS PVT. LTD.|20190331|12|IGAAP|5965.7000|NA|314.9000|NA|NA|645.1000|83.8000|NA|83.8000|331.4000|NA
327608|RAVI FOODS PVT. LTD.|20200331|12|IGAAP|6055.6000|NA|325.2000|NA|NA|648.1000|57.8000|NA|57.8000|46.9000|NA
327608|RAVI FOODS PVT. LTD.|20210331|12|IGAAP|6959.2000|NA|277.5000|NA|NA|640.2000|48.8000|NA|48.8000|302.5000|NA
327608|RAVI FOODS PVT. LTD.|20220331|12|IGAAP|7905.9000|NA|255.8000|373.3000|NA|1246.2000|670.3000|NA|670.3000|58.3000|NA
328203|BIKAJI FOODS INTL. LTD.|20160331|12|IGAAP|5484.1000|NA|228.3000|596.2000|NA|1756.6000|929.0000|3.6000|929.0000|340.4000|NA
328203|BIKAJI FOODS INTL. LTD.|20170331|12|INDAS|6084.4000|NA|257.5000|638.8000|NA|2278.3000|659.5000|6.4000|659.5000|376.5000|179.7000
328203|BIKAJI FOODS INTL. LTD.|20180331|12|INDAS|7677.5000|NA|371.2000|458.2000|NA|3096.2000|1007.8000|NA|1007.8000|783.9000|201.9000
328203|BIKAJI FOODS INTL. LTD.|20190331|12|INDAS|8901.0000|19.0000|537.2000|343.1000|NA|3928.9000|1071.1000|NA|1071.1000|638.4000|239.1000
328203|BIKAJI FOODS INTL. LTD.|20200331|12|INDAS|10476.8000|NA|632.0000|173.6000|NA|4004.0000|408.0000|0.3000|408.0000|NA|459.4000
328203|BIKAJI FOODS INTL. LTD.|20210331|12|INDAS|12736.2000|11.3000|659.1000|126.7000|NA|4023.6000|359.0000|7.8000|359.0000|1210.7000|664.6000
328203|BIKAJI FOODS INTL. LTD.|20220331|12|INDAS|15435.2000|8.8000|792.7000|418.8000|142.5000|4761.6000|1136.6000|4.8000|1136.6000|598.2000|NA
328203|BIKAJI FOODS INTL. LTD.|20230331|12|INDAS|17884.8000|4.7000|851.5000|446.4000|211.3000|4939.8000|655.3000|1.1000|655.3000|1725.4000|NA
336084|G R B DAIRY FOODS PVT. LTD.|20160331|12|IGAAP|2600.3000|NA|143.3000|2.2000|2.1000|312.7000|143.5000|NA|143.5000|-8.8000|135.2000
336084|G R B DAIRY FOODS PVT. LTD.|20170331|12|IGAAP|3130.0000|NA|170.4000|0.0000|1.2000|349.2000|80.6000|NA|80.6000|-7.4000|161.5000
336084|G R B DAIRY FOODS PVT. LTD.|20180331|12|IGAAP|3518.9000|6.7000|205.5000|1.6000|1.3000|344.0000|41.0000|NA|41.0000|119.4000|238.4000
336084|G R B DAIRY FOODS PVT. LTD.|20190331|12|IGAAP|4000.5000|19.5000|394.4000|0.1000|1.5000|540.8000|254.3000|NA|254.3000|160.8000|317.0000
336084|G R B DAIRY FOODS PVT. LTD.|20200331|12|IGAAP|4806.1000|22.8000|454.2000|NA|NA|523.2000|66.7000|7.3000|66.7000|241.3000|307.2000
336084|G R B DAIRY FOODS PVT. LTD.|20210331|12|IGAAP|5854.0000|5.1000|503.8000|32.8000|5.6000|638.3000|199.8000|NA|199.8000|NA|440.9000
336084|G R B DAIRY FOODS PVT. LTD.|20220331|12|IGAAP|6331.6000|15.4000|605.6000|43.7000|13.7000|1127.5000|602.0000|NA|602.0000|NA|461.5000
339129|SAMI-SABINSA GROUP LTD.|20160331|12|IGAAP|3814.2000|NA|341.0000|131.8000|NA|458.2000|93.7000|0.7000|93.7000|NA|NA
339129|SAMI-SABINSA GROUP LTD.|20170331|12|IGAAP|4768.1000|NA|369.6000|56.4000|NA|491.2000|119.4000|1.1000|119.4000|NA|NA
339129|SAMI-SABINSA GROUP LTD.|20180331|12|IGAAP|5698.4000|NA|277.8000|35.3000|NA|650.6000|266.1000|NA|266.1000|NA|NA
339129|SAMI-SABINSA GROUP LTD.|20190331|12|INDAS|8381.9000|NA|624.5000|38.3000|NA|771.0000|196.6000|NA|196.6000|1438.8000|NA
339129|SAMI-SABINSA GROUP LTD.|20200331|12|INDAS|9147.1000|350.4000|745.4000|44.5000|NA|888.6000|267.6000|NA|267.6000|502.6000|NA
339129|SAMI-SABINSA GROUP LTD.|20210331|12|INDAS|8528.3000|7.4000|466.7000|48.7000|NA|797.6000|118.5000|NA|118.5000|1224.5000|NA
339129|SAMI-SABINSA GROUP LTD.|20220331|12|INDAS|8687.8000|99.9000|453.2000|208.0000|NA|740.5000|89.5000|0.3000|89.5000|1925.0000|NA
345697|EXOTIC FRUITS PVT. LTD.|20160331|12|IGAAP|2361.4000|NA|87.9000|493.3000|59.3000|744.7000|406.2000|NA|406.2000|-141.6000|1907.7000
345697|EXOTIC FRUITS PVT. LTD.|20170331|12|IGAAP|2638.7000|NA|101.7000|420.2000|58.6000|878.5000|295.0000|NA|295.0000|550.2000|2076.9000
345697|EXOTIC FRUITS PVT. LTD.|20180331|12|IGAAP|2457.8000|NA|110.6000|666.7000|NA|758.1000|24.6000|0.8000|24.6000|38.9000|2040.2000
345697|EXOTIC FRUITS PVT. LTD.|20190331|12|IGAAP|1945.3000|145.3000|131.0000|737.4000|97.5000|696.3000|64.9000|NA|64.9000|334.3000|2188.4000
345697|EXOTIC FRUITS PVT. LTD.|20200331|12|IGAAP|2149.9000|147.5000|159.7000|697.1000|106.3000|625.4000|40.8000|0.2000|40.8000|29.1000|2069.0000
345697|EXOTIC FRUITS PVT. LTD.|20210331|12|IGAAP|1817.8000|70.0000|126.9000|575.3000|NA|545.7000|12.9000|NA|12.9000|651.9000|2344.6000
345697|EXOTIC FRUITS PVT. LTD.|20220331|12|IGAAP|4527.5000|41.6000|153.6000|487.4000|NA|549.9000|98.9000|0.2000|98.9000|-313.1000|3121.0000
348998|HALDIRAM FOODS INTL. LTD.|20160331|12|INDAS|15907.6000|10.3000|1188.0000|3.2000|NA|3285.7000|182.1000|NA|182.1000|NA|NA
348998|HALDIRAM FOODS INTL. LTD.|20170331|12|INDAS|21022.1000|8.1000|1669.6000|50.8000|NA|4033.4000|1378.4000|NA|1378.4000|NA|NA
348998|HALDIRAM FOODS INTL. LTD.|20180331|12|INDAS|20339.0000|NA|1802.0000|NA|NA|4295.9000|651.8000|NA|651.8000|NA|NA
348998|HALDIRAM FOODS INTL. LTD.|20190331|12|INDAS|20313.2000|34.8000|1417.1000|NA|NA|6561.7000|2595.4000|NA|2595.4000|1752.6000|735.4000
348998|HALDIRAM FOODS INTL. LTD.|20200331|12|INDAS|20398.1000|44.7000|1397.1000|NA|NA|7611.7000|1684.7000|19.1000|1684.7000|2869.4000|709.0000
348998|HALDIRAM FOODS INTL. LTD.|20210331|12|INDAS|21184.2000|25.0000|1235.3000|NA|NA|9393.9000|2158.2000|2.1000|2158.2000|2512.3000|729.8000
348998|HALDIRAM FOODS INTL. LTD.|20220331|12|INDAS|24449.4000|0.7000|1290.7000|837.0000|NA|9858.7000|935.7000|5.7000|935.7000|2041.2000|910.5000
353460|SURUCHI SPICES PVT. LTD.|20160331|12|IGAAP|1722.8000|NA|34.7000|20.3000|NA|198.8000|13.5000|NA|13.5000|NA|NA
353460|SURUCHI SPICES PVT. LTD.|20170331|12|IGAAP|1856.2000|NA|26.3000|12.7000|NA|195.1000|0.5000|NA|0.5000|53.5000|NA
353460|SURUCHI SPICES PVT. LTD.|20180331|12|IGAAP|1615.4000|NA|36.6000|4.5000|NA|228.6000|51.2000|NA|51.2000|53.4000|NA
353460|SURUCHI SPICES PVT. LTD.|20190331|12|IGAAP|2072.6000|NA|59.2000|4.8000|NA|211.9000|9.8000|NA|9.8000|69.6000|NA
353460|SURUCHI SPICES PVT. LTD.|20200331|12|IGAAP|2136.4000|NA|28.6000|4.8000|NA|211.5000|NA|NA|NA|NA|NA
353460|SURUCHI SPICES PVT. LTD.|20210331|12|IGAAP|2232.0000|NA|48.4000|5.5000|NA|241.5000|42.2000|NA|42.2000|-169.0000|NA
357699|DEL MONTE FOODS PVT. LTD.|20160331|12|IGAAP|2640.2000|66.0000|512.2000|649.7000|NA|1043.7000|68.0000|NA|68.0000|-130.4000|684.1000
357699|DEL MONTE FOODS PVT. LTD.|20170331|12|INDAS|5168.1000|51.4000|577.8000|231.9000|417.2000|1073.1000|141.7000|2.1000|141.7000|127.0000|746.3000
357699|DEL MONTE FOODS PVT. LTD.|20180331|12|INDAS|5205.6000|34.6000|536.8000|0.0000|231.9000|986.6000|44.4000|NA|44.4000|322.6000|NA
357699|DEL MONTE FOODS PVT. LTD.|20190331|12|INDAS|5627.4000|37.4000|546.1000|NA|NA|911.6000|50.1000|1.2000|50.1000|14.8000|NA
357699|DEL MONTE FOODS PVT. LTD.|20200331|12|INDAS|5656.0000|41.4000|607.6000|177.9000|NA|1058.0000|45.5000|2.0000|45.5000|-153.8000|NA
357699|DEL MONTE FOODS PVT. LTD.|20210331|12|INDAS|4341.3000|11.6000|526.1000|264.5000|150.0000|916.7000|7.3000|0.6000|7.3000|204.8000|NA
357699|DEL MONTE FOODS PVT. LTD.|20220331|12|INDAS|2308.0000|10.3000|560.8000|405.3000|71.3000|818.9000|52.7000|1.8000|52.7000|147.5000|NA
357699|DEL MONTE FOODS PVT. LTD.|20230331|12|INDAS|2796.1000|7.2000|548.9000|390.3000|80.0000|696.9000|35.8000|0.2000|35.8000|190.0000|NA
362694|RASNA PVT. LTD.|20160331|12|IGAAP|955.9000|5.0000|194.1000|NA|NA|177.1000|1.3000|NA|1.3000|-84.4000|NA
362694|RASNA PVT. LTD.|20170331|12|IGAAP|918.6000|4.6000|185.1000|NA|NA|174.2000|2.5000|NA|2.5000|94.5000|NA
362694|RASNA PVT. LTD.|20180331|12|IGAAP|835.4000|3.3000|171.0000|NA|NA|169.1000|0.6000|NA|0.6000|46.8000|55.2000
362694|RASNA PVT. LTD.|20190331|12|IGAAP|805.3000|7.2000|208.8000|NA|NA|164.4000|0.7000|NA|0.7000|-53.8000|124.6000
362694|RASNA PVT. LTD.|20200331|12|IGAAP|913.8000|5.7000|222.8000|NA|NA|160.7000|0.8000|NA|0.8000|-90.9000|86.0000
362694|RASNA PVT. LTD.|20210331|12|IGAAP|623.3000|4.1000|150.9000|NA|NA|157.1000|0.2000|NA|0.2000|-29.7000|104.7000
362694|RASNA PVT. LTD.|20220331|12|IGAAP|655.7000|2.0000|146.7000|NA|NA|265.1000|113.6000|0.5000|113.6000|-104.4000|175.7000
362711|ORGANIC INDIA PVT. LTD.|20160331|12|IGAAP|1416.8000|NA|138.2000|NA|NA|213.4000|145.9000|0.3000|145.9000|NA|490.7000
362711|ORGANIC INDIA PVT. LTD.|20170331|12|INDAS|1839.5000|NA|192.3000|65.0000|NA|366.3000|161.6000|0.6000|161.6000|169.8000|751.2000
362711|ORGANIC INDIA PVT. LTD.|20180331|12|INDAS|2001.8000|NA|217.4000|663.9000|NA|437.7000|93.7000|27.1000|93.7000|-81.0000|NA
362711|ORGANIC INDIA PVT. LTD.|20190331|12|INDAS|2163.4000|33.5000|265.3000|502.4000|196.3000|1225.0000|840.1000|16.4000|840.1000|111.2000|NA
362711|ORGANIC INDIA PVT. LTD.|20200331|12|INDAS|2126.6000|22.1000|315.7000|316.0000|NA|1164.2000|134.9000|0.8000|134.9000|230.4000|NA
362711|ORGANIC INDIA PVT. LTD.|20210331|12|INDAS|2592.3000|35.4000|319.5000|114.0000|NA|1084.5000|46.3000|4.3000|46.3000|362.4000|NA
362711|ORGANIC INDIA PVT. LTD.|20220331|12|INDAS|2837.7000|NA|407.0000|143.1000|NA|1089.5000|47.5000|10.6000|47.5000|359.8000|NA
372130|K L A FOODS INDIA LTD.|20160331|12|IGAAP|38.8000|NA|8.2000|0.2000|NA|90.2000|0.9000|NA|0.9000|NA|NA
372130|K L A FOODS INDIA LTD.|20170331|12|IGAAP|48.3000|NA|8.3000|NA|NA|83.4000|1.2000|NA|1.2000|NA|NA
372130|K L A FOODS INDIA LTD.|20180331|12|IGAAP|65.1000|NA|14.1000|14.3000|NA|78.9000|3.7000|NA|3.7000|-41.5000|NA
372130|K L A FOODS INDIA LTD.|20190331|12|IGAAP|59.6000|NA|11.3000|9.2000|NA|74.8000|4.6000|NA|4.6000|-49.2000|NA
372130|K L A FOODS INDIA LTD.|20200331|12|IGAAP|108.3000|NA|11.7000|2.4000|NA|67.6000|1.3000|NA|1.3000|70.4000|1235.2000
372130|K L A FOODS INDIA LTD.|20210331|12|IGAAP|99.8000|NA|17.1000|38.9000|NA|69.9000|11.3000|NA|11.3000|-115.8000|1771.8000
372130|K L A FOODS INDIA LTD.|20220331|12|IGAAP|85.8000|NA|16.8000|19.2000|NA|65.2000|4.1000|NA|4.1000|161.8000|2114.5000
384085|PARAG MILK FOODS LTD.|20160331|12|IGAAP|14360.3000|5.5000|648.2000|1242.8000|245.5000|2952.8000|891.2000|1.6000|891.2000|886.7000|318.1000
384085|PARAG MILK FOODS LTD.|20170331|12|INDAS|15771.9000|21.4000|607.5000|703.1000|NA|3067.5000|588.4000|3.3000|588.4000|319.9000|568.2000
384085|PARAG MILK FOODS LTD.|20180331|12|INDAS|18658.0000|NA|668.1000|635.2000|274.9000|3707.1000|1127.1000|52.5000|1127.1000|167.2000|NA
384085|PARAG MILK FOODS LTD.|20190331|12|INDAS|20213.1000|182.1000|916.5000|646.3000|259.0000|3791.5000|566.2000|5.7000|566.2000|1384.1000|NA
384085|PARAG MILK FOODS LTD.|20200331|12|INDAS|21750.3000|9.6000|876.3000|591.2000|302.3000|3983.6000|705.9000|11.5000|705.9000|-727.3000|NA
384085|PARAG MILK FOODS LTD.|20210331|12|INDAS|16231.7000|4.3000|761.5000|292.6000|302.2000|3807.1000|317.1000|8.9000|317.1000|1004.1000|NA
384085|PARAG MILK FOODS LTD.|20220331|12|INDAS|20989.3000|166.9000|777.6000|2523.7000|71.5000|3499.2000|200.1000|1.1000|200.1000|-1462.7000|NA
384085|PARAG MILK FOODS LTD.|20230331|12|INDAS|29074.0000|300.0000|883.7000|2231.7000|280.4000|3114.0000|155.7000|2.3000|155.7000|-1794.3000|NA
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20160331|12|IGAAP|2153.9000|2.2000|68.8000|227.4000|29.5000|436.8000|41.2000|0.1000|41.2000|-254.2000|1395.9000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20170331|12|IGAAP|3020.9000|0.8000|89.2000|252.7000|6.2000|467.7000|51.6000|0.4000|51.6000|-43.9000|2319.3000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20180331|12|IGAAP|3235.3000|NA|92.1000|214.0000|5.3000|490.3000|45.0000|NA|45.0000|53.5000|2689.0000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20190331|12|IGAAP|2841.2000|130.4000|94.0000|180.1000|8.2000|538.4000|70.2000|NA|70.2000|349.5000|2221.9000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20200331|12|IGAAP|3159.3000|131.2000|138.2000|117.8000|8.2000|541.0000|54.9000|1.3000|54.9000|429.3000|2546.5000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20210331|12|IGAAP|3025.3000|NA|165.0000|273.9000|NA|518.0000|25.5000|NA|25.5000|317.5000|2269.8000
384448|WESTERN INDIA CASHEW CO. PVT. LTD.|20220331|12|IGAAP|3539.4000|NA|153.1000|300.8000|NA|528.8000|36.1000|NA|36.1000|-26.0000|2413.1000
38924|BRITANNIA INDUSTRIES LTD.|20160331|12|INDAS|78805.6000|NA|2026.6000|4.9000|1.9000|6417.9000|2066.7000|45.9000|2066.7000|8780.3000|1549.3000
38924|BRITANNIA INDUSTRIES LTD.|20170331|12|INDAS|85815.5000|NA|2228.6000|4.4000|1.8000|8240.7000|2973.5000|27.2000|2973.5000|4019.4000|NA
38924|BRITANNIA INDUSTRIES LTD.|20180331|12|INDAS|92820.4000|NA|2709.6000|3.0000|2.0000|10162.8000|3143.6000|5.8000|3143.6000|11825.8000|NA
38924|BRITANNIA INDUSTRIES LTD.|20190331|12|INDAS|103894.9000|NA|2882.4000|2.6000|2.7000|12914.7000|4327.0000|31.7000|4327.0000|11136.5000|NA
38924|BRITANNIA INDUSTRIES LTD.|20200331|12|INDAS|108205.7000|NA|3284.3000|7221.3000|6.1000|14243.9000|2849.7000|36.8000|2849.7000|16596.8000|NA
38924|BRITANNIA INDUSTRIES LTD.|20210331|12|INDAS|121136.5000|NA|3570.7000|7215.5000|7.7000|13685.6000|1102.7000|29.7000|1102.7000|17915.6000|NA
38924|BRITANNIA INDUSTRIES LTD.|20220331|12|INDAS|131690.4000|NA|3692.8000|6985.5000|7215.2000|13430.1000|1442.7000|112.4000|1442.7000|12060.9000|NA
38924|BRITANNIA INDUSTRIES LTD.|20230331|12|INDAS|152851.2000|NA|4340.5000|14665.8000|863.7000|22329.6000|11216.8000|10.6000|11216.8000|24420.5000|NA
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20160331|12|IGAAP|1804.8000|NA|20.5000|13.6000|12.4000|292.8000|133.0000|NA|133.0000|197.0000|NA
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20170331|12|IGAAP|2877.6000|NA|9.4000|11.9000|NA|298.4000|27.3000|NA|27.3000|172.1000|NA
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20180331|12|IGAAP|3818.8000|269.2000|70.9000|54.7000|NA|368.0000|95.6000|NA|95.6000|85.0000|NA
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20190331|12|IGAAP|5000.1000|442.7000|101.8000|225.4000|NA|525.3000|186.2000|NA|186.2000|463.1000|NA
