sa_finance1_cocode|sa_company_name|sa_finance1_year|sa_ann_rep_months|sa_fs_format|sa_sale_of_goods|sa_export_incentives|sa_salaries_bonus_pf|sa_long_term_borrowings|sa_curr_portion_lt_borrowings|sa_net_fixed_assets|sa_gross_fixed_ast_addn|sa_gross_intangible_assets_tot_addn|sa_gross_fixed_ast_addn|sa_cf_net_frm_op_activity|sa_export_goods
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20200331|12|IGAAP|NA|NA|118.6000|392.6000|71.8000|897.0000|490.6000|NA|490.6000|690.7000|6367.4000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20210331|12|IGAAP|NA|NA|167.8000|356.5000|133.6000|1206.0000|398.1000|NA|398.1000|726.7000|7805.4000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20160331|12|IGAAP|8647.5000|NA|53.3000|254.2000|NA|749.9000|101.8000|0.5000|101.8000|NA|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20170331|12|IGAAP|10691.0000|NA|65.9000|160.7000|NA|986.8000|331.3000|0.2000|331.3000|NA|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20180331|12|IGAAP|10362.8000|NA|38.4000|175.2000|54.2000|1005.0000|331.9000|0.8000|331.9000|NA|0.6000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20190331|12|IGAAP|12113.3000|NA|61.5000|298.3000|50.8000|1044.8000|135.9000|0.2000|135.9000|NA|14.4000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20200331|12|IGAAP|14980.7000|NA|84.0000|379.9000|76.0000|1337.1000|396.5000|NA|396.5000|NA|382.0000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20210331|12|IGAAP|13783.4000|NA|95.2000|461.5000|89.6000|1540.9000|362.1000|0.1000|362.1000|-169.0000|172.0000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20220331|12|IGAAP|18886.7000|NA|90.2000|772.7000|NA|2041.7000|685.8000|NA|685.8000|663.2000|NA
399416|PRATAAP SNACKS LTD.|20160331|12|IGAAP|7269.1000|NA|178.2000|210.4000|NA|1677.1000|295.9000|1.1000|295.9000|NA|4.0000
399416|PRATAAP SNACKS LTD.|20170331|12|INDAS|8606.4000|NA|235.2000|127.6000|141.1000|1998.8000|533.7000|102.6000|533.7000|482.5000|4.0000
399416|PRATAAP SNACKS LTD.|20180331|12|INDAS|9731.4000|NA|341.8000|NA|NA|2078.1000|377.3000|2.2000|377.3000|864.0000|NA
399416|PRATAAP SNACKS LTD.|20190331|12|INDAS|10714.8000|NA|372.0000|NA|NA|2662.2000|322.3000|16.0000|322.3000|67.0000|NA
399416|PRATAAP SNACKS LTD.|20200331|12|INDAS|12082.5000|NA|461.0000|581.3000|NA|3411.5000|655.4000|1.7000|655.4000|669.2000|NA
399416|PRATAAP SNACKS LTD.|20210331|12|INDAS|9989.4000|NA|413.6000|340.8000|NA|3069.3000|316.3000|3.0000|316.3000|755.1000|NA
399416|PRATAAP SNACKS LTD.|20220331|12|INDAS|13786.4000|NA|558.0000|357.2000|NA|5499.9000|596.9000|6.7000|596.9000|459.6000|NA
399416|PRATAAP SNACKS LTD.|20230331|12|INDAS|16363.4000|NA|699.1000|392.7000|NA|5806.2000|995.2000|6.3000|995.2000|796.6000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20180331|12|IGAAP|7491.5000|NA|660.6000|323.0000|89.6000|1504.4000|244.1000|1.6000|244.1000|617.0000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20190331|12|IGAAP|9149.8000|NA|837.9000|275.5000|126.4000|2008.0000|808.7000|15.4000|808.7000|561.8000|562.1000
399570|BIKANERVALA FOODS PVT. LTD.|20200331|12|INDAS|10609.3000|NA|1025.8000|1063.2000|NA|2811.1000|623.3000|279.8000|623.3000|927.1000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20210331|12|INDAS|9599.2000|NA|812.9000|1046.4000|NA|2761.7000|354.8000|178.5000|354.8000|435.1000|NA
399570|BIKANERVALA FOODS PVT. LTD.|20220331|12|INDAS|11560.3000|NA|876.6000|1310.5000|NA|3958.3000|1636.8000|159.9000|1636.8000|825.8000|NA
412872|GOPAL SNACKS LTD.|20160331|12|IGAAP|4496.7000|NA|173.4000|186.2000|NA|534.2000|110.5000|NA|110.5000|179.9000|NA
412872|GOPAL SNACKS LTD.|20170331|12|IGAAP|6258.4000|NA|190.6000|415.6000|NA|558.7000|178.4000|NA|178.4000|157.3000|NA
412872|GOPAL SNACKS LTD.|20180331|12|IGAAP|6890.8000|NA|243.4000|484.5000|NA|700.3000|268.6000|NA|268.6000|318.0000|NA
412872|GOPAL SNACKS LTD.|20190331|12|IGAAP|8137.2000|NA|310.2000|653.6000|NA|1396.9000|504.3000|NA|504.3000|434.7000|NA
412872|GOPAL SNACKS LTD.|20200331|12|IGAAP|8793.0000|NA|428.2000|553.8000|NA|1550.2000|363.8000|0.1000|363.8000|542.7000|NA
412872|GOPAL SNACKS LTD.|20210331|12|IGAAP|11216.4000|NA|536.3000|984.5000|NA|1726.3000|409.8000|0.4000|409.8000|429.5000|NA
412872|GOPAL SNACKS LTD.|20220331|12|INDAS|12997.6000|0.1000|696.7000|807.2000|NA|2134.4000|720.0000|1.4000|720.0000|586.0000|NA
412872|GOPAL SNACKS LTD.|20230331|12|INDAS|13450.0000|NA|793.1000|494.0000|NA|2382.9000|623.3000|22.7000|623.3000|1215.2000|NA
414638|ANMOL INDUSTRIES LTD.|20160331|12|IGAAP|2659.7000|NA|29.4000|73.6000|42.8000|588.3000|15.4000|NA|15.4000|NA|NA
414638|ANMOL INDUSTRIES LTD.|20170331|12|INDAS|12052.7000|NA|502.1000|538.4000|NA|8329.3000|9409.9000|5957.5000|9409.9000|989.0000|NA
414638|ANMOL INDUSTRIES LTD.|20180331|12|INDAS|10850.9000|3.2000|560.9000|192.4000|123.9000|6941.7000|168.4000|0.2000|168.4000|NA|NA
414638|ANMOL INDUSTRIES LTD.|20190331|12|INDAS|10625.3000|5.7000|639.9000|9.4000|5.6000|5575.8000|103.7000|0.2000|103.7000|NA|NA
414638|ANMOL INDUSTRIES LTD.|20200331|12|INDAS|11823.7000|8.5000|704.8000|19.6000|6.9000|4228.5000|333.2000|0.8000|333.2000|873.2000|NA
414638|ANMOL INDUSTRIES LTD.|20210331|12|INDAS|12808.3000|39.5000|735.2000|113.6000|72.6000|3187.9000|415.6000|0.1000|415.6000|1107.7000|NA
414638|ANMOL INDUSTRIES LTD.|20220331|12|INDAS|13189.0000|65.6000|760.3000|37.5000|NA|3134.3000|232.9000|3.4000|232.9000|465.4000|NA
414638|ANMOL INDUSTRIES LTD.|20230331|12|INDAS|15627.5000|66.2000|861.0000|40.3000|NA|3274.3000|400.3000|0.2000|400.3000|1606.3000|NA
416884|SUNFRESH AGRO INDS. PVT. LTD.|20160331|12|INDAS|6872.3000|NA|66.5000|4.5000|1011.9000|2742.6000|1590.9000|NA|1590.9000|912.8000|NA
416884|SUNFRESH AGRO INDS. PVT. LTD.|20170331|12|INDAS|8708.0000|4.1000|85.9000|2.2000|1156.9000|2854.0000|448.2000|NA|448.2000|-769.3000|NA
416884|SUNFRESH AGRO INDS. PVT. LTD.|20180331|12|INDAS|9282.6000|NA|95.5000|0.7000|1.4000|2878.4000|325.3000|NA|325.3000|1530.4000|NA
416884|SUNFRESH AGRO INDS. PVT. LTD.|20190331|12|INDAS|10442.2000|20.3000|98.5000|0.0000|7.5000|2912.5000|357.5000|1.2000|357.5000|-458.0000|NA
416884|SUNFRESH AGRO INDS. PVT. LTD.|20200331|12|INDAS|12008.5000|7.1000|331.3000|3673.3000|NA|8571.6000|7270.3000|5602.0000|7270.3000|-924.9000|NA
416884|SUNFRESH AGRO INDS. PVT. LTD.|20210331|12|INDAS|9601.6000|NA|366.5000|1012.2000|NA|8404.7000|605.4000|NA|605.4000|551.6000|NA
416884|SUNFRESH AGRO INDS. PVT. LTD.|20220331|12|INDAS|11671.8000|NA|367.2000|2739.9000|NA|8089.3000|480.3000|NA|480.3000|-1219.1000|NA
42684|ZYDUS WELLNESS LTD.|20160331|12|INDAS|1052.4000|NA|197.4000|NA|NA|429.5000|20.9000|1.2000|20.9000|788.6000|NA
42684|ZYDUS WELLNESS LTD.|20170331|12|INDAS|1147.7000|NA|212.5000|NA|NA|403.1000|12.7000|NA|12.7000|881.1000|NA
42684|ZYDUS WELLNESS LTD.|20180331|12|INDAS|1368.4000|NA|250.9000|NA|NA|384.2000|17.3000|NA|17.3000|1127.0000|NA
42684|ZYDUS WELLNESS LTD.|20190331|12|INDAS|1596.5000|NA|298.0000|15000.0000|NA|372.4000|14.3000|NA|14.3000|861.8000|NA
42684|ZYDUS WELLNESS LTD.|20200331|12|INDAS|1653.1000|NA|290.0000|15006.4000|1.4000|427.2000|85.0000|NA|85.0000|-196.7000|NA
42684|ZYDUS WELLNESS LTD.|20210331|12|INDAS|1232.9000|NA|268.8000|4.9000|NA|440.5000|50.6000|2.2000|50.6000|-517.3000|NA
42684|ZYDUS WELLNESS LTD.|20220331|12|INDAS|1974.8000|NA|270.7000|3.1000|NA|450.0000|38.9000|0.5000|38.9000|-162.7000|NA
42684|ZYDUS WELLNESS LTD.|20230331|12|INDAS|2182.9000|NA|247.9000|1.2000|NA|545.7000|133.7000|NA|133.7000|366.7000|NA
429926|BRAHMINS FOODS INDIA PVT. LTD.|20160331|12|IGAAP|542.0000|NA|38.4000|106.6000|13.0000|125.5000|69.3000|2.1000|69.3000|52.8000|87.9000
429926|BRAHMINS FOODS INDIA PVT. LTD.|20170331|12|IGAAP|581.2000|NA|44.2000|88.2000|22.3000|126.5000|20.6000|0.8000|20.6000|42.3000|105.1000
429926|BRAHMINS FOODS INDIA PVT. LTD.|20180331|12|IGAAP|636.9000|NA|60.6000|66.8000|22.8000|122.9000|NA|NA|NA|69.8000|105.4000
429926|BRAHMINS FOODS INDIA PVT. LTD.|20190331|12|IGAAP|685.6000|0.1000|72.2000|59.1000|16.8000|143.2000|34.7000|0.3000|34.7000|43.9000|113.1000
429926|BRAHMINS FOODS INDIA PVT. LTD.|20200331|12|IGAAP|757.5000|10.3000|99.7000|52.4000|16.5000|133.9000|17.9000|0.4000|17.9000|76.8000|141.1000
429926|BRAHMINS FOODS INDIA PVT. LTD.|20210331|12|IGAAP|961.6000|1.5000|122.7000|39.1000|27.3000|166.5000|NA|NA|NA|95.1000|NA
429926|BRAHMINS FOODS INDIA PVT. LTD.|20220331|12|IGAAP|1033.9000|8.2000|133.8000|34.7000|20.4000|236.8000|NA|NA|NA|37.6000|NA
432664|AACHI MASALA FOODS PVT. LTD.|20160331|12|IGAAP|1376.1000|1.3000|254.5000|237.8000|NA|599.9000|69.1000|1.8000|69.1000|119.1000|118.7000
432664|AACHI MASALA FOODS PVT. LTD.|20170331|12|IGAAP|2701.2000|1.2000|333.8000|289.9000|14.4000|923.8000|508.9000|314.9000|508.9000|1016.6000|161.1000
432664|AACHI MASALA FOODS PVT. LTD.|20180331|12|IGAAP|2113.6000|1.4000|386.8000|578.1000|126.0000|1731.0000|972.0000|327.4000|972.0000|743.7000|220.1000
432664|AACHI MASALA FOODS PVT. LTD.|20190331|12|IGAAP|1887.8000|0.4000|458.1000|638.7000|NA|1803.6000|278.8000|3.2000|278.8000|492.8000|267.1000
432664|AACHI MASALA FOODS PVT. LTD.|20200331|12|IGAAP|2589.0000|1.1000|530.1000|456.5000|NA|1814.7000|216.7000|2.2000|216.7000|810.5000|245.3000
432664|AACHI MASALA FOODS PVT. LTD.|20210331|12|IGAAP|2821.4000|1.2000|589.3000|543.5000|NA|1910.5000|427.0000|NA|427.0000|597.8000|401.5000
432664|AACHI MASALA FOODS PVT. LTD.|20220331|12|IGAAP|3158.4000|0.4000|692.3000|796.9000|NA|1718.8000|152.3000|1.5000|152.3000|614.2000|378.1000
456205|VIDYA HERBS PVT. LTD.|20160331|12|IGAAP|1170.4000|NA|71.5000|174.9000|NA|559.7000|95.5000|NA|95.5000|NA|NA
456205|VIDYA HERBS PVT. LTD.|20170331|12|IGAAP|2269.5000|11.9000|73.5000|147.2000|NA|592.8000|73.9000|NA|73.9000|79.3000|NA
456205|VIDYA HERBS PVT. LTD.|20180331|12|IGAAP|3767.8000|107.6000|106.0000|277.8000|NA|811.9000|243.9000|NA|243.9000|110.4000|NA
456205|VIDYA HERBS PVT. LTD.|20190331|12|IGAAP|4516.9000|NA|147.8000|352.6000|NA|1063.4000|303.6000|NA|303.6000|NA|NA
456205|VIDYA HERBS PVT. LTD.|20200331|12|IGAAP|3458.9000|1.6000|200.2000|511.3000|NA|1452.5000|457.8000|NA|457.8000|395.6000|NA
456205|VIDYA HERBS PVT. LTD.|20210331|12|IGAAP|6135.0000|5.2000|209.9000|527.1000|NA|1592.4000|NA|NA|NA|-377.3000|NA
456205|VIDYA HERBS PVT. LTD.|20220331|12|IGAAP|10249.3000|NA|323.7000|1905.1000|NA|2314.6000|821.9000|NA|821.9000|-1582.9000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20160331|12|IGAAP|413.2000|NA|34.5000|NA|NA|121.3000|22.3000|NA|22.3000|83.9000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20170331|12|INDAS|519.0000|NA|40.5000|NA|NA|122.1000|13.7000|NA|13.7000|28.3000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20180331|12|INDAS|588.2000|NA|64.7000|NA|NA|216.4000|3.9000|NA|3.9000|19.8000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20190331|12|INDAS|603.6000|NA|59.4000|NA|NA|199.3000|5.2000|NA|5.2000|56.6000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20200331|12|INDAS|647.4000|NA|59.7000|21.1000|NA|179.2000|0.7000|NA|0.7000|38.2000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20210331|12|INDAS|766.9000|NA|64.3000|15.7000|13.3000|179.5000|21.0000|NA|21.0000|-4.9000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20220331|12|INDAS|NA|NA|2.7000|8.8000|6.6000|130.2000|NA|NA|NA|14.7000|NA
47406|CHORDIA FOOD PRODUCTS LTD.|20230331|12|INDAS|NA|NA|3.5000|1.6000|7.2000|121.5000|0.2000|NA|0.2000|22.1000|NA
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20160331|12|IGAAP|1556.6000|7.5000|77.3000|68.7000|NA|172.7000|94.3000|NA|94.3000|-255.8000|553.0000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20170331|12|IGAAP|1672.9000|2.7000|92.0000|50.2000|NA|178.2000|19.7000|NA|19.7000|-79.2000|500.3000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20180331|12|IGAAP|1672.8000|0.3000|97.2000|49.0000|NA|173.0000|8.8000|NA|8.8000|107.0000|427.8000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20190331|12|IGAAP|1744.1000|1.1000|98.5000|23.4000|NA|163.9000|6.1000|NA|6.1000|9.2000|534.1000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20200331|12|INDAS|2037.6000|6.5000|223.8000|102.8000|46.7000|192.9000|12.8000|NA|12.8000|63.0000|651.9000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20210331|12|INDAS|2686.2000|7.3000|230.3000|141.8000|34.9000|201.8000|44.4000|NA|44.4000|-40.2000|1043.6000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20220331|12|INDAS|2571.5000|0.8000|246.0000|176.0000|108.7000|224.8000|64.7000|NA|64.7000|-111.6000|766.0000
476790|SRESTA NATURAL BIOPRODUCTS PVT. LTD.|20230331|12|INDAS|2409.7000|13.8000|264.5000|156.7000|91.6000|196.6000|33.2000|NA|33.2000|100.7000|710.0000
488714|ISCON BALAJI FOODS PVT. LTD.|20160331|12|IGAAP|516.2000|NA|16.9000|397.6000|100.0000|355.3000|8.8000|NA|8.8000|161.6000|NA
488714|ISCON BALAJI FOODS PVT. LTD.|20170331|12|IGAAP|622.8000|0.4000|25.8000|346.8000|84.1000|706.6000|394.6000|NA|394.6000|48.7000|44.4000
488714|ISCON BALAJI FOODS PVT. LTD.|20180331|12|IGAAP|790.4000|0.1000|50.4000|355.7000|180.0000|735.3000|68.8000|NA|68.8000|-9.6000|19.4000
488714|ISCON BALAJI FOODS PVT. LTD.|20190331|12|IGAAP|1391.7000|7.1000|118.6000|488.1000|121.8000|864.4000|179.6000|0.1000|179.6000|139.9000|96.3000
488714|ISCON BALAJI FOODS PVT. LTD.|20200331|12|IGAAP|1998.0000|30.0000|193.3000|688.4000|112.4000|1188.9000|400.2000|1.8000|400.2000|-29.4000|356.3000
488714|ISCON BALAJI FOODS PVT. LTD.|20210331|12|IGAAP|2693.9000|38.2000|235.1000|826.2000|89.1000|1471.8000|381.1000|2.8000|381.1000|180.2000|652.7000
488714|ISCON BALAJI FOODS PVT. LTD.|20220331|12|IGAAP|3427.0000|33.6000|292.4000|2400.2000|92.3000|1411.7000|49.6000|NA|49.6000|-20.5000|991.8000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20160331|12|IGAAP|1609.7000|NA|87.5000|255.7000|NA|659.7000|263.4000|1.9000|263.4000|21.3000|NA
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20170331|12|IGAAP|2013.2000|NA|136.4000|178.2000|NA|844.9000|240.9000|2.5000|240.9000|464.1000|1503.4000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20180331|12|IGAAP|2740.3000|NA|182.0000|270.9000|NA|1113.7000|336.0000|0.6000|336.0000|186.0000|2312.5000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20190331|12|IGAAP|3143.9000|NA|226.0000|308.0000|111.4000|1151.4000|178.9000|0.2000|178.9000|435.4000|2466.1000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20200331|12|IGAAP|1356.3000|NA|260.4000|891.5000|138.0000|1131.6000|126.7000|1.3000|126.7000|-515.5000|2161.3000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20210331|12|IGAAP|2027.6000|NA|319.5000|1504.8000|NA|1678.0000|720.1000|5.0000|720.1000|534.6000|2029.6000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20220331|12|IGAAP|NA|NA|10.3000|NA|NA|206.7000|40.9000|NA|40.9000|NA|NA
524469|AVANTI FROZEN FOODS PVT. LTD.|20160331|11|IGAAP|NA|NA|3.0000|1.2000|2.3000|252.5000|262.3000|5.4000|262.3000|-947.1000|NA
524469|AVANTI FROZEN FOODS PVT. LTD.|20180331|12|INDAS|5347.9000|463.9000|129.2000|18.4000|13.9000|1440.2000|1263.2000|0.6000|1263.2000|-436.8000|5343.9000
524469|AVANTI FROZEN FOODS PVT. LTD.|20190331|12|INDAS|6893.7000|631.5000|168.2000|10.6000|16.1000|1393.4000|113.8000|NA|113.8000|572.7000|NA
524469|AVANTI FROZEN FOODS PVT. LTD.|20200331|12|INDAS|8772.4000|776.7000|194.1000|3.3000|9.0000|1271.1000|97.8000|0.4000|97.8000|580.5000|NA
524469|AVANTI FROZEN FOODS PVT. LTD.|20210331|12|INDAS|8266.9000|301.9000|216.4000|20.3000|1.6000|1332.7000|241.7000|0.5000|241.7000|383.2000|NA
524469|AVANTI FROZEN FOODS PVT. LTD.|20220331|12|INDAS|9346.7000|553.7000|261.1000|17.7000|NA|1233.5000|93.0000|1.1000|93.0000|-162.8000|NA
524469|AVANTI FROZEN FOODS PVT. LTD.|20230331|12|INDAS|9973.6000|501.2000|344.9000|14.7000|NA|1600.3000|569.6000|0.3000|569.6000|1700.6000|NA
528182|ZEA MAIZE PVT. LTD.|20160331|12|INDAS|23.2000|NA|6.7000|NA|NA|8.5000|4.6000|NA|4.6000|-11.1000|NA
528182|ZEA MAIZE PVT. LTD.|20170331|12|INDAS|47.8000|NA|13.0000|NA|NA|54.5000|50.9000|NA|50.9000|-12.8000|NA
528182|ZEA MAIZE PVT. LTD.|20180331|12|INDAS|96.4000|NA|29.0000|NA|NA|49.9000|4.3000|NA|4.3000|-16.8000|NA
528182|ZEA MAIZE PVT. LTD.|20190331|12|INDAS|163.7000|NA|58.2000|NA|NA|48.6000|5.4000|NA|5.4000|-23.4000|NA
528182|ZEA MAIZE PVT. LTD.|20200331|12|INDAS|153.8000|NA|64.0000|NA|NA|44.2000|1.7000|NA|1.7000|-25.5000|NA
528182|ZEA MAIZE PVT. LTD.|20210331|12|INDAS|150.0000|NA|48.7000|32.2000|0.8000|66.6000|32.6000|NA|32.6000|-21.9000|NA
528182|ZEA MAIZE PVT. LTD.|20220331|12|INDAS|336.7000|NA|75.0000|96.7000|1.3000|74.9000|17.9000|3.5000|17.9000|-34.4000|NA
528182|ZEA MAIZE PVT. LTD.|20230331|12|INDAS|506.2000|NA|128.6000|30.7000|NA|76.8000|19.1000|3.2000|19.1000|-81.8000|NA
533523|PAGARIYA FOOD PRODUCTS PVT. LTD.|20160331|12|IGAAP|299.2000|NA|51.3000|60.7000|NA|87.9000|10.0000|NA|10.0000|1.7000|15.2000
533523|PAGARIYA FOOD PRODUCTS PVT. LTD.|20170331|12|IGAAP|293.4000|NA|44.7000|51.4000|NA|85.7000|3.3000|0.2000|3.3000|17.6000|15.2000
533523|PAGARIYA FOOD PRODUCTS PVT. LTD.|20180331|12|IGAAP|352.8000|NA|50.8000|36.4000|NA|97.8000|19.2000|0.1000|19.2000|33.6000|12.1000
533523|PAGARIYA FOOD PRODUCTS PVT. LTD.|20190331|12|IGAAP|385.4000|NA|70.1000|39.5000|NA|98.9000|7.4000|1.3000|7.4000|10.4000|39.0000
533523|PAGARIYA FOOD PRODUCTS PVT. LTD.|20200331|12|IGAAP|461.3000|NA|86.2000|48.3000|NA|101.3000|9.4000|NA|9.4000|9.3000|51.3000
533523|PAGARIYA FOOD PRODUCTS PVT. LTD.|20210331|12|IGAAP|624.5000|NA|97.7000|46.0000|NA|104.9000|17.4000|0.2000|17.4000|62.0000|121.2000
533523|PAGARIYA FOOD PRODUCTS PVT. LTD.|20220331|12|IGAAP|687.1000|NA|109.2000|117.4000|NA|107.6000|11.1000|0.1000|11.1000|27.0000|156.4000
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20160331|12|IGAAP|2624.1000|NA|379.6000|743.5000|NA|1141.8000|345.4000|36.4000|345.4000|204.2000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20170331|12|IGAAP|2641.5000|NA|393.0000|616.6000|NA|1265.9000|187.5000|4.3000|187.5000|180.8000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20180331|12|IGAAP|2772.2000|NA|426.9000|553.8000|NA|1356.5000|145.5000|NA|145.5000|213.3000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20190331|12|IGAAP|2844.9000|NA|441.4000|481.2000|NA|1328.9000|35.8000|6.0000|35.8000|184.7000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20200331|12|IGAAP|2785.3000|NA|502.0000|447.2000|NA|1348.8000|87.1000|NA|87.1000|177.6000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20210331|12|IGAAP|2826.6000|NA|546.3000|389.5000|85.3000|1325.9000|43.8000|NA|43.8000|175.3000|NA
535576|G D FOODS MFG. (INDIA) PVT. LTD.|20220331|12|IGAAP|3065.3000|NA|572.9000|361.6000|116.6000|1339.6000|82.4000|NA|82.4000|149.6000|NA
54885|DABUR INDIA LTD.|20160331|12|INDAS|54122.0000|22.4000|3561.0000|7.2000|NA|6388.1000|878.9000|25.5000|878.9000|9603.0000|1882.0000
54885|DABUR INDIA LTD.|20170331|12|INDAS|53578.4000|32.9000|3796.9000|2006.4000|0.7000|9419.8000|3803.9000|15.8000|3803.9000|9269.4000|1581.6000
54885|DABUR INDIA LTD.|20180331|12|INDAS|55522.6000|57.7000|4225.8000|2010.4000|0.8000|9801.2000|1480.5000|8.7000|1480.5000|8164.1000|NA
54885|DABUR INDIA LTD.|20190331|12|INDAS|61895.4000|84.1000|4697.0000|260.5000|1750.9000|9872.5000|1181.6000|116.4000|1181.6000|11235.7000|NA
54885|DABUR INDIA LTD.|20200331|12|INDAS|62410.9000|78.8000|5007.8000|246.8000|366.9000|10859.0000|2417.9000|163.4000|2417.9000|11547.7000|NA
54885|DABUR INDIA LTD.|20210331|12|INDAS|71388.5000|47.5000|5815.9000|196.2000|NA|11574.2000|2289.0000|71.8000|2289.0000|17041.7000|NA
54885|DABUR INDIA LTD.|20220331|12|INDAS|81101.1000|64.1000|6042.5000|2894.4000|NA|13526.3000|3628.6000|36.3000|3628.6000|13199.5000|NA
54885|DABUR INDIA LTD.|20230331|12|INDAS|85976.6000|65.5000|6312.9000|2946.6000|NA|16165.9000|4567.5000|49.6000|4567.5000|15619.1000|NA
565460|H S M FOODS INTL. PVT. LTD.|20160331|10|IGAAP|46.1000|0.6000|8.0000|80.0000|NA|140.6000|NA|NA|NA|NA|NA
565460|H S M FOODS INTL. PVT. LTD.|20170331|12|IGAAP|208.0000|3.2000|38.4000|83.5000|NA|139.2000|3.8000|NA|3.8000|7.5000|NA
565460|H S M FOODS INTL. PVT. LTD.|20180331|12|IGAAP|158.3000|2.7000|33.5000|79.3000|NA|133.4000|2.8000|NA|2.8000|15.6000|NA
565460|H S M FOODS INTL. PVT. LTD.|20190331|12|IGAAP|155.5000|3.0000|37.4000|74.0000|NA|128.9000|2.4000|NA|2.4000|7.8000|NA
565460|H S M FOODS INTL. PVT. LTD.|20200331|12|IGAAP|137.8000|1.9000|32.6000|10.1000|NA|124.1000|NA|NA|NA|8.4000|NA
565460|H S M FOODS INTL. PVT. LTD.|20210331|12|IGAAP|142.8000|2.0000|23.6000|13.4000|NA|120.6000|1.6000|NA|1.6000|11.2000|NA
565460|H S M FOODS INTL. PVT. LTD.|20220331|12|IGAAP|172.5000|0.2000|21.1000|13.2000|0.2000|119.1000|13.6000|1.0000|13.6000|NA|NA
59173|DEVI SEA FOODS LTD.|20160331|12|IGAAP|7751.9000|650.5000|160.5000|3.1000|NA|647.2000|298.1000|NA|298.1000|155.6000|7864.4000
59173|DEVI SEA FOODS LTD.|20170331|12|INDAS|11359.9000|NA|255.6000|106.9000|NA|928.2000|387.4000|0.5000|387.4000|239.0000|9713.9000
59173|DEVI SEA FOODS LTD.|20180331|12|INDAS|15293.8000|1203.8000|321.8000|96.4000|0.3000|956.9000|203.8000|NA|203.8000|755.9000|11311.6000
59173|DEVI SEA FOODS LTD.|20190331|12|INDAS|17096.9000|1123.1000|446.7000|75.2000|0.4000|1253.9000|520.0000|NA|520.0000|2191.1000|NA
59173|DEVI SEA FOODS LTD.|20200331|12|INDAS|19672.7000|1163.2000|542.2000|22.9000|73.4000|1529.9000|513.0000|NA|513.0000|652.1000|NA
59173|DEVI SEA FOODS LTD.|20210331|12|INDAS|19159.1000|591.8000|623.3000|21.4000|1.1000|1933.9000|656.7000|0.3000|656.7000|NA|NA
59173|DEVI SEA FOODS LTD.|20220331|12|INDAS|27449.9000|765.2000|789.1000|20.9000|NA|2421.3000|796.8000|2.3000|796.8000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20160331|12|IGAAP|9184.0000|NA|109.3000|17.5000|12.5000|626.7000|129.1000|NA|129.1000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20170331|12|INDAS|10489.8000|767.6000|169.7000|353.2000|97.9000|1123.3000|695.4000|NA|695.4000|1036.8000|NA
72030|FALCON MARINE EXPORTS LTD.|20180331|12|INDAS|15588.4000|1136.4000|223.0000|385.1000|155.0000|2017.4000|1201.7000|NA|1201.7000|-467.4000|NA
