ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_sale_of_goods
3|'K' STEAMSHIP AGENCIES PVT. LTD.|20170331|12|IGAAP|NA
3|'K' STEAMSHIP AGENCIES PVT. LTD.|20180331|12|IGAAP|NA
3|'K' STEAMSHIP AGENCIES PVT. LTD.|20190331|12|IGAAP|NA
3|'K' STEAMSHIP AGENCIES PVT. LTD.|20200331|12|IGAAP|NA
3|'K' STEAMSHIP AGENCIES PVT. LTD.|20210331|12|IGAAP|NA
3|'K' STEAMSHIP AGENCIES PVT. LTD.|20220331|12|IGAAP|NA
11|20 MICRONS LTD.|20170331|12|INDAS|4094.3000
11|20 MICRONS LTD.|20180331|12|INDAS|4304.9000
11|20 MICRONS LTD.|20190331|12|INDAS|4794.4000
11|20 MICRONS LTD.|20200331|12|INDAS|5291.9000
11|20 MICRONS LTD.|20210331|12|INDAS|4833.1000
11|20 MICRONS LTD.|20220331|12|INDAS|6114.4000
11|20 MICRONS LTD.|20230331|12|INDAS|7007.6000
13|GREENSTONE INVESTMENTS PVT. LTD.|20170331|12|IGAAP|NA
13|GREENSTONE INVESTMENTS PVT. LTD.|20180331|12|IGAAP|NA
13|GREENSTONE INVESTMENTS PVT. LTD.|20190331|12|IGAAP|NA
13|GREENSTONE INVESTMENTS PVT. LTD.|20200331|12|IGAAP|NA
13|GREENSTONE INVESTMENTS PVT. LTD.|20210331|12|IGAAP|NA
13|GREENSTONE INVESTMENTS PVT. LTD.|20220331|12|IGAAP|NA
13|GREENSTONE INVESTMENTS PVT. LTD.|20230331|12|IGAAP|NA
286|G P PROJECTS LTD.|20170331|12|IGAAP|NA
286|G P PROJECTS LTD.|20180331|12|IGAAP|NA
286|G P PROJECTS LTD.|20190331|12|IGAAP|NA
286|G P PROJECTS LTD.|20200331|12|IGAAP|NA
286|G P PROJECTS LTD.|20210331|12|IGAAP|NA
286|G P PROJECTS LTD.|20220331|12|IGAAP|NA
304|A B C OVERSEAS PVT. LTD.|20170331|12|IGAAP|NA
304|A B C OVERSEAS PVT. LTD.|20180331|12|IGAAP|NA
304|A B C OVERSEAS PVT. LTD.|20190331|12|IGAAP|NA
304|A B C OVERSEAS PVT. LTD.|20200331|12|IGAAP|NA
304|A B C OVERSEAS PVT. LTD.|20210331|12|IGAAP|NA
304|A B C OVERSEAS PVT. LTD.|20220331|12|IGAAP|NA
360|VADRAJ CEMENT LTD.|20170331|12|INDAS|835.5000
363|STARLOG ENTERPRISES LTD.|20170331|12|IGAAP|NA
363|STARLOG ENTERPRISES LTD.|20180331|12|INDAS|NA
363|STARLOG ENTERPRISES LTD.|20190331|12|INDAS|NA
363|STARLOG ENTERPRISES LTD.|20200331|12|INDAS|NA
363|STARLOG ENTERPRISES LTD.|20210331|12|INDAS|NA
363|STARLOG ENTERPRISES LTD.|20220331|12|INDAS|NA
363|STARLOG ENTERPRISES LTD.|20230331|12|INDAS|NA
381|A B I-SHOWATECH (INDIA) PVT. LTD.|20170331|12|IGAAP|5264.7000
414|A B M INTERNATIONAL LTD.|20170331|12|INDAS|NA
414|A B M INTERNATIONAL LTD.|20180331|12|INDAS|NA
414|A B M INTERNATIONAL LTD.|20190331|12|INDAS|NA
414|A B M INTERNATIONAL LTD.|20200331|12|INDAS|NA
414|A B M INTERNATIONAL LTD.|20210331|12|INDAS|NA
414|A B M INTERNATIONAL LTD.|20220331|12|INDAS|NA
414|A B M INTERNATIONAL LTD.|20230331|12|INDAS|NA
415|A B M KNOWLEDGEWARE LTD.|20180331|12|INDAS|NA
415|A B M KNOWLEDGEWARE LTD.|20190331|12|INDAS|NA
415|A B M KNOWLEDGEWARE LTD.|20200331|12|INDAS|NA
415|A B M KNOWLEDGEWARE LTD.|20210331|12|INDAS|NA
415|A B M KNOWLEDGEWARE LTD.|20220331|12|INDAS|NA
415|A B M KNOWLEDGEWARE LTD.|20230331|12|INDAS|NA
457|A B P PVT. LTD.|20170331|12|INDAS|1971.3000
457|A B P PVT. LTD.|20180331|12|INDAS|1871.4000
457|A B P PVT. LTD.|20190331|12|INDAS|1843.0000
457|A B P PVT. LTD.|20200331|12|INDAS|1702.0000
457|A B P PVT. LTD.|20210331|12|INDAS|1115.1000
457|A B P PVT. LTD.|20220331|12|INDAS|1156.2000
520|A B T INDUSTRIES LTD.|20170331|12|IGAAP|2206.8000
520|A B T INDUSTRIES LTD.|20180331|12|IGAAP|2222.8000
522|A B T LTD.|20180331|12|INDAS|NA
522|A B T LTD.|20190331|12|INDAS|NA
522|A B T LTD.|20200331|12|INDAS|NA
522|A B T LTD.|20210331|12|INDAS|NA
522|A B T LTD.|20220331|12|INDAS|NA
595|A C E DESIGNERS LTD.|20170331|12|IGAAP|5847.3000
595|A C E DESIGNERS LTD.|20180331|12|INDAS|7695.8000
595|A C E DESIGNERS LTD.|20190331|12|INDAS|9685.6000
595|A C E DESIGNERS LTD.|20200331|12|INDAS|4851.3000
595|A C E DESIGNERS LTD.|20210331|12|INDAS|6421.2000
595|A C E DESIGNERS LTD.|20220331|12|INDAS|9764.3000
623|A C E MANUFACTURING SYSTEMS LTD.|20170331|12|IGAAP|4705.3000
623|A C E MANUFACTURING SYSTEMS LTD.|20180331|12|INDAS|5211.6000
623|A C E MANUFACTURING SYSTEMS LTD.|20190331|12|INDAS|6327.5000
623|A C E MANUFACTURING SYSTEMS LTD.|20200331|12|INDAS|3804.8000
623|A C E MANUFACTURING SYSTEMS LTD.|20210331|12|INDAS|4008.4000
623|A C E MANUFACTURING SYSTEMS LTD.|20220331|12|INDAS|6810.3000
623|A C E MANUFACTURING SYSTEMS LTD.|20230331|12|INDAS|8726.1000
725|A C S TECHNOLOGIES LTD. [MERGED]|20180331|12|IGAAP|NA
725|A C S TECHNOLOGIES LTD. [MERGED]|20190331|12|IGAAP|NA
725|A C S TECHNOLOGIES LTD. [MERGED]|20200331|12|IGAAP|NA
725|A C S TECHNOLOGIES LTD. [MERGED]|20210331|12|IGAAP|NA
725|A C S TECHNOLOGIES LTD. [MERGED]|20220331|12|IGAAP|NA
771|CEINSYS TECH LTD.|20170331|12|INDAS|NA
771|CEINSYS TECH LTD.|20180331|12|INDAS|NA
771|CEINSYS TECH LTD.|20190331|12|INDAS|NA
771|CEINSYS TECH LTD.|20200331|12|INDAS|NA
771|CEINSYS TECH LTD.|20210331|12|INDAS|NA
771|CEINSYS TECH LTD.|20220331|12|INDAS|NA
771|CEINSYS TECH LTD.|20230331|12|INDAS|NA
783|A D F FOODS LTD.|20170331|12|IGAAP|1420.8000
783|A D F FOODS LTD.|20180331|12|INDAS|2010.2000
783|A D F FOODS LTD.|20190331|12|INDAS|2314.4000
783|A D F FOODS LTD.|20200331|12|INDAS|2728.2000
783|A D F FOODS LTD.|20210331|12|INDAS|3614.4000
783|A D F FOODS LTD.|20220331|12|INDAS|4048.1000
783|A D F FOODS LTD.|20230331|12|INDAS|4441.4000
912|A F ENTERPRISES LTD.|20210331|12|INDAS|NA
912|A F ENTERPRISES LTD.|20220331|12|INDAS|NA
912|A F ENTERPRISES LTD.|20230331|12|INDAS|NA
923|A F L PVT. LTD.|20170331|12|IGAAP|NA
923|A F L PVT. LTD.|20180331|12|IGAAP|NA
923|A F L PVT. LTD.|20190331|12|IGAAP|NA
923|A F L PVT. LTD.|20200331|12|IGAAP|NA
923|A F L PVT. LTD.|20210331|12|IGAAP|NA
923|A F L PVT. LTD.|20220331|12|IGAAP|NA
926|DACHSER INDIA PVT. LTD.|20170331|12|IGAAP|NA
926|DACHSER INDIA PVT. LTD.|20180331|12|IGAAP|NA
926|DACHSER INDIA PVT. LTD.|20190331|12|IGAAP|NA
926|DACHSER INDIA PVT. LTD.|20200331|12|IGAAP|NA
926|DACHSER INDIA PVT. LTD.|20210331|12|IGAAP|NA
926|DACHSER INDIA PVT. LTD.|20220331|12|IGAAP|NA
935|INDO-MIM PVT. LTD.|20180331|12|INDAS|11562.3000
935|INDO-MIM PVT. LTD.|20190331|12|INDAS|14002.1000
935|INDO-MIM PVT. LTD.|20200331|12|INDAS|15492.6000
935|INDO-MIM PVT. LTD.|20210331|12|INDAS|19745.7000
935|INDO-MIM PVT. LTD.|20220331|12|INDAS|25030.2000
975|A G INDUSTRIES PVT. LTD.|20170331|12|INDAS|11736.3000
975|A G INDUSTRIES PVT. LTD.|20180331|12|INDAS|13835.5000
975|A G INDUSTRIES PVT. LTD.|20190331|12|INDAS|14387.4000
975|A G INDUSTRIES PVT. LTD.|20200331|12|INDAS|11584.4000
975|A G INDUSTRIES PVT. LTD.|20210331|12|INDAS|11125.8000
975|A G INDUSTRIES PVT. LTD.|20220331|12|INDAS|11569.4000
975|A G INDUSTRIES PVT. LTD.|20230331|12|INDAS|13228.8000
1021|A G R INVESTMENTS LTD.|20170331|12|IGAAP|NA
1021|A G R INVESTMENTS LTD.|20180331|12|IGAAP|NA
1021|A G R INVESTMENTS LTD.|20190331|12|IGAAP|NA
1021|A G R INVESTMENTS LTD.|20200331|12|IGAAP|NA
1021|A G R INVESTMENTS LTD.|20210331|12|IGAAP|NA
1021|A G R INVESTMENTS LTD.|20220331|12|IGAAP|NA
1120|A I A ENGINEERING LTD.|20170331|12|INDAS|22392.3000
1120|A I A ENGINEERING LTD.|20180331|12|INDAS|23999.9000
1120|A I A ENGINEERING LTD.|20190331|12|INDAS|29727.2000
1120|A I A ENGINEERING LTD.|20200331|12|INDAS|28940.0000
1120|A I A ENGINEERING LTD.|20210331|12|INDAS|28283.1000
1120|A I A ENGINEERING LTD.|20220331|12|INDAS|35160.4000
1120|A I A ENGINEERING LTD.|20230331|12|INDAS|48388.0000
1317|A K CAPITAL SERVICES LTD.|20170331|12|IGAAP|NA
1317|A K CAPITAL SERVICES LTD.|20180331|12|FS_INDAS|NA
1317|A K CAPITAL SERVICES LTD.|20190331|12|FS_INDAS|NA
1317|A K CAPITAL SERVICES LTD.|20200331|12|FS_INDAS|NA
1317|A K CAPITAL SERVICES LTD.|20210331|12|FS_INDAS|NA
1317|A K CAPITAL SERVICES LTD.|20220331|12|FS_INDAS|NA
1317|A K CAPITAL SERVICES LTD.|20230331|12|FS_INDAS|NA
1584|AMITY SOFTWARE SYSTEMS LTD.|20210331|12|IGAAP|NA
1584|AMITY SOFTWARE SYSTEMS LTD.|20220331|12|IGAAP|NA
1723|A L M INFOTECH CITY PVT. LTD.|20170331|12|IGAAP|NA
1723|A L M INFOTECH CITY PVT. LTD.|20180331|12|IGAAP|NA
1723|A L M INFOTECH CITY PVT. LTD.|20190331|12|IGAAP|NA
1724|A L M INDUSTRIES LTD.|20180331|12|IGAAP|7698.6000
1724|A L M INDUSTRIES LTD.|20190331|12|IGAAP|6919.1000
1724|A L M INDUSTRIES LTD.|20200331|12|IGAAP|11474.2000
1724|A L M INDUSTRIES LTD.|20210331|12|IGAAP|11313.8000
1724|A L M INDUSTRIES LTD.|20220331|12|IGAAP|9916.0000
1882|T E CONNECTIVITY INDIA PVT. LTD.|20180331|12|INDAS|6105.1000
1882|T E CONNECTIVITY INDIA PVT. LTD.|20190331|12|INDAS|7002.1000
1884|ANAND N V H PRODUCTS PVT. LTD.|20170331|12|IGAAP|3062.0000
1884|ANAND N V H PRODUCTS PVT. LTD.|20180331|12|IGAAP|3442.6000
1884|ANAND N V H PRODUCTS PVT. LTD.|20190331|12|IGAAP|4110.2000
1884|ANAND N V H PRODUCTS PVT. LTD.|20200331|12|IGAAP|3474.6000
1884|ANAND N V H PRODUCTS PVT. LTD.|20210331|12|IGAAP|2543.1000
1884|ANAND N V H PRODUCTS PVT. LTD.|20220331|12|IGAAP|2541.7000
2015|A N G INDUSTRIES LTD.|20170331|12|IGAAP|885.0000
2131|A O V FOREX PVT. LTD.|20170331|12|IGAAP|NA
2131|A O V FOREX PVT. LTD.|20180331|12|IGAAP|NA
2131|A O V FOREX PVT. LTD.|20190331|12|IGAAP|NA
2131|A O V FOREX PVT. LTD.|20200331|12|IGAAP|NA
2131|A O V FOREX PVT. LTD.|20210331|12|IGAAP|NA
2131|A O V FOREX PVT. LTD.|20220331|12|IGAAP|NA
2169|A P D PROPERTIES LTD.|20170331|12|IGAAP|NA
2169|A P D PROPERTIES LTD.|20180331|12|IGAAP|NA
2169|A P D PROPERTIES LTD.|20190331|12|IGAAP|NA
2248|A P M INDUSTRIES LTD.|20170331|12|INDAS|2456.6000
2248|A P M INDUSTRIES LTD.|20180331|12|INDAS|2702.4000
2256|A P MET ENGG. LTD.|20220331|12|IGAAP|0.4000
2376|A P UDYOG LTD.|20170331|12|INDAS|NA
2376|A P UDYOG LTD.|20180331|12|INDAS|NA
2427|A R B BEARINGS LTD.|20170331|12|IGAAP|1434.2000
2513|A R I CONSOLIDATED INVSTS. PVT. LTD.|20170331|12|IGAAP|1171.5000
2513|A R I CONSOLIDATED INVSTS. PVT. LTD.|20200331|12|IGAAP|1157.2000
2513|A R I CONSOLIDATED INVSTS. PVT. LTD.|20210331|12|IGAAP|1253.3000
2685|RELIANT PACKAGING FILMS PVT. LTD.|20170331|12|IGAAP|349.4000
2717|DISH T V INDIA LTD.|20170331|12|INDAS|NA
2717|DISH T V INDIA LTD.|20180331|12|INDAS|NA
2717|DISH T V INDIA LTD.|20190331|12|INDAS|NA
2717|DISH T V INDIA LTD.|20200331|12|INDAS|NA
2717|DISH T V INDIA LTD.|20210331|12|INDAS|NA
2717|DISH T V INDIA LTD.|20220331|12|INDAS|NA
2717|DISH T V INDIA LTD.|20230331|12|INDAS|NA
2748|A S E CAPITAL MARKET DEVP. BOARD|20170331|12|IGAAP|NA
2748|A S E CAPITAL MARKET DEVP. BOARD|20180331|12|IGAAP|NA
2748|A S E CAPITAL MARKET DEVP. BOARD|20190331|12|IGAAP|NA
2748|A S E CAPITAL MARKET DEVP. BOARD|20200331|12|IGAAP|NA
2748|A S E CAPITAL MARKET DEVP. BOARD|20210331|12|IGAAP|NA
2748|A S E CAPITAL MARKET DEVP. BOARD|20220331|12|IGAAP|NA
2791|A S K AUTOMOTIVE LTD.|20170331|12|INDAS|11133.1000
2791|A S K AUTOMOTIVE LTD.|20180331|12|INDAS|16031.3000
2791|A S K AUTOMOTIVE LTD.|20190331|12|INDAS|17550.7000
2791|A S K AUTOMOTIVE LTD.|20200331|12|INDAS|16205.2000
2791|A S K AUTOMOTIVE LTD.|20210331|12|INDAS|15257.4000
2791|A S K AUTOMOTIVE LTD.|20220331|12|INDAS|19933.4000
2791|A S K AUTOMOTIVE LTD.|20230331|12|INDAS|25189.2000
2821|A S L ENTERPRISES LTD.|20180331|12|IGAAP|20.8000
2821|A S L ENTERPRISES LTD.|20190331|12|IGAAP|33.3000
2821|A S L ENTERPRISES LTD.|20200331|12|IGAAP|67.5000
2821|A S L ENTERPRISES LTD.|20210331|12|IGAAP|58.8000
2821|A S L ENTERPRISES LTD.|20220331|12|IGAAP|248.8000
2842|A S M TECHNOLOGIES LTD.|20170331|12|INDAS|NA
2842|A S M TECHNOLOGIES LTD.|20180331|12|INDAS|NA
2842|A S M TECHNOLOGIES LTD.|20190331|12|INDAS|108.4000
2842|A S M TECHNOLOGIES LTD.|20200331|12|INDAS|78.1000
2842|A S M TECHNOLOGIES LTD.|20210331|12|INDAS|90.8000
2842|A S M TECHNOLOGIES LTD.|20220331|12|INDAS|153.4000
2842|A S M TECHNOLOGIES LTD.|20230331|12|INDAS|284.4000
2872|A S P TECHNOLOGIES PVT. LTD. (MAHARASHTRA)|20170331|12|IGAAP|NA
3078|A T TRADE OVERSEAS PVT. LTD.|20180331|12|IGAAP|NA
3078|A T TRADE OVERSEAS PVT. LTD.|20190331|12|IGAAP|NA
3078|A T TRADE OVERSEAS PVT. LTD.|20200331|12|IGAAP|NA
3078|A T TRADE OVERSEAS PVT. LTD.|20210331|12|IGAAP|NA
3078|A T TRADE OVERSEAS PVT. LTD.|20220331|12|IGAAP|NA
3112|A TOSH & SONS (INDIA) LTD.|20170331|12|IGAAP|NA
3112|A TOSH & SONS (INDIA) LTD.|20180331|12|IGAAP|NA
3112|A TOSH & SONS (INDIA) LTD.|20190331|12|IGAAP|NA
3112|A TOSH & SONS (INDIA) LTD.|20200331|12|IGAAP|NA
3112|A TOSH & SONS (INDIA) LTD.|20210331|12|IGAAP|NA
3335|A V T NATURAL PRODUCTS LTD.|20170331|12|INDAS|2918.1000
3335|A V T NATURAL PRODUCTS LTD.|20180331|12|INDAS|3029.1000
3335|A V T NATURAL PRODUCTS LTD.|20190331|12|INDAS|3116.2000
3335|A V T NATURAL PRODUCTS LTD.|20200331|12|INDAS|3696.5000
3335|A V T NATURAL PRODUCTS LTD.|20210331|12|INDAS|4711.2000
3335|A V T NATURAL PRODUCTS LTD.|20220331|12|INDAS|5428.1000
3340|A V THOMAS & CO. LTD.|20170331|12|IGAAP|4329.1000
3340|A V THOMAS & CO. LTD.|20180331|12|IGAAP|4971.7000
3340|A V THOMAS & CO. LTD.|20190331|12|IGAAP|5759.4000
3340|A V THOMAS & CO. LTD.|20200331|12|IGAAP|5959.9000
3340|A V THOMAS & CO. LTD.|20210331|12|INDAS|7970.8000
3340|A V THOMAS & CO. LTD.|20220331|12|INDAS|8158.3000
3340|A V THOMAS & CO. LTD.|20230331|12|INDAS|8773.1000
3343|A V THOMAS INTL. LTD.|20170331|12|IGAAP|NA
3343|A V THOMAS INTL. LTD.|20180331|12|IGAAP|NA
3343|A V THOMAS INTL. LTD.|20190331|12|IGAAP|NA
3343|A V THOMAS INTL. LTD.|20200331|12|IGAAP|NA
3343|A V THOMAS INTL. LTD.|20210331|12|IGAAP|NA
3345|A V THOMAS LEATHER & ALLIED PRODUCTS PVT. LTD.|20180331|12|IGAAP|4319.5000
3345|A V THOMAS LEATHER & ALLIED PRODUCTS PVT. LTD.|20190331|12|IGAAP|4159.6000
3345|A V THOMAS LEATHER & ALLIED PRODUCTS PVT. LTD.|20200331|12|IGAAP|3505.4000
3345|A V THOMAS LEATHER & ALLIED PRODUCTS PVT. LTD.|20210331|12|IGAAP|2161.2000
3345|A V THOMAS LEATHER & ALLIED PRODUCTS PVT. LTD.|20220331|12|IGAAP|2644.1000
3456|AABHUSHAN APPARELS PVT. LTD.|20180331|12|IGAAP|8.2000
3456|AABHUSHAN APPARELS PVT. LTD.|20190331|12|IGAAP|12.9000
3456|AABHUSHAN APPARELS PVT. LTD.|20200331|12|IGAAP|15.1000
3456|AABHUSHAN APPARELS PVT. LTD.|20210331|12|IGAAP|3.3000
3456|AABHUSHAN APPARELS PVT. LTD.|20220331|12|IGAAP|5.0000
3633|AAKARSHAK SYNTHETICS LTD.|20170331|12|IGAAP|NA
3633|AAKARSHAK SYNTHETICS LTD.|20180331|12|IGAAP|NA
3633|AAKARSHAK SYNTHETICS LTD.|20190331|12|IGAAP|NA
3633|AAKARSHAK SYNTHETICS LTD.|20200331|12|IGAAP|NA
3633|AAKARSHAK SYNTHETICS LTD.|20210331|12|IGAAP|NA
3633|AAKARSHAK SYNTHETICS LTD.|20220331|12|IGAAP|NA
3665|AAKASH UNIVERSAL LTD.|20170331|12|IGAAP|NA
3665|AAKASH UNIVERSAL LTD.|20180331|12|IGAAP|995.3000
3665|AAKASH UNIVERSAL LTD.|20190331|12|IGAAP|749.5000
3665|AAKASH UNIVERSAL LTD.|20200331|12|IGAAP|842.0000
3665|AAKASH UNIVERSAL LTD.|20210331|12|IGAAP|941.0000
3665|AAKASH UNIVERSAL LTD.|20220331|12|IGAAP|1078.7000
3690|A G 8 VENTURES LTD.|20170331|12|IGAAP|486.8000
3690|A G 8 VENTURES LTD.|20180331|12|IGAAP|NA
3972|AARTECH SOLONICS LTD.|20220331|12|IGAAP|151.1000
3972|AARTECH SOLONICS LTD.|20230331|12|IGAAP|199.5000
3990|AARTI DRUGS LTD.|20170331|12|INDAS|12880.8000
3990|AARTI DRUGS LTD.|20180331|12|INDAS|12625.7000
3990|AARTI DRUGS LTD.|20190331|12|INDAS|15609.4000
3990|AARTI DRUGS LTD.|20200331|12|INDAS|18060.9000
3990|AARTI DRUGS LTD.|20210331|12|INDAS|21547.8000
3990|AARTI DRUGS LTD.|20220331|12|INDAS|24886.5000
3990|AARTI DRUGS LTD.|20230331|12|INDAS|27160.5000
3998|AARTI INDUSTRIES LTD.|20170331|12|INDAS|31056.3000
3998|AARTI INDUSTRIES LTD.|20180331|12|INDAS|37537.7000
3998|AARTI INDUSTRIES LTD.|20190331|12|INDAS|46594.9000
3998|AARTI INDUSTRIES LTD.|20200331|12|INDAS|45396.3000
3998|AARTI INDUSTRIES LTD.|20210331|12|INDAS|48224.0000
3998|AARTI INDUSTRIES LTD.|20220331|12|INDAS|59767.3000
3998|AARTI INDUSTRIES LTD.|20230331|12|INDAS|71562.0000
4001|AARTI INTERNATIONAL LTD.|20170331|12|INDAS|6482.7000
4001|AARTI INTERNATIONAL LTD.|20180331|12|INDAS|7392.1000
4001|AARTI INTERNATIONAL LTD.|20190331|12|INDAS|8648.8000
4001|AARTI INTERNATIONAL LTD.|20200331|12|INDAS|8062.3000
4001|AARTI INTERNATIONAL LTD.|20210331|12|INDAS|7970.0000
4001|AARTI INTERNATIONAL LTD.|20220331|12|INDAS|13715.2000
4009|AARTI STEELS LTD.|20170331|12|INDAS|12872.0000
4009|AARTI STEELS LTD.|20180331|12|INDAS|15041.8000
4009|AARTI STEELS LTD.|20190331|12|INDAS|17138.0000
4009|AARTI STEELS LTD.|20200331|12|INDAS|13057.2000
4009|AARTI STEELS LTD.|20210331|12|INDAS|15987.5000
4009|AARTI STEELS LTD.|20220331|12|INDAS|22233.7000
4024|AARVEE DENIMS & EXPORTS LTD.|20180331|12|INDAS|8244.2000
4024|AARVEE DENIMS & EXPORTS LTD.|20190331|12|INDAS|7479.0000
4024|AARVEE DENIMS & EXPORTS LTD.|20200331|12|INDAS|5613.4000
4030|AARVI ENCON LTD.|20170331|12|IGAAP|NA
4030|AARVI ENCON LTD.|20180331|12|IGAAP|NA
4030|AARVI ENCON LTD.|20190331|12|INDAS|NA
4030|AARVI ENCON LTD.|20200331|12|INDAS|NA
4030|AARVI ENCON LTD.|20210331|12|INDAS|NA
4030|AARVI ENCON LTD.|20220331|12|INDAS|NA
4030|AARVI ENCON LTD.|20230331|12|INDAS|NA
4100|HINDUJA GROUP LTD.|20170331|12|INDAS|NA
4100|HINDUJA GROUP LTD.|20180331|12|INDAS|NA
4100|HINDUJA GROUP LTD.|20190331|12|INDAS|6.9000
4100|HINDUJA GROUP LTD.|20200331|12|INDAS|411.2000
4100|HINDUJA GROUP LTD.|20210331|12|INDAS|609.3000
4100|HINDUJA GROUP LTD.|20220331|12|INDAS|1284.6000
4100|HINDUJA GROUP LTD.|20230331|12|INDAS|358.9000
4101|HINDUJA REALTY VENTURES LTD.|20200331|12|INDAS|NA
4101|HINDUJA REALTY VENTURES LTD.|20210331|12|INDAS|NA
4101|HINDUJA REALTY VENTURES LTD.|20220331|12|INDAS|NA
4101|HINDUJA REALTY VENTURES LTD.|20230331|12|INDAS|NA
4155|AAGAM HOLDINGS PVT. LTD.|20180331|12|IGAAP|10.6000
4155|AAGAM HOLDINGS PVT. LTD.|20190331|12|IGAAP|8.5000
4155|AAGAM HOLDINGS PVT. LTD.|20200331|12|IGAAP|1.3000
4155|AAGAM HOLDINGS PVT. LTD.|20210331|12|IGAAP|0.7000
4155|AAGAM HOLDINGS PVT. LTD.|20220331|12|IGAAP|1.3000
4252|ABAN INVESTMENTS PVT. LTD.|20170331|12|IGAAP|NA
4252|ABAN INVESTMENTS PVT. LTD.|20180331|12|IGAAP|NA
4252|ABAN INVESTMENTS PVT. LTD.|20190331|12|IGAAP|NA
4252|ABAN INVESTMENTS PVT. LTD.|20200331|12|IGAAP|NA
4252|ABAN INVESTMENTS PVT. LTD.|20210331|12|IGAAP|NA
4252|ABAN INVESTMENTS PVT. LTD.|20220331|12|IGAAP|NA
4253|ABAN OFFSHORE LTD.|20170331|12|INDAS|NA
4253|ABAN OFFSHORE LTD.|20180331|12|INDAS|NA
4253|ABAN OFFSHORE LTD.|20190331|12|INDAS|NA
4253|ABAN OFFSHORE LTD.|20200331|12|INDAS|NA
4253|ABAN OFFSHORE LTD.|20210331|12|INDAS|NA
4253|ABAN OFFSHORE LTD.|20220331|12|INDAS|NA
4257|ABAN VENTURES PVT. LTD.|20170331|12|IGAAP|NA
4257|ABAN VENTURES PVT. LTD.|20180331|12|IGAAP|NA
4257|ABAN VENTURES PVT. LTD.|20190331|12|IGAAP|NA
4357|ABHASHREE PROJECTS LTD.|20170331|12|IGAAP|NA
4357|ABHASHREE PROJECTS LTD.|20180331|12|IGAAP|NA
4357|ABHASHREE PROJECTS LTD.|20190331|12|IGAAP|NA
4357|ABHASHREE PROJECTS LTD.|20200331|12|IGAAP|NA
4357|ABHASHREE PROJECTS LTD.|20210331|12|IGAAP|NA
4357|ABHASHREE PROJECTS LTD.|20220331|12|IGAAP|NA
4505|PRAKASH GOLD PALACE PVT. LTD.|20170331|12|IGAAP|12700.7000
4505|PRAKASH GOLD PALACE PVT. LTD.|20180331|12|IGAAP|12835.4000
4505|PRAKASH GOLD PALACE PVT. LTD.|20190331|12|IGAAP|10681.0000
4505|PRAKASH GOLD PALACE PVT. LTD.|20200331|12|IGAAP|7627.9000
4505|PRAKASH GOLD PALACE PVT. LTD.|20210331|12|IGAAP|5005.6000
4505|PRAKASH GOLD PALACE PVT. LTD.|20220331|12|IGAAP|4570.7000
4671|RADICO KHAITAN LTD.|20170331|12|INDAS|48123.5000
4671|RADICO KHAITAN LTD.|20180331|12|INDAS|62025.2000
4671|RADICO KHAITAN LTD.|20190331|12|INDAS|80066.6000
4671|RADICO KHAITAN LTD.|20200331|12|INDAS|93753.9000
4671|RADICO KHAITAN LTD.|20210331|12|INDAS|104690.5000
4671|RADICO KHAITAN LTD.|20220331|12|INDAS|126159.0000
4671|RADICO KHAITAN LTD.|20230331|12|INDAS|128945.7000
4709|TRIDENT LTD.|20170331|12|INDAS|43517.0000
4709|TRIDENT LTD.|20180331|12|INDAS|42389.3000
4709|TRIDENT LTD.|20190331|12|INDAS|48834.6000
4709|TRIDENT LTD.|20200331|12|INDAS|44012.9000
4709|TRIDENT LTD.|20210331|12|INDAS|41749.9000
4709|TRIDENT LTD.|20220331|12|INDAS|63521.5000
4709|TRIDENT LTD.|20230331|12|INDAS|58018.5000
4760|AVANSE FINANCIAL SERVICES LTD.|20230331|12|FS_INDAS|NA
4841|ABIS EXPORTS (INDIA) PVT. LTD.|20180331|12|INDAS|22554.0000
4841|ABIS EXPORTS (INDIA) PVT. LTD.|20190331|12|INDAS|29119.1000
4841|ABIS EXPORTS (INDIA) PVT. LTD.|20200331|12|INDAS|51678.5000
4841|ABIS EXPORTS (INDIA) PVT. LTD.|20210331|12|INDAS|59005.4000
4841|ABIS EXPORTS (INDIA) PVT. LTD.|20220331|12|INDAS|76896.5000
4882|ABODE CONSTRUCTION LTD.|20170331|12|IGAAP|NA
4882|ABODE CONSTRUCTION LTD.|20190331|12|IGAAP|NA
4882|ABODE CONSTRUCTION LTD.|20200331|12|IGAAP|NA
4882|ABODE CONSTRUCTION LTD.|20210331|12|IGAAP|NA
4882|ABODE CONSTRUCTION LTD.|20220331|12|IGAAP|NA
5003|INSPIRISYS SOLUTIONS LTD.|20170331|12|INDAS|1600.9000
5003|INSPIRISYS SOLUTIONS LTD.|20180331|12|INDAS|2447.4000
5003|INSPIRISYS SOLUTIONS LTD.|20190331|12|INDAS|2775.1000
5003|INSPIRISYS SOLUTIONS LTD.|20200331|12|INDAS|1644.5000
5003|INSPIRISYS SOLUTIONS LTD.|20210331|12|INDAS|1393.9000
5003|INSPIRISYS SOLUTIONS LTD.|20220331|12|INDAS|834.4000
