ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_sale_of_goods
105212|JAGANNATH POLYMERS LTD.|20180331|12|IGAAP|129.2000
105212|JAGANNATH POLYMERS LTD.|20190331|12|IGAAP|180.9000
105212|JAGANNATH POLYMERS LTD.|20200331|12|IGAAP|196.1000
105212|JAGANNATH POLYMERS LTD.|20210331|12|IGAAP|166.4000
105212|JAGANNATH POLYMERS LTD.|20220331|12|IGAAP|303.2000
105265|JAGATJIT INDUSTRIES LTD.|20170331|12|INDAS|7076.4000
105265|JAGATJIT INDUSTRIES LTD.|20180331|12|INDAS|4080.6000
105265|JAGATJIT INDUSTRIES LTD.|20190331|12|INDAS|1341.5000
105265|JAGATJIT INDUSTRIES LTD.|20200331|12|INDAS|1204.9000
105265|JAGATJIT INDUSTRIES LTD.|20210331|12|INDAS|3099.1000
105265|JAGATJIT INDUSTRIES LTD.|20220331|12|INDAS|3378.5000
105265|JAGATJIT INDUSTRIES LTD.|20230331|12|INDAS|4785.6000
105278|JAGDALE INDUSTRIES PVT. LTD.|20170331|12|INDAS|1614.4000
105278|JAGDALE INDUSTRIES PVT. LTD.|20180331|12|INDAS|1704.5000
105278|JAGDALE INDUSTRIES PVT. LTD.|20190331|12|INDAS|1845.1000
105278|JAGDALE INDUSTRIES PVT. LTD.|20200331|12|INDAS|1953.8000
105278|JAGDALE INDUSTRIES PVT. LTD.|20210331|12|INDAS|1902.4000
105278|JAGDALE INDUSTRIES PVT. LTD.|20220331|12|INDAS|2509.9000
105523|JAGRAN PRAKASHAN LTD.|20170331|12|INDAS|18486.9000
105523|JAGRAN PRAKASHAN LTD.|20180331|12|INDAS|18329.7000
105523|JAGRAN PRAKASHAN LTD.|20190331|12|INDAS|18548.3000
105523|JAGRAN PRAKASHAN LTD.|20200331|12|INDAS|17008.4000
105523|JAGRAN PRAKASHAN LTD.|20210331|12|INDAS|10964.2000
105523|JAGRAN PRAKASHAN LTD.|20220331|12|INDAS|13393.0000
105523|JAGRAN PRAKASHAN LTD.|20230331|12|INDAS|14795.1000
105575|JAGSON INTERNATIONAL LTD.|20170331|12|INDAS|NA
105575|JAGSON INTERNATIONAL LTD.|20180331|12|INDAS|NA
105600|JAGUAR OVERSEAS LTD.|20170331|12|INDAS|NA
105600|JAGUAR OVERSEAS LTD.|20180331|12|INDAS|NA
105600|JAGUAR OVERSEAS LTD.|20190331|12|INDAS|NA
105600|JAGUAR OVERSEAS LTD.|20200331|12|INDAS|NA
105600|JAGUAR OVERSEAS LTD.|20210331|12|INDAS|NA
105600|JAGUAR OVERSEAS LTD.|20220331|12|INDAS|NA
105677|JAI BALAJI INDS. LTD.|20170331|12|INDAS|17877.7000
105677|JAI BALAJI INDS. LTD.|20180331|12|INDAS|23275.9000
105677|JAI BALAJI INDS. LTD.|20190331|12|INDAS|29351.2000
105677|JAI BALAJI INDS. LTD.|20200331|12|INDAS|27560.2000
105677|JAI BALAJI INDS. LTD.|20210331|12|INDAS|25586.3000
105677|JAI BALAJI INDS. LTD.|20220331|12|INDAS|44673.4000
105677|JAI BALAJI INDS. LTD.|20230331|12|INDAS|58233.4000
105711|JAI CORP LTD.|20170331|12|INDAS|7227.8000
105711|JAI CORP LTD.|20180331|12|INDAS|5602.7000
105711|JAI CORP LTD.|20190331|12|INDAS|6092.4000
105711|JAI CORP LTD.|20200331|12|INDAS|5037.4000
105711|JAI CORP LTD.|20210331|12|INDAS|4586.2000
105711|JAI CORP LTD.|20220331|12|INDAS|7127.0000
105711|JAI CORP LTD.|20230331|12|INDAS|5723.8000
106057|JAIKA FINANCE PVT. LTD.|20170331|12|IGAAP|NA
106057|JAIKA FINANCE PVT. LTD.|20180331|12|IGAAP|NA
106057|JAIKA FINANCE PVT. LTD.|20190331|12|IGAAP|NA
106057|JAIKA FINANCE PVT. LTD.|20200331|12|IGAAP|NA
106255|JAIN HOUSING & CONSTRUCTIONS LTD.|20170331|12|INDAS|NA
106255|JAIN HOUSING & CONSTRUCTIONS LTD.|20180331|12|INDAS|NA
106255|JAIN HOUSING & CONSTRUCTIONS LTD.|20190331|12|INDAS|NA
106255|JAIN HOUSING & CONSTRUCTIONS LTD.|20200331|12|INDAS|NA
106255|JAIN HOUSING & CONSTRUCTIONS LTD.|20210331|12|INDAS|NA
106255|JAIN HOUSING & CONSTRUCTIONS LTD.|20220331|12|INDAS|NA
106263|JAIN IRRIGATION SYSTEMS LTD.|20170331|12|INDAS|66859.3000
106263|JAIN IRRIGATION SYSTEMS LTD.|20180331|12|INDAS|74147.5000
106263|JAIN IRRIGATION SYSTEMS LTD.|20190331|12|INDAS|78408.5000
106263|JAIN IRRIGATION SYSTEMS LTD.|20200331|12|INDAS|55985.3000
106263|JAIN IRRIGATION SYSTEMS LTD.|20210331|12|INDAS|54797.0000
106263|JAIN IRRIGATION SYSTEMS LTD.|20220331|12|INDAS|44151.5000
106263|JAIN IRRIGATION SYSTEMS LTD.|20230331|12|INDAS|54114.2000
106583|JAIPRAKASH POWER VENTURES LTD.|20170331|12|INDAS|6.9000
106583|JAIPRAKASH POWER VENTURES LTD.|20180331|12|INDAS|294.3000
106583|JAIPRAKASH POWER VENTURES LTD.|20190331|12|INDAS|146.1000
106583|JAIPRAKASH POWER VENTURES LTD.|20200331|12|INDAS|NA
106583|JAIPRAKASH POWER VENTURES LTD.|20210331|12|INDAS|123.4000
106583|JAIPRAKASH POWER VENTURES LTD.|20220331|12|INDAS|7492.3000
106583|JAIPRAKASH POWER VENTURES LTD.|20230331|12|INDAS|8850.6000
106619|JAIPUR GOLDEN TRANSPORT CO. PVT. LTD.|20200331|12|IGAAP|NA
106619|JAIPUR GOLDEN TRANSPORT CO. PVT. LTD.|20210331|12|IGAAP|NA
106619|JAIPUR GOLDEN TRANSPORT CO. PVT. LTD.|20220331|12|IGAAP|NA
106676|FIVE CORE EXIM LTD.|20170331|12|INDAS|NA
106676|FIVE CORE EXIM LTD.|20180331|12|INDAS|NA
106705|INDOGULF CROPSCIENCES LTD.|20210331|12|IGAAP|4428.7000
106705|INDOGULF CROPSCIENCES LTD.|20220331|12|IGAAP|4820.4000
106853|JAKSON ENGINEERS LTD.|20170331|12|IGAAP|2989.7000
106853|JAKSON ENGINEERS LTD.|20180331|12|INDAS|NA
106853|JAKSON ENGINEERS LTD.|20190331|12|INDAS|1311.4000
106853|JAKSON ENGINEERS LTD.|20200331|12|INDAS|1127.8000
106853|JAKSON ENGINEERS LTD.|20210331|12|INDAS|2083.4000
106853|JAKSON ENGINEERS LTD.|20220331|12|INDAS|2096.5000
106857|JAKSON LTD.|20170331|12|INDAS|9672.4000
106857|JAKSON LTD.|20180331|12|INDAS|9790.9000
106857|JAKSON LTD.|20190331|12|INDAS|10544.6000
106857|JAKSON LTD.|20200331|12|INDAS|9936.4000
106857|JAKSON LTD.|20210331|12|INDAS|8064.5000
106857|JAKSON LTD.|20220331|12|INDAS|11053.8000
106857|JAKSON LTD.|20230331|12|INDAS|15420.4000
106901|JALAN CARBONS & CHEMICALS PVT. LTD.|20230331|12|IGAAP|1091.4000
107160|JAMMU & KASHMIR BANK LTD.|20170331|12|IGAAP|NA
107160|JAMMU & KASHMIR BANK LTD.|20180331|12|IGAAP|NA
107160|JAMMU & KASHMIR BANK LTD.|20190331|12|IGAAP|NA
107160|JAMMU & KASHMIR BANK LTD.|20200331|12|IGAAP|NA
107160|JAMMU & KASHMIR BANK LTD.|20210331|12|IGAAP|NA
107160|JAMMU & KASHMIR BANK LTD.|20220331|12|IGAAP|NA
107160|JAMMU & KASHMIR BANK LTD.|20230331|12|IGAAP|NA
107169|JAMNA AUTO INDS. LTD.|20170331|12|INDAS|13897.5000
107169|JAMNA AUTO INDS. LTD.|20180331|12|INDAS|17268.6000
107169|JAMNA AUTO INDS. LTD.|20190331|12|INDAS|20912.3000
107169|JAMNA AUTO INDS. LTD.|20200331|12|INDAS|11103.2000
107169|JAMNA AUTO INDS. LTD.|20210331|12|INDAS|10581.5000
107169|JAMNA AUTO INDS. LTD.|20220331|12|INDAS|16700.2000
107169|JAMNA AUTO INDS. LTD.|20230331|12|INDAS|22611.7000
107512|COLORCHIPS NEW MEDIA LTD.|20170331|12|INDAS|NA
107512|COLORCHIPS NEW MEDIA LTD.|20180331|12|INDAS|NA
107512|COLORCHIPS NEW MEDIA LTD.|20210331|12|INDAS|NA
107512|COLORCHIPS NEW MEDIA LTD.|20220331|12|INDAS|NA
107583|JAPFA COMFEED INDIA PVT. LTD.|20170331|12|IGAAP|6809.6000
107583|JAPFA COMFEED INDIA PVT. LTD.|20180331|12|IGAAP|5879.9000
107583|JAPFA COMFEED INDIA PVT. LTD.|20190331|12|IGAAP|7544.2000
107583|JAPFA COMFEED INDIA PVT. LTD.|20200331|12|IGAAP|9037.7000
107595|JAQUAR & CO. PVT. LTD.|20170331|12|INDAS|19455.3000
107595|JAQUAR & CO. PVT. LTD.|20180331|12|INDAS|23636.9000
107595|JAQUAR & CO. PVT. LTD.|20190331|12|INDAS|28461.5000
107595|JAQUAR & CO. PVT. LTD.|20200331|12|INDAS|27978.8000
107595|JAQUAR & CO. PVT. LTD.|20210331|12|INDAS|27098.1000
107595|JAQUAR & CO. PVT. LTD.|20220331|12|INDAS|41411.0000
107614|JARDINE HENDERSON LTD.|20170331|12|INDAS|NA
107614|JARDINE HENDERSON LTD.|20180331|12|INDAS|NA
107614|JARDINE HENDERSON LTD.|20190331|12|INDAS|NA
107614|JARDINE HENDERSON LTD.|20200331|12|INDAS|NA
107614|JARDINE HENDERSON LTD.|20210331|12|INDAS|NA
107614|JARDINE HENDERSON LTD.|20220331|12|INDAS|NA
107614|JARDINE HENDERSON LTD.|20230331|12|INDAS|NA
107622|S G MART LTD.|20170331|12|INDAS|NA
107622|S G MART LTD.|20180331|12|INDAS|NA
107622|S G MART LTD.|20190331|12|INDAS|NA
107677|JASCH INDUSTRIES LTD.|20170331|12|INDAS|1256.1000
107677|JASCH INDUSTRIES LTD.|20180331|12|INDAS|1562.0000
107677|JASCH INDUSTRIES LTD.|20190331|12|INDAS|1773.7000
107677|JASCH INDUSTRIES LTD.|20200331|12|INDAS|1319.5000
107677|JASCH INDUSTRIES LTD.|20220331|12|INDAS|2137.6000
107677|JASCH INDUSTRIES LTD.|20230331|12|INDAS|2327.7000
107690|JASH ENGINEERING LTD.|20180331|12|IGAAP|1633.6000
107690|JASH ENGINEERING LTD.|20190331|12|INDAS|2441.2000
107690|JASH ENGINEERING LTD.|20200331|12|INDAS|2630.9000
107690|JASH ENGINEERING LTD.|20210331|12|INDAS|2923.9000
107690|JASH ENGINEERING LTD.|20220331|12|INDAS|3547.8000
107690|JASH ENGINEERING LTD.|20230331|12|INDAS|3936.6000
107704|HEMMO PHARMACEUTICALS PVT. LTD. [MERGED]|20180331|12|IGAAP|510.1000
107704|HEMMO PHARMACEUTICALS PVT. LTD. [MERGED]|20190331|12|IGAAP|694.5000
107704|HEMMO PHARMACEUTICALS PVT. LTD. [MERGED]|20200331|12|IGAAP|768.9000
107822|JASPER INDUSTRIES PVT. LTD.|20180331|12|IGAAP|NA
107822|JASPER INDUSTRIES PVT. LTD.|20190331|12|IGAAP|NA
107822|JASPER INDUSTRIES PVT. LTD.|20200331|12|IGAAP|NA
107822|JASPER INDUSTRIES PVT. LTD.|20210331|12|INDAS|NA
107822|JASPER INDUSTRIES PVT. LTD.|20220331|12|INDAS|NA
107946|JAUSS POLYMERS LTD.|20170331|12|INDAS|273.0000
107946|JAUSS POLYMERS LTD.|20180331|12|INDAS|33.3000
107946|JAUSS POLYMERS LTD.|20190331|12|INDAS|74.4000
107946|JAUSS POLYMERS LTD.|20200331|12|INDAS|66.1000
107946|JAUSS POLYMERS LTD.|20210331|12|INDAS|58.4000
107946|JAUSS POLYMERS LTD.|20220331|12|INDAS|NA
107946|JAUSS POLYMERS LTD.|20230331|12|INDAS|NA
107968|JAVERI FISCAL SERVICES LTD.|20170331|12|IGAAP|NA
107968|JAVERI FISCAL SERVICES LTD.|20180331|12|IGAAP|NA
107968|JAVERI FISCAL SERVICES LTD.|20190331|12|IGAAP|NA
107968|JAVERI FISCAL SERVICES LTD.|20200331|12|IGAAP|NA
107968|JAVERI FISCAL SERVICES LTD.|20210331|12|IGAAP|NA
107968|JAVERI FISCAL SERVICES LTD.|20220331|12|IGAAP|NA
107991|I C L FINCORP LTD.|20190331|12|FS_INDAS|NA
107991|I C L FINCORP LTD.|20200331|12|FS_INDAS|NA
107991|I C L FINCORP LTD.|20210331|12|FS_INDAS|NA
107991|I C L FINCORP LTD.|20220331|12|FS_INDAS|NA
108072|JAY BHARAT MARUTI LTD.|20190331|12|INDAS|18663.3000
108072|JAY BHARAT MARUTI LTD.|20200331|12|INDAS|15577.6000
108072|JAY BHARAT MARUTI LTD.|20210331|12|INDAS|13916.1000
108072|JAY BHARAT MARUTI LTD.|20220331|12|INDAS|19156.5000
108072|JAY BHARAT MARUTI LTD.|20230331|12|INDAS|21319.2000
108073|JAY BHARAT OVERSEAS LTD.|20170331|12|IGAAP|NA
108073|JAY BHARAT OVERSEAS LTD.|20180331|12|IGAAP|NA
108073|JAY BHARAT OVERSEAS LTD.|20190331|12|IGAAP|NA
108073|JAY BHARAT OVERSEAS LTD.|20200331|12|IGAAP|NA
108073|JAY BHARAT OVERSEAS LTD.|20210331|12|IGAAP|NA
108073|JAY BHARAT OVERSEAS LTD.|20220331|12|IGAAP|NA
108074|JAYBHARAT TEXTILES & REAL ESTATE LTD.|20170331|12|INDAS|1353.0000
108074|JAYBHARAT TEXTILES & REAL ESTATE LTD.|20180331|12|INDAS|1394.5000
108074|JAYBHARAT TEXTILES & REAL ESTATE LTD.|20190331|12|INDAS|308.7000
108104|USHA INTERNATIONAL LTD.|20170331|12|IGAAP|NA
108104|USHA INTERNATIONAL LTD.|20180331|12|IGAAP|NA
108104|USHA INTERNATIONAL LTD.|20190331|12|IGAAP|NA
108104|USHA INTERNATIONAL LTD.|20200331|12|IGAAP|2317.5000
108104|USHA INTERNATIONAL LTD.|20210331|12|IGAAP|2417.6000
108104|USHA INTERNATIONAL LTD.|20220331|12|IGAAP|2704.7000
108104|USHA INTERNATIONAL LTD.|20230331|12|IGAAP|3075.2000
108146|JAY JAY MILLS (INDIA) PVT. LTD.|20180331|12|IGAAP|11435.2000
108146|JAY JAY MILLS (INDIA) PVT. LTD.|20190331|12|IGAAP|12713.5000
108146|JAY JAY MILLS (INDIA) PVT. LTD.|20200331|12|IGAAP|14564.9000
108146|JAY JAY MILLS (INDIA) PVT. LTD.|20210331|12|IGAAP|17354.3000
108225|JAY SHREE TEA & INDS. LTD.|20170331|12|INDAS|7031.1000
108225|JAY SHREE TEA & INDS. LTD.|20180331|12|INDAS|7329.9000
108225|JAY SHREE TEA & INDS. LTD.|20190331|12|INDAS|7295.7000
108225|JAY SHREE TEA & INDS. LTD.|20200331|12|INDAS|6847.4000
108225|JAY SHREE TEA & INDS. LTD.|20210331|12|INDAS|7653.7000
108225|JAY SHREE TEA & INDS. LTD.|20220331|12|INDAS|6480.9000
108225|JAY SHREE TEA & INDS. LTD.|20230331|12|INDAS|7328.0000
108250|JAY USHIN LTD.|20190331|12|INDAS|8530.6000
108279|JAYA HIND INDS. PVT. LTD.|20170331|12|IGAAP|3703.0000
108279|JAYA HIND INDS. PVT. LTD.|20180331|12|INDAS|13082.5000
108279|JAYA HIND INDS. PVT. LTD.|20190331|12|INDAS|41082.2000
108279|JAYA HIND INDS. PVT. LTD.|20200331|12|INDAS|34288.2000
108279|JAYA HIND INDS. PVT. LTD.|20210331|12|INDAS|24073.9000
108279|JAYA HIND INDS. PVT. LTD.|20220331|12|INDAS|38585.8000
108279|JAYA HIND INDS. PVT. LTD.|20230331|12|INDAS|58751.1000
108391|JAYANT AGRO-ORGANICS LTD.|20170331|12|INDAS|16136.7000
108391|JAYANT AGRO-ORGANICS LTD.|20180331|12|INDAS|24871.6000
108391|JAYANT AGRO-ORGANICS LTD.|20190331|12|INDAS|24229.6000
108391|JAYANT AGRO-ORGANICS LTD.|20200331|12|INDAS|24689.0000
108391|JAYANT AGRO-ORGANICS LTD.|20210331|12|INDAS|16130.1000
108391|JAYANT AGRO-ORGANICS LTD.|20220331|12|INDAS|25417.8000
108391|JAYANT AGRO-ORGANICS LTD.|20230331|12|INDAS|27412.2000
108468|JAYANTI COMMERCIAL LTD.|20170331|12|IGAAP|NA
108468|JAYANTI COMMERCIAL LTD.|20180331|12|IGAAP|NA
108468|JAYANTI COMMERCIAL LTD.|20190331|12|IGAAP|NA
108468|JAYANTI COMMERCIAL LTD.|20210331|12|INDAS|NA
108468|JAYANTI COMMERCIAL LTD.|20220331|12|INDAS|NA
108468|JAYANTI COMMERCIAL LTD.|20230331|12|INDAS|NA
108542|JAYASHREE POLYMERS PVT. LTD.|20170331|12|IGAAP|2440.8000
108542|JAYASHREE POLYMERS PVT. LTD.|20180331|12|IGAAP|3059.2000
108542|JAYASHREE POLYMERS PVT. LTD.|20190331|12|IGAAP|3699.3000
108542|JAYASHREE POLYMERS PVT. LTD.|20200331|12|IGAAP|3652.9000
108542|JAYASHREE POLYMERS PVT. LTD.|20210331|12|IGAAP|4042.9000
108542|JAYASHREE POLYMERS PVT. LTD.|20220331|12|IGAAP|4492.1000
108542|JAYASHREE POLYMERS PVT. LTD.|20230331|12|IGAAP|5931.3000
108565|SAMSRITA LABS LTD.|20170331|12|INDAS|NA
108565|SAMSRITA LABS LTD.|20180331|12|INDAS|NA
108565|SAMSRITA LABS LTD.|20190331|12|INDAS|NA
108565|SAMSRITA LABS LTD.|20200331|12|INDAS|NA
108565|SAMSRITA LABS LTD.|20210331|12|INDAS|NA
108565|SAMSRITA LABS LTD.|20220331|12|INDAS|NA
108565|SAMSRITA LABS LTD.|20230331|12|INDAS|NA
108624|JAYDEEP COTTON FIBRES PVT. LTD.|20170331|12|IGAAP|NA
108624|JAYDEEP COTTON FIBRES PVT. LTD.|20180331|12|IGAAP|3699.9000
108624|JAYDEEP COTTON FIBRES PVT. LTD.|20190331|12|IGAAP|5240.2000
108624|JAYDEEP COTTON FIBRES PVT. LTD.|20200331|12|IGAAP|3032.8000
108624|JAYDEEP COTTON FIBRES PVT. LTD.|20210331|12|IGAAP|4392.0000
108624|JAYDEEP COTTON FIBRES PVT. LTD.|20220331|12|IGAAP|3730.5000
108650|JAYEM AUTOMOTIVES PVT. LTD.|20170331|12|IGAAP|194.4000
108650|JAYEM AUTOMOTIVES PVT. LTD.|20180331|12|IGAAP|194.3000
108650|JAYEM AUTOMOTIVES PVT. LTD.|20190331|12|IGAAP|208.5000
108650|JAYEM AUTOMOTIVES PVT. LTD.|20200331|12|IGAAP|233.0000
108758|HILMAN CAPITAL FINANCE LTD.|20210331|12|IGAAP|NA
108758|HILMAN CAPITAL FINANCE LTD.|20220331|12|IGAAP|NA
108826|JAYPEE CAPITAL SERVICES LTD.|20170331|12|IGAAP|NA
108826|JAYPEE CAPITAL SERVICES LTD.|20180331|12|IGAAP|NA
108826|JAYPEE CAPITAL SERVICES LTD.|20190331|12|IGAAP|NA
108826|JAYPEE CAPITAL SERVICES LTD.|20200331|12|IGAAP|NA
108826|JAYPEE CAPITAL SERVICES LTD.|20210331|12|IGAAP|NA
108826|JAYPEE CAPITAL SERVICES LTD.|20220331|12|IGAAP|NA
108840|JAYPEE PROJECTS LTD.|20170331|12|IGAAP|NA
108840|JAYPEE PROJECTS LTD.|20180331|12|IGAAP|NA
108840|JAYPEE PROJECTS LTD.|20190331|12|IGAAP|NA
108840|JAYPEE PROJECTS LTD.|20200331|12|IGAAP|NA
108840|JAYPEE PROJECTS LTD.|20210331|12|IGAAP|NA
108840|JAYPEE PROJECTS LTD.|20220331|12|IGAAP|NA
108841|JAIPRAKASH ASSOCIATES LTD.|20170331|12|INDAS|51130.7000
108841|JAIPRAKASH ASSOCIATES LTD.|20180331|12|INDAS|24249.9000
108841|JAIPRAKASH ASSOCIATES LTD.|20190331|12|INDAS|22969.2000
108841|JAIPRAKASH ASSOCIATES LTD.|20200331|12|INDAS|17735.9000
108841|JAIPRAKASH ASSOCIATES LTD.|20210331|12|INDAS|15780.4000
108841|JAIPRAKASH ASSOCIATES LTD.|20220331|12|INDAS|1879.5000
108841|JAIPRAKASH ASSOCIATES LTD.|20230331|12|INDAS|570.7000
108881|JAYSHREE CHEMICALS LTD.|20170331|12|IGAAP|0.0000
108881|JAYSHREE CHEMICALS LTD.|20180331|12|INDAS|NA
108881|JAYSHREE CHEMICALS LTD.|20190331|12|INDAS|NA
108881|JAYSHREE CHEMICALS LTD.|20200331|12|INDAS|NA
108881|JAYSHREE CHEMICALS LTD.|20210331|12|INDAS|NA
108881|JAYSHREE CHEMICALS LTD.|20220331|12|INDAS|NA
108881|JAYSHREE CHEMICALS LTD.|20230331|12|INDAS|NA
108959|JAYSYNTH DYESTUFF (INDIA) LTD.|20170331|12|INDAS|723.7000
108959|JAYSYNTH DYESTUFF (INDIA) LTD.|20180331|12|INDAS|895.4000
108959|JAYSYNTH DYESTUFF (INDIA) LTD.|20190331|12|INDAS|1020.5000
108959|JAYSYNTH DYESTUFF (INDIA) LTD.|20200331|12|INDAS|1007.2000
108959|JAYSYNTH DYESTUFF (INDIA) LTD.|20210331|12|INDAS|1032.9000
108959|JAYSYNTH DYESTUFF (INDIA) LTD.|20220331|12|INDAS|1293.0000
108959|JAYSYNTH DYESTUFF (INDIA) LTD.|20230331|12|INDAS|1081.0000
108960|JAYSYNTH IMPEX PVT. LTD.|20170331|12|IGAAP|529.9000
108960|JAYSYNTH IMPEX PVT. LTD.|20180331|12|IGAAP|478.1000
108960|JAYSYNTH IMPEX PVT. LTD.|20190331|12|IGAAP|719.4000
109014|JECO EXPORTS & FINANCE LTD.|20200331|12|FS_INDAS|NA
109014|JECO EXPORTS & FINANCE LTD.|20210331|12|FS_INDAS|NA
109111|JEEVAN SCIENTIFIC TECHNOLOGY LTD.|20170331|12|INDAS|NA
109111|JEEVAN SCIENTIFIC TECHNOLOGY LTD.|20180331|12|INDAS|NA
109111|JEEVAN SCIENTIFIC TECHNOLOGY LTD.|20190331|12|INDAS|NA
109111|JEEVAN SCIENTIFIC TECHNOLOGY LTD.|20200331|12|INDAS|NA
109111|JEEVAN SCIENTIFIC TECHNOLOGY LTD.|20210331|12|INDAS|NA
109111|JEEVAN SCIENTIFIC TECHNOLOGY LTD.|20220331|12|INDAS|NA
109111|JEEVAN SCIENTIFIC TECHNOLOGY LTD.|20230331|12|INDAS|NA
109222|JENSON & NICHOLSON (INDIA) LTD.|20170331|12|IGAAP|353.0000
109225|JENSON FINVEST PVT. LTD.|20170331|12|IGAAP|NA
109225|JENSON FINVEST PVT. LTD.|20180331|12|IGAAP|NA
109225|JENSON FINVEST PVT. LTD.|20190331|12|IGAAP|0.9000
109225|JENSON FINVEST PVT. LTD.|20200331|12|IGAAP|0.9000
109225|JENSON FINVEST PVT. LTD.|20210331|12|IGAAP|0.8000
109274|JESONS INDUSTRIES LTD.|20170331|12|INDAS|6386.4000
109274|JESONS INDUSTRIES LTD.|20180331|12|INDAS|7510.3000
109274|JESONS INDUSTRIES LTD.|20190331|12|INDAS|9112.4000
109274|JESONS INDUSTRIES LTD.|20200331|12|INDAS|8948.4000
109274|JESONS INDUSTRIES LTD.|20210331|12|INDAS|10879.1000
109274|JESONS INDUSTRIES LTD.|20220331|12|INDAS|20715.7000
109300|JET AIRWAYS (INDIA) LTD.|20170331|12|INDAS|NA
109300|JET AIRWAYS (INDIA) LTD.|20180331|12|INDAS|NA
109359|JETKING INFOTRAIN LTD.|20170331|12|INDAS|NA
109359|JETKING INFOTRAIN LTD.|20180331|12|INDAS|NA
109359|JETKING INFOTRAIN LTD.|20190331|12|INDAS|NA
109359|JETKING INFOTRAIN LTD.|20200331|12|INDAS|NA
109359|JETKING INFOTRAIN LTD.|20210331|12|INDAS|NA
109359|JETKING INFOTRAIN LTD.|20220331|12|INDAS|NA
109359|JETKING INFOTRAIN LTD.|20230331|12|INDAS|NA
109613|J V L AGRO INDS. LTD.|20170331|12|INDAS|35351.5000
109613|J V L AGRO INDS. LTD.|20180331|12|INDAS|30859.8000
109613|J V L AGRO INDS. LTD.|20190331|12|INDAS|11851.6000
109627|G P T HEALTHCARE LTD.|20170331|12|INDAS|NA
109627|G P T HEALTHCARE LTD.|20180331|12|INDAS|NA
109627|G P T HEALTHCARE LTD.|20190331|12|INDAS|NA
109627|G P T HEALTHCARE LTD.|20200331|12|INDAS|NA
109627|G P T HEALTHCARE LTD.|20210331|12|INDAS|NA
109627|G P T HEALTHCARE LTD.|20220331|12|INDAS|NA
109753|JINDAL (INDIA) LTD.|20170331|12|INDAS|20186.9000
109753|JINDAL (INDIA) LTD.|20180331|12|INDAS|20305.7000
109753|JINDAL (INDIA) LTD.|20190331|12|INDAS|27659.5000
109753|JINDAL (INDIA) LTD.|20200331|12|INDAS|31346.1000
109753|JINDAL (INDIA) LTD.|20210331|12|INDAS|36451.3000
109753|JINDAL (INDIA) LTD.|20220331|12|INDAS|47820.7000
109756|JINDAL ALUMINIUM LTD.|20170331|12|INDAS|23554.3000
109756|JINDAL ALUMINIUM LTD.|20180331|12|INDAS|26885.1000
109756|JINDAL ALUMINIUM LTD.|20190331|12|INDAS|30744.6000
109756|JINDAL ALUMINIUM LTD.|20200331|12|INDAS|28284.3000
109756|JINDAL ALUMINIUM LTD.|20210331|12|INDAS|27427.1000
109756|JINDAL ALUMINIUM LTD.|20220331|12|INDAS|45469.3000
109770|JINDAL COTEX LTD.|20170331|12|IGAAP|1889.1000
109770|JINDAL COTEX LTD.|20180331|12|INDAS|2235.4000
109770|JINDAL COTEX LTD.|20190331|12|INDAS|482.4000
109770|JINDAL COTEX LTD.|20200331|12|INDAS|304.6000
109770|JINDAL COTEX LTD.|20210331|12|INDAS|222.8000
109770|JINDAL COTEX LTD.|20220331|12|INDAS|116.9000
109770|JINDAL COTEX LTD.|20230331|12|INDAS|24.4000
109774|JINDAL DRILLING & INDS. LTD.|20170331|12|INDAS|NA
109774|JINDAL DRILLING & INDS. LTD.|20180331|12|INDAS|NA
109774|JINDAL DRILLING & INDS. LTD.|20190331|12|INDAS|NA
109774|JINDAL DRILLING & INDS. LTD.|20200331|12|INDAS|NA
109774|JINDAL DRILLING & INDS. LTD.|20210331|12|INDAS|NA
109774|JINDAL DRILLING & INDS. LTD.|20220331|12|INDAS|NA
109774|JINDAL DRILLING & INDS. LTD.|20230331|12|INDAS|NA
109775|JINDAL DRUGS PVT. LTD.|20170331|12|INDAS|3085.1000
109775|JINDAL DRUGS PVT. LTD.|20180331|12|INDAS|3803.8000
109775|JINDAL DRUGS PVT. LTD.|20190331|12|INDAS|3229.6000
109775|JINDAL DRUGS PVT. LTD.|20200331|12|INDAS|3001.6000
109777|JINDAL DYECHEM INDS. PVT. LTD.|20170331|12|IGAAP|NA
109777|JINDAL DYECHEM INDS. PVT. LTD.|20180331|12|IGAAP|22959.2000
109777|JINDAL DYECHEM INDS. PVT. LTD.|20190331|12|IGAAP|22468.6000
109777|JINDAL DYECHEM INDS. PVT. LTD.|20200331|12|IGAAP|13616.3000
109777|JINDAL DYECHEM INDS. PVT. LTD.|20210331|12|IGAAP|7427.5000
109777|JINDAL DYECHEM INDS. PVT. LTD.|20220331|12|IGAAP|7868.8000
109786|JINDAL EXPORTS & IMPORTS PVT. LTD.|20170331|12|IGAAP|NA
109786|JINDAL EXPORTS & IMPORTS PVT. LTD.|20180331|12|IGAAP|NA
109786|JINDAL EXPORTS & IMPORTS PVT. LTD.|20190331|12|IGAAP|NA
109786|JINDAL EXPORTS & IMPORTS PVT. LTD.|20200331|12|IGAAP|NA
