sa_finance1_cocode|sa_company_name|sa_finance1_year|sa_ann_rep_months|sa_fs_format|sa_sale_of_goods|sa_export_incentives|sa_salaries_bonus_pf|sa_long_term_borrowings|sa_curr_portion_lt_borrowings|sa_net_fixed_assets|sa_gross_fixed_ast_addn|sa_gross_intangible_assets_tot_addn|sa_gross_fixed_ast_addn|sa_cf_net_frm_op_activity|sa_export_goods
40641|C P AQUACULTURE (INDIA) PVT. LTD.|20170331|12|INDAS|10932.1000|NA|64.7000|NA|NA|4019.3000|533.0000|NA|533.0000|NA|NA
40641|C P AQUACULTURE (INDIA) PVT. LTD.|20180331|12|INDAS|12916.6000|NA|65.4000|828.8000|221.0000|5075.7000|1416.4000|0.1000|1416.4000|NA|NA
40641|C P AQUACULTURE (INDIA) PVT. LTD.|20190331|12|INDAS|9937.6000|NA|1101.8000|1045.3000|283.5000|5802.0000|1165.8000|4.9000|1165.8000|-38.6000|NA
40641|C P AQUACULTURE (INDIA) PVT. LTD.|20200331|12|INDAS|8716.3000|NA|689.6000|926.5000|386.0000|5869.5000|592.3000|140.5000|592.3000|1113.0000|NA
40641|C P AQUACULTURE (INDIA) PVT. LTD.|20210331|12|INDAS|4383.5000|NA|542.1000|638.0000|NA|5498.8000|167.9000|4.3000|167.9000|823.6000|NA
40641|C P AQUACULTURE (INDIA) PVT. LTD.|20220331|12|INDAS|8497.8000|NA|537.9000|239.2000|NA|5023.7000|63.9000|3.1000|63.9000|-332.5000|NA
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20160331|12|INDAS|11007.6000|NA|38.4000|3219.9000|NA|4445.3000|585.6000|NA|585.6000|-5283.9000|11149.1000
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20170331|12|INDAS|18368.3000|NA|51.1000|2700.0000|572.8000|4219.3000|139.2000|NA|139.2000|5261.8000|NA
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20180331|12|INDAS|23787.9000|NA|69.4000|1350.0000|1350.0000|4128.0000|194.5000|NA|194.5000|363.9000|NA
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20190331|12|INDAS|14008.8000|NA|95.5000|1000.0000|1350.0000|4237.4000|473.8000|NA|473.8000|-6137.7000|NA
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20200331|12|INDAS|19898.4000|NA|105.5000|2083.6000|NA|4562.9000|795.9000|NA|795.9000|1357.8000|NA
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20210331|12|INDAS|22420.0000|NA|109.8000|3084.1000|2000.0000|4082.0000|984.3000|NA|984.3000|6725.5000|NA
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20220331|12|INDAS|19816.9000|NA|115.6000|2083.7000|NA|3933.8000|321.1000|NA|321.1000|-1962.2000|NA
406468|PARRY SUGARS REFINERY INDIA PVT. LTD.|20230331|12|INDAS|28417.5000|NA|146.1000|2083.4000|NA|3981.4000|755.4000|NA|755.4000|1136.1000|NA
406649|ABHAY NUTRITION PVT. LTD.|20160331|12|IGAAP|4718.9000|NA|87.5000|186.8000|NA|773.4000|28.1000|NA|28.1000|NA|6.4000
406649|ABHAY NUTRITION PVT. LTD.|20170331|12|IGAAP|6344.9000|NA|109.3000|305.7000|NA|934.9000|226.4000|31.0000|226.4000|NA|2.1000
406676|AROMA AGROTECH PVT. LTD.|20180331|12|IGAAP|5393.5000|NA|39.2000|172.3000|NA|354.2000|49.3000|NA|49.3000|152.1000|NA
406676|AROMA AGROTECH PVT. LTD.|20190331|12|IGAAP|6329.5000|NA|NA|147.6000|NA|342.7000|46.9000|NA|46.9000|38.6000|NA
406676|AROMA AGROTECH PVT. LTD.|20200331|12|IGAAP|7370.4000|NA|NA|152.5000|NA|330.8000|43.1000|NA|43.1000|419.1000|NA
406676|AROMA AGROTECH PVT. LTD.|20210331|12|IGAAP|7419.9000|NA|NA|110.7000|NA|358.4000|78.3000|NA|78.3000|320.2000|NA
406676|AROMA AGROTECH PVT. LTD.|20220331|12|IGAAP|7722.7000|NA|NA|16.2000|NA|391.8000|83.7000|NA|83.7000|-720.5000|NA
406695|MAHAKALI FOODS PVT. LTD.|20160331|12|IGAAP|NA|NA|27.9000|127.7000|NA|226.5000|6.6000|0.2000|6.6000|63.1000|NA
406695|MAHAKALI FOODS PVT. LTD.|20170331|12|IGAAP|3735.4000|NA|33.7000|139.1000|NA|324.0000|117.3000|0.1000|117.3000|109.5000|NA
406695|MAHAKALI FOODS PVT. LTD.|20180331|12|IGAAP|3713.0000|NA|43.5000|130.2000|57.7000|315.1000|21.6000|0.1000|21.6000|76.4000|NA
406695|MAHAKALI FOODS PVT. LTD.|20190331|12|IGAAP|4301.5000|NA|46.3000|104.7000|NA|302.4000|10.5000|NA|10.5000|95.6000|NA
406695|MAHAKALI FOODS PVT. LTD.|20200331|12|IGAAP|302.9000|53.9000|32.1000|110.7000|25.2000|287.0000|16.5000|NA|16.5000|26.2000|NA
406695|MAHAKALI FOODS PVT. LTD.|20210331|12|IGAAP|669.0000|NA|15.4000|169.5000|15.3000|262.5000|0.6000|NA|0.6000|-12.4000|NA
406695|MAHAKALI FOODS PVT. LTD.|20220331|12|IGAAP|765.1000|NA|14.6000|165.5000|7.6000|237.4000|0.5000|NA|0.5000|47.7000|NA
406961|A B T FOODS LTD.|20180331|12|IGAAP|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0000|NA
406961|A B T FOODS LTD.|20190331|12|IGAAP|3.0000|NA|0.7000|NA|NA|2.4000|2.4000|NA|2.4000|2.8000|NA
406961|A B T FOODS LTD.|20200331|12|IGAAP|2.2000|NA|0.7000|NA|NA|2.4000|2.4000|NA|2.4000|-1.7000|NA
406961|A B T FOODS LTD.|20210331|12|IGAAP|1.3000|NA|0.6000|NA|NA|2.1000|NA|NA|NA|-0.4000|NA
406961|A B T FOODS LTD.|20220331|12|IGAAP|1.9000|NA|0.6000|NA|NA|2.1000|NA|NA|NA|-0.1000|NA
407129|KALS DISTILLERIES PVT. LTD.|20180331|12|IGAAP|11507.3000|NA|127.9000|16.7000|41.5000|301.4000|35.0000|1.1000|35.0000|277.2000|NA
407129|KALS DISTILLERIES PVT. LTD.|20190331|12|IGAAP|13128.5000|NA|160.3000|8.4000|10.0000|325.6000|69.2000|0.7000|69.2000|-196.7000|NA
407129|KALS DISTILLERIES PVT. LTD.|20200331|12|IGAAP|14950.7000|NA|129.1000|53.7000|NA|337.0000|55.9000|NA|55.9000|370.0000|NA
407129|KALS DISTILLERIES PVT. LTD.|20210331|12|IGAAP|16294.3000|NA|146.1000|458.3000|NA|352.1000|58.8000|0.6000|58.8000|25.6000|NA
407129|KALS DISTILLERIES PVT. LTD.|20220331|12|IGAAP|16351.8000|NA|127.5000|291.0000|NA|381.8000|74.9000|NA|74.9000|307.4000|NA
408183|UNIWORLD SUGARS PVT. LTD.|20160331|12|IGAAP|5611.0000|NA|75.0000|965.1000|180.4000|2548.7000|47.6000|1.4000|47.6000|-325.5000|5477.3000
408183|UNIWORLD SUGARS PVT. LTD.|20170331|12|INDAS|4377.7000|NA|86.7000|455.4000|NA|2352.1000|119.5000|NA|119.5000|182.4000|3928.9000
408183|UNIWORLD SUGARS PVT. LTD.|20180331|12|INDAS|2630.4000|NA|59.2000|413.7000|NA|2193.6000|2.5000|0.4000|2.5000|966.1000|1738.1000
408183|UNIWORLD SUGARS PVT. LTD.|20190331|12|INDAS|NA|NA|31.5000|0.0000|437.3000|2054.7000|NA|NA|NA|-15.4000|NA
408183|UNIWORLD SUGARS PVT. LTD.|20200331|12|INDAS|NA|NA|16.0000|0.0000|437.3000|1923.9000|NA|NA|NA|-4.1000|NA
408183|UNIWORLD SUGARS PVT. LTD.|20210331|12|INDAS|NA|NA|11.1000|0.0000|437.3000|1799.8000|NA|NA|NA|18.0000|NA
408183|UNIWORLD SUGARS PVT. LTD.|20220331|12|INDAS|NA|NA|14.7000|0.0000|437.3000|1680.4000|NA|NA|NA|-7.5000|NA
408262|UTOPIAN SUGARS LTD.|20170331|12|IGAAP|1439.7000|18.6000|59.3000|999.3000|289.4000|1782.7000|20.9000|NA|20.9000|384.0000|NA
408262|UTOPIAN SUGARS LTD.|20180331|12|IGAAP|1448.5000|NA|68.2000|766.9000|434.5000|1747.8000|44.1000|NA|44.1000|NA|NA
408262|UTOPIAN SUGARS LTD.|20190331|12|IGAAP|1710.7000|133.0000|75.1000|681.7000|157.9000|1737.8000|70.2000|NA|70.2000|785.8000|NA
408262|UTOPIAN SUGARS LTD.|20200331|12|IGAAP|1472.4000|130.1000|88.7000|390.9000|360.3000|2262.1000|617.7000|NA|617.7000|872.4000|NA
408262|UTOPIAN SUGARS LTD.|20210331|12|IGAAP|1744.0000|64.1000|97.6000|765.7000|481.8000|2227.9000|65.3000|NA|65.3000|-243.9000|NA
408590|BANSAL EXTRACTION & EXPORTS PVT. LTD.|20170331|12|IGAAP|2445.9000|NA|5.6000|180.0000|NA|245.2000|2.0000|NA|2.0000|102.1000|NA
408590|BANSAL EXTRACTION & EXPORTS PVT. LTD.|20180331|12|IGAAP|3248.5000|NA|6.5000|164.8000|NA|234.6000|5.5000|NA|5.5000|108.7000|19.9000
408590|BANSAL EXTRACTION & EXPORTS PVT. LTD.|20190331|12|IGAAP|2590.1000|NA|9.0000|246.9000|NA|220.3000|0.6000|NA|0.6000|-18.1000|66.3000
408590|BANSAL EXTRACTION & EXPORTS PVT. LTD.|20200331|12|IGAAP|2635.3000|NA|12.8000|211.1000|NA|207.3000|2.7000|NA|2.7000|72.4000|49.1000
408590|BANSAL EXTRACTION & EXPORTS PVT. LTD.|20210331|12|IGAAP|5520.0000|NA|15.3000|300.8000|NA|198.7000|7.2000|NA|7.2000|15.1000|126.8000
408703|SIMBHAOLI SUGARS LTD.|20160331|12|IGAAP|7856.4000|2.0000|455.2000|5065.7000|676.1000|13955.1000|11881.0000|3.1000|11881.0000|974.5000|213.5000
408703|SIMBHAOLI SUGARS LTD.|20170331|12|INDAS|8892.3000|NA|519.3000|2306.1000|1641.1000|13521.3000|32.1000|0.3000|32.1000|1202.4000|86.8000
408703|SIMBHAOLI SUGARS LTD.|20180331|12|INDAS|9032.8000|NA|457.6000|3231.9000|2736.5000|13258.9000|203.9000|0.3000|203.9000|-368.5000|15.3000
408703|SIMBHAOLI SUGARS LTD.|20190331|12|INDAS|10921.2000|NA|506.4000|52.5000|10.0000|12943.6000|51.9000|0.1000|51.9000|212.2000|672.0000
408703|SIMBHAOLI SUGARS LTD.|20200331|12|INDAS|11442.5000|506.0000|537.1000|35.9000|NA|12615.0000|77.4000|2.9000|77.4000|563.8000|111.5000
408703|SIMBHAOLI SUGARS LTD.|20210331|12|INDAS|13651.1000|405.9000|557.9000|31.3000|NA|12390.6000|130.4000|3.1000|130.4000|230.0000|NA
408703|SIMBHAOLI SUGARS LTD.|20220331|12|INDAS|12804.9000|96.8000|565.0000|30.6000|NA|12138.5000|71.9000|0.1000|71.9000|446.7000|NA
408703|SIMBHAOLI SUGARS LTD.|20230331|12|INDAS|13002.3000|NA|676.3000|30.5000|NA|11911.5000|97.2000|NA|97.2000|70.0000|NA
409421|VICTORIA FOODS PVT. LTD.|20160331|12|IGAAP|6493.4000|NA|71.4000|142.2000|NA|460.3000|163.2000|NA|163.2000|NA|36.6000
409421|VICTORIA FOODS PVT. LTD.|20170331|12|IGAAP|6531.8000|0.5000|83.4000|164.7000|89.5000|469.3000|44.1000|0.5000|44.1000|311.7000|51.6000
409421|VICTORIA FOODS PVT. LTD.|20180331|12|IGAAP|5878.6000|NA|144.5000|169.4000|NA|655.8000|234.9000|NA|234.9000|-198.8000|64.9000
409421|VICTORIA FOODS PVT. LTD.|20190331|12|IGAAP|7358.1000|NA|148.6000|154.8000|NA|522.5000|2.0000|0.1000|2.0000|141.8000|93.6000
409421|VICTORIA FOODS PVT. LTD.|20200331|12|IGAAP|7785.5000|NA|159.7000|142.6000|NA|502.0000|19.3000|NA|19.3000|296.6000|97.7000
409421|VICTORIA FOODS PVT. LTD.|20210331|12|IGAAP|6943.6000|0.1000|160.6000|279.3000|11.4000|576.3000|112.5000|NA|112.5000|6.0000|99.0000
409421|VICTORIA FOODS PVT. LTD.|20220331|12|IGAAP|7360.4000|0.1000|186.0000|372.0000|61.9000|759.6000|224.1000|0.1000|224.1000|179.0000|99.5000
409887|ASHIAN OILS PVT. LTD.|20190331|12|IGAAP|1983.9000|NA|21.6000|8.2000|NA|96.4000|29.9000|NA|29.9000|NA|NA
409887|ASHIAN OILS PVT. LTD.|20200331|12|IGAAP|3714.9000|NA|24.9000|NA|NA|89.0000|9.3000|NA|9.3000|76.7000|NA
409887|ASHIAN OILS PVT. LTD.|20210331|12|IGAAP|5026.0000|NA|36.2000|NA|NA|123.2000|52.8000|NA|52.8000|-32.3000|NA
409887|ASHIAN OILS PVT. LTD.|20220331|12|IGAAP|8945.0000|NA|46.0000|350.0000|NA|151.9000|53.7000|NA|53.7000|-190.1000|NA
410496|SAIKRUPA COTGIN PVT. LTD.|20160331|12|IGAAP|1142.3000|NA|0.4000|86.2000|3.7000|179.3000|8.7000|NA|8.7000|NA|NA
410496|SAIKRUPA COTGIN PVT. LTD.|20170331|12|IGAAP|1267.2000|NA|0.9000|78.5000|3.8000|175.9000|3.2000|NA|3.2000|NA|NA
410496|SAIKRUPA COTGIN PVT. LTD.|20180331|12|IGAAP|NA|NA|0.6000|60.4000|NA|169.3000|NA|NA|NA|NA|NA
410496|SAIKRUPA COTGIN PVT. LTD.|20190331|12|IGAAP|NA|NA|0.8000|60.0000|NA|162.7000|NA|NA|NA|23.2000|NA
410496|SAIKRUPA COTGIN PVT. LTD.|20200331|12|IGAAP|NA|NA|3.5000|63.8000|NA|157.5000|1.5000|NA|1.5000|NA|NA
410496|SAIKRUPA COTGIN PVT. LTD.|20210331|12|IGAAP|NA|NA|1.1000|107.5000|NA|151.2000|0.4000|NA|0.4000|-27.6000|NA
410496|SAIKRUPA COTGIN PVT. LTD.|20220331|12|IGAAP|NA|NA|1.1000|111.3000|NA|144.6000|0.3000|NA|0.3000|22.9000|NA
410737|GUILD ESTATES PVT. LTD.|20160331|12|IGAAP|0.1000|NA|NA|NA|NA|73.1000|NA|NA|NA|3.0000|NA
410737|GUILD ESTATES PVT. LTD.|20170331|12|IGAAP|0.3000|NA|NA|NA|NA|73.1000|NA|NA|NA|0.4000|NA
410737|GUILD ESTATES PVT. LTD.|20180331|12|IGAAP|NA|NA|NA|NA|NA|73.2000|NA|NA|NA|0.0000|NA
410737|GUILD ESTATES PVT. LTD.|20190331|12|IGAAP|NA|NA|NA|NA|NA|73.2000|NA|NA|NA|0.1000|NA
410737|GUILD ESTATES PVT. LTD.|20200331|12|IGAAP|NA|NA|NA|NA|NA|73.1000|NA|NA|NA|0.1000|NA
410737|GUILD ESTATES PVT. LTD.|20210331|12|IGAAP|NA|NA|NA|NA|NA|73.1000|NA|NA|NA|0.1000|NA
411239|BIT CORP PVT. LTD.|20160331|12|IGAAP|NA|0.6000|7.8000|70.2000|NA|552.8000|0.6000|NA|0.6000|NA|NA
411239|BIT CORP PVT. LTD.|20170331|12|IGAAP|NA|0.4000|8.6000|68.5000|NA|551.0000|NA|NA|NA|NA|NA
411239|BIT CORP PVT. LTD.|20180331|12|IGAAP|NA|0.1000|0.9000|70.1000|NA|549.1000|NA|NA|NA|NA|NA
411239|BIT CORP PVT. LTD.|20190331|12|IGAAP|NA|NA|NA|64.8000|NA|549.1000|NA|NA|NA|NA|NA
411239|BIT CORP PVT. LTD.|20200331|12|IGAAP|NA|NA|NA|64.8000|NA|521.4000|NA|NA|NA|-9.3000|NA
411239|BIT CORP PVT. LTD.|20210331|12|IGAAP|NA|NA|NA|59.9000|NA|316.6000|NA|NA|NA|-202.5000|NA
411315|VAIGHAI AGRO PRODUCTS LTD.|20160331|12|IGAAP|2827.8000|NA|NA|27.6000|NA|185.2000|14.6000|0.1000|14.6000|NA|257.5000
411315|VAIGHAI AGRO PRODUCTS LTD.|20170331|12|IGAAP|3436.4000|NA|NA|100.2000|NA|239.5000|83.1000|NA|83.1000|30.2000|241.8000
411315|VAIGHAI AGRO PRODUCTS LTD.|20180331|12|IGAAP|2643.5000|NA|NA|109.1000|NA|233.3000|26.9000|0.1000|26.9000|4.6000|255.0000
411315|VAIGHAI AGRO PRODUCTS LTD.|20190331|12|IGAAP|3328.3000|11.8000|113.0000|105.0000|NA|218.6000|15.1000|0.1000|15.1000|45.7000|288.3000
411315|VAIGHAI AGRO PRODUCTS LTD.|20200331|12|IGAAP|3737.2000|11.7000|124.8000|103.1000|NA|215.0000|18.2000|0.1000|18.2000|54.5000|362.6000
411315|VAIGHAI AGRO PRODUCTS LTD.|20210331|12|IGAAP|4572.5000|NA|141.6000|153.3000|NA|230.4000|36.9000|NA|36.9000|142.7000|686.6000
411315|VAIGHAI AGRO PRODUCTS LTD.|20220331|12|IGAAP|7376.6000|NA|182.7000|262.8000|NA|438.3000|248.5000|0.1000|248.5000|22.8000|1052.7000
411820|NUZIVEEDU SEEDS LTD.|20160331|12|IGAAP|10973.1000|NA|454.8000|137.0000|NA|1181.3000|184.9000|0.6000|184.9000|2768.5000|46.4000
411820|NUZIVEEDU SEEDS LTD.|20170331|12|INDAS|9837.6000|0.2000|470.2000|71.9000|NA|1267.6000|28.0000|2.5000|28.0000|2011.0000|52.1000
411820|NUZIVEEDU SEEDS LTD.|20180331|12|INDAS|9766.5000|NA|501.2000|18.9000|NA|1142.5000|45.2000|6.6000|45.2000|1795.9000|NA
411820|NUZIVEEDU SEEDS LTD.|20190331|12|INDAS|9239.0000|NA|491.0000|4.8000|7.7000|1438.8000|412.9000|33.1000|412.9000|1628.6000|NA
411820|NUZIVEEDU SEEDS LTD.|20200331|12|INDAS|10336.7000|NA|566.1000|36.7000|1.6000|1329.1000|111.0000|0.1000|111.0000|1006.4000|NA
411820|NUZIVEEDU SEEDS LTD.|20210331|12|INDAS|8342.9000|NA|607.4000|32.8000|NA|1527.0000|113.4000|0.3000|113.4000|2075.8000|NA
411820|NUZIVEEDU SEEDS LTD.|20220331|12|INDAS|5949.1000|NA|644.9000|19.4000|NA|1630.6000|377.8000|2.1000|377.8000|1845.8000|NA
411951|K O G-K T V FOOD PRODUCTS (INDIA) PVT. LTD. [MERGED]|20170331|12|INDAS|2543.3000|NA|55.6000|NA|NA|334.6000|38.3000|NA|38.3000|56.7000|NA
411951|K O G-K T V FOOD PRODUCTS (INDIA) PVT. LTD. [MERGED]|20180331|12|INDAS|5389.5000|36.9000|61.8000|NA|NA|331.1000|23.1000|0.1000|23.1000|890.1000|NA
411951|K O G-K T V FOOD PRODUCTS (INDIA) PVT. LTD. [MERGED]|20190331|12|INDAS|5435.2000|31.3000|58.7000|NA|NA|324.7000|20.1000|NA|20.1000|-816.1000|NA
411951|K O G-K T V FOOD PRODUCTS (INDIA) PVT. LTD. [MERGED]|20200331|12|INDAS|6765.0000|NA|88.8000|NA|NA|399.4000|97.4000|NA|97.4000|514.8000|NA
411951|K O G-K T V FOOD PRODUCTS (INDIA) PVT. LTD. [MERGED]|20210331|12|INDAS|8760.3000|24.9000|104.7000|NA|NA|377.8000|3.5000|NA|3.5000|149.3000|NA
411963|SPRINT EXPORTS PVT. LTD.|20180331|12|IGAAP|6685.3000|NA|150.8000|148.7000|NA|571.1000|230.7000|NA|230.7000|169.8000|6685.3000
411963|SPRINT EXPORTS PVT. LTD.|20190331|12|IGAAP|6608.0000|NA|192.5000|120.7000|NA|687.5000|261.0000|NA|261.0000|NA|6608.0000
411963|SPRINT EXPORTS PVT. LTD.|20200331|12|IGAAP|5675.3000|NA|149.7000|88.8000|NA|710.9000|112.5000|NA|112.5000|247.9000|5675.3000
411963|SPRINT EXPORTS PVT. LTD.|20210331|12|IGAAP|5144.0000|NA|129.8000|233.2000|NA|680.6000|46.5000|NA|46.5000|52.0000|5144.0000
411963|SPRINT EXPORTS PVT. LTD.|20220331|12|IGAAP|5316.9000|NA|162.6000|202.9000|NA|643.7000|28.6000|NA|28.6000|184.2000|NA
411965|ALPINE DISTILLERIES PVT. LTD.|20160331|12|IGAAP|6741.8000|NA|37.1000|115.2000|NA|408.6000|8.4000|NA|8.4000|102.1000|NA
411965|ALPINE DISTILLERIES PVT. LTD.|20170331|12|IGAAP|6236.6000|NA|38.4000|130.3000|32.0000|381.2000|1.7000|NA|1.7000|44.6000|NA
411965|ALPINE DISTILLERIES PVT. LTD.|20180331|12|IGAAP|7733.5000|NA|37.0000|274.7000|NA|353.5000|4.0000|NA|4.0000|-16.4000|NA
411965|ALPINE DISTILLERIES PVT. LTD.|20190331|12|IGAAP|5753.8000|NA|31.3000|741.7000|NA|347.4000|15.7000|NA|15.7000|2.7000|NA
411965|ALPINE DISTILLERIES PVT. LTD.|20200331|12|IGAAP|NA|NA|23.2000|955.9000|NA|324.9000|NA|NA|NA|95.0000|NA
411965|ALPINE DISTILLERIES PVT. LTD.|20210331|12|IGAAP|56.4000|NA|23.1000|1205.4000|NA|1769.8000|1479.9000|NA|1479.9000|-20.5000|NA
411965|ALPINE DISTILLERIES PVT. LTD.|20220331|12|IGAAP|961.7000|NA|63.6000|1109.8000|NA|1713.3000|44.6000|NA|44.6000|228.5000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20160331|12|INDAS|NA|NA|10.8000|NA|NA|28.6000|1.8000|0.1000|1.8000|-32.8000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20170331|12|INDAS|NA|NA|16.4000|NA|NA|278.1000|257.1000|0.5000|257.1000|-15.0000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20180331|12|INDAS|NA|0.1000|21.4000|92.3000|NA|282.4000|29.4000|NA|29.4000|-50.7000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20190331|12|INDAS|701.6000|NA|27.4000|NA|NA|263.3000|6.7000|NA|6.7000|67.7000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20200331|12|INDAS|855.2000|NA|36.4000|5.8000|NA|212.6000|22.2000|NA|22.2000|131.1000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20210331|12|INDAS|NA|NA|43.6000|5.7000|NA|204.9000|11.2000|NA|11.2000|338.4000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20220331|12|INDAS|NA|NA|44.3000|5.7000|NA|191.0000|5.2000|NA|5.2000|-23.1000|NA
412198|TROPHIC WELLNESS PVT. LTD.|20230331|12|INDAS|NA|NA|45.6000|5.6000|NA|180.4000|5.6000|NA|5.6000|267.3000|NA
41222|MONDELEZ INDIA FOODS PVT. LTD.|20160331|12|INDAS|55890.2000|NA|4569.5000|6768.8000|9.0000|13000.3000|2982.9000|NA|2982.9000|6147.7000|131.4000
41222|MONDELEZ INDIA FOODS PVT. LTD.|20170331|12|INDAS|56928.6000|NA|4300.4000|5869.2000|899.6000|23020.3000|13612.3000|NA|13612.3000|6818.7000|NA
41222|MONDELEZ INDIA FOODS PVT. LTD.|20180331|12|INDAS|60667.0000|NA|4797.2000|4081.1000|1777.8000|22964.3000|4227.7000|NA|4227.7000|10345.2000|NA
41222|MONDELEZ INDIA FOODS PVT. LTD.|20190331|12|INDAS|66257.4000|NA|4321.1000|2449.5000|NA|23420.0000|4744.0000|NA|4744.0000|11000.7000|NA
41222|MONDELEZ INDIA FOODS PVT. LTD.|20200331|12|INDAS|71560.9000|NA|4355.7000|1625.1000|NA|24730.3000|6928.3000|NA|6928.3000|8205.6000|NA
41222|MONDELEZ INDIA FOODS PVT. LTD.|20210331|12|INDAS|79641.1000|NA|4767.8000|3606.9000|NA|24893.4000|5865.4000|NA|5865.4000|21249.6000|NA
41222|MONDELEZ INDIA FOODS PVT. LTD.|20220331|12|INDAS|92297.9000|NA|5333.6000|3090.8000|NA|25311.3000|5926.3000|NA|5926.3000|18007.7000|NA
412515|RICH PRODUCTS & SOLUTIONS PVT. LTD.|20160331|12|IGAAP|2152.9000|NA|187.8000|NA|NA|461.1000|74.9000|0.9000|74.9000|326.9000|NA
412515|RICH PRODUCTS & SOLUTIONS PVT. LTD.|20170331|12|IGAAP|2599.1000|NA|263.1000|NA|NA|466.0000|49.7000|0.8000|49.7000|312.0000|NA
412515|RICH PRODUCTS & SOLUTIONS PVT. LTD.|20180331|12|IGAAP|2943.7000|NA|285.5000|NA|NA|686.2000|285.5000|1.2000|285.5000|410.1000|NA
412515|RICH PRODUCTS & SOLUTIONS PVT. LTD.|20190331|12|IGAAP|3422.9000|NA|375.1000|NA|NA|704.8000|90.1000|NA|90.1000|503.3000|NA
412515|RICH PRODUCTS & SOLUTIONS PVT. LTD.|20200331|12|IGAAP|3812.1000|NA|448.2000|NA|NA|771.9000|130.1000|21.6000|130.1000|-95.6000|NA
412515|RICH PRODUCTS & SOLUTIONS PVT. LTD.|20210331|12|IGAAP|3415.7000|NA|432.6000|NA|NA|751.4000|46.9000|2.0000|46.9000|686.0000|8.3000
412515|RICH PRODUCTS & SOLUTIONS PVT. LTD.|20220331|12|IGAAP|4726.4000|NA|603.8000|NA|NA|909.4000|234.7000|19.5000|234.7000|810.6000|10.3000
413262|NOURISHCO BEVERAGES LTD.|20160331|12|INDAS|NA|NA|51.3000|NA|NA|56.0000|4.3000|NA|4.3000|-356.3000|NA
413262|NOURISHCO BEVERAGES LTD.|20170331|12|INDAS|NA|NA|51.3000|NA|NA|52.7000|2.3000|NA|2.3000|-249.7000|NA
413262|NOURISHCO BEVERAGES LTD.|20180331|12|INDAS|1793.5000|NA|36.1000|NA|NA|51.7000|8.8000|NA|8.8000|-94.1000|NA
413262|NOURISHCO BEVERAGES LTD.|20190331|12|INDAS|1877.2000|NA|47.1000|NA|NA|56.7000|1.2000|NA|1.2000|62.3000|NA
413262|NOURISHCO BEVERAGES LTD.|20200331|12|INDAS|1739.5000|NA|55.9000|NA|NA|51.9000|NA|NA|NA|-3.9000|NA
413262|NOURISHCO BEVERAGES LTD.|20210331|12|INDAS|1734.2000|NA|92.5000|41.6000|NA|97.2000|52.0000|NA|52.0000|140.9000|NA
413262|NOURISHCO BEVERAGES LTD.|20220331|12|INDAS|3557.4000|NA|120.4000|35.6000|NA|86.4000|4.4000|NA|4.4000|102.5000|NA
413262|NOURISHCO BEVERAGES LTD.|20230331|12|INDAS|6474.7000|NA|187.1000|31.4000|NA|81.6000|12.7000|0.4000|12.7000|176.3000|NA
413314|SHREE NATHJEE ROLLER FLOUR MILLS LTD.|20160331|12|IGAAP|5345.0000|NA|4.2000|NA|NA|12.4000|0.5000|NA|0.5000|-141.8000|NA
413314|SHREE NATHJEE ROLLER FLOUR MILLS LTD.|20170331|12|IGAAP|4698.2000|NA|4.0000|NA|NA|8.3000|0.8000|NA|0.8000|79.3000|NA
413314|SHREE NATHJEE ROLLER FLOUR MILLS LTD.|20180331|12|IGAAP|NA|NA|NA|NA|NA|7.1000|1.6000|NA|1.6000|1.6000|NA
413314|SHREE NATHJEE ROLLER FLOUR MILLS LTD.|20190331|12|IGAAP|NA|NA|NA|NA|NA|4.4000|NA|NA|NA|-0.5000|NA
413431|P K AGRI LINK PVT. LTD.|20180331|12|INDAS|1203.4000|NA|21.2000|61.7000|NA|245.7000|40.0000|NA|40.0000|17.8000|NA
413431|P K AGRI LINK PVT. LTD.|20190331|12|INDAS|1572.4000|NA|22.3000|43.9000|32.0000|250.0000|30.1000|NA|30.1000|106.1000|NA
413431|P K AGRI LINK PVT. LTD.|20200331|12|INDAS|1867.8000|NA|26.2000|15.4000|NA|228.4000|3.1000|NA|3.1000|-112.7000|NA
413431|P K AGRI LINK PVT. LTD.|20210331|12|INDAS|NA|NA|25.6000|78.1000|NA|208.5000|5.9000|NA|5.9000|-891.3000|NA
