sa_finance1_cocode|sa_company_name|sa_finance1_year|sa_ann_rep_months|sa_fs_format|sa_sale_of_goods|sa_export_incentives|sa_salaries_bonus_pf|sa_long_term_borrowings|sa_curr_portion_lt_borrowings|sa_net_fixed_assets|sa_gross_fixed_ast_addn|sa_gross_intangible_assets_tot_addn|sa_gross_fixed_ast_addn|sa_cf_net_frm_op_activity|sa_export_goods
120109|KHARIKATIA TEA & INDS. LTD.|20170331|12|INDAS|141.8000|NA|42.4000|0.3000|NA|193.6000|25.5000|NA|25.5000|29.0000|NA
120109|KHARIKATIA TEA & INDS. LTD.|20180331|12|INDAS|45.9000|NA|36.5000|0.1000|NA|187.3000|0.4000|NA|0.4000|26.7000|NA
120109|KHARIKATIA TEA & INDS. LTD.|20190331|12|INDAS|NA|NA|0.1000|NA|NA|4.2000|NA|NA|NA|-120.4000|NA
120109|KHARIKATIA TEA & INDS. LTD.|20200331|12|INDAS|NA|NA|0.6000|NA|NA|3.4000|NA|NA|NA|18.6000|NA
120109|KHARIKATIA TEA & INDS. LTD.|20210331|12|INDAS|NA|NA|NA|NA|NA|NA|NA|NA|NA|10.0000|NA
120130|VELOX INDUSTRIES LTD.|20160331|12|IGAAP|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.2000|NA
120130|VELOX INDUSTRIES LTD.|20170331|12|INDAS|NA|NA|NA|3.0000|NA|NA|NA|NA|NA|-15.1000|NA
120130|VELOX INDUSTRIES LTD.|20180331|12|INDAS|NA|NA|NA|3.0000|NA|NA|NA|NA|NA|-12.6000|NA
120130|VELOX INDUSTRIES LTD.|20190331|12|INDAS|NA|NA|NA|3.0000|NA|NA|NA|NA|NA|-2.1000|NA
120130|VELOX INDUSTRIES LTD.|20200331|12|INDAS|NA|NA|NA|3.0000|NA|NA|NA|NA|NA|0.2000|NA
120130|VELOX INDUSTRIES LTD.|20210331|12|INDAS|NA|NA|NA|3.0000|NA|NA|NA|NA|NA|-0.1000|NA
120130|VELOX INDUSTRIES LTD.|20220331|12|INDAS|NA|NA|NA|3.0000|NA|NA|NA|NA|NA|-0.4000|NA
120130|VELOX INDUSTRIES LTD.|20230331|12|INDAS|NA|NA|0.4000|3.0000|NA|NA|NA|NA|NA|-75.9000|NA
120242|KHEMANI DISTILLERIES PVT. LTD.|20170331|12|IGAAP|2223.7000|NA|102.1000|NA|NA|1173.4000|865.6000|NA|865.6000|344.1000|NA
120242|KHEMANI DISTILLERIES PVT. LTD.|20180331|12|IGAAP|2644.0000|NA|130.8000|NA|NA|1372.7000|281.9000|2.4000|281.9000|158.6000|548.9000
120242|KHEMANI DISTILLERIES PVT. LTD.|20190331|12|IGAAP|3274.2000|NA|148.9000|NA|NA|2041.7000|773.6000|1.1000|773.6000|380.1000|567.5000
120242|KHEMANI DISTILLERIES PVT. LTD.|20200331|12|IGAAP|3162.2000|NA|170.8000|12.0000|NA|1956.6000|50.0000|0.5000|50.0000|374.7000|556.3000
120242|KHEMANI DISTILLERIES PVT. LTD.|20210331|12|IGAAP|3072.3000|NA|176.1000|1324.5000|NA|1852.9000|31.7000|0.2000|31.7000|125.8000|545.0000
120242|KHEMANI DISTILLERIES PVT. LTD.|20220331|12|IGAAP|3289.0000|NA|180.4000|1155.8000|NA|2128.7000|454.5000|236.9000|454.5000|317.9000|510.5000
120408|KHODAY INDIA LTD.|20160331|12|IGAAP|5207.6000|NA|164.8000|1370.0000|113.4000|447.2000|30.6000|NA|30.6000|589.7000|1.2000
120408|KHODAY INDIA LTD.|20170331|12|IGAAP|5131.0000|NA|163.6000|2081.8000|25.6000|405.7000|25.9000|NA|25.9000|111.8000|1.0000
120408|KHODAY INDIA LTD.|20180331|12|IGAAP|4756.8000|NA|164.6000|2212.5000|NA|353.3000|3.7000|NA|3.7000|-188.9000|NA
120408|KHODAY INDIA LTD.|20190331|12|IGAAP|5721.0000|NA|159.0000|2369.9000|NA|362.6000|70.4000|NA|70.4000|-304.8000|5.5000
120408|KHODAY INDIA LTD.|20200331|12|IGAAP|5841.9000|NA|161.8000|2418.3000|NA|326.7000|22.3000|NA|22.3000|213.8000|NA
120408|KHODAY INDIA LTD.|20210331|12|IGAAP|1320.8000|NA|164.1000|2170.3000|NA|282.4000|3.6000|NA|3.6000|227.3000|21.7000
120408|KHODAY INDIA LTD.|20220331|12|IGAAP|814.7000|NA|144.1000|2041.5000|NA|252.2000|8.5000|NA|8.5000|108.2000|9.0000
121132|KIRLAMPUDI SUGAR MILLS LTD.|20170331|12|IGAAP|NA|NA|NA|43.8000|NA|95.1000|NA|NA|NA|NA|NA
121132|KIRLAMPUDI SUGAR MILLS LTD.|20180331|12|IGAAP|NA|NA|NA|43.8000|NA|95.0000|NA|NA|NA|NA|NA
121132|KIRLAMPUDI SUGAR MILLS LTD.|20190331|12|IGAAP|NA|NA|NA|37.5000|NA|95.0000|NA|NA|NA|NA|NA
121132|KIRLAMPUDI SUGAR MILLS LTD.|20200331|12|IGAAP|NA|NA|NA|38.5000|NA|95.0000|NA|NA|NA|NA|NA
121132|KIRLAMPUDI SUGAR MILLS LTD.|20210331|12|IGAAP|NA|NA|NA|38.6000|NA|95.0000|NA|NA|NA|NA|NA
121516|KITTY INDUSTRIES PVT. LTD.|20160331|12|IGAAP|1039.5000|NA|140.3000|136.5000|NA|470.1000|78.7000|NA|78.7000|75.1000|25.3000
121516|KITTY INDUSTRIES PVT. LTD.|20170331|12|IGAAP|1111.6000|NA|168.6000|181.7000|NA|525.2000|91.8000|NA|91.8000|46.5000|33.8000
121516|KITTY INDUSTRIES PVT. LTD.|20180331|12|IGAAP|1188.5000|0.4000|177.4000|148.3000|NA|518.6000|36.2000|NA|36.2000|122.1000|46.8000
121516|KITTY INDUSTRIES PVT. LTD.|20190331|12|IGAAP|1474.9000|3.1000|233.1000|95.8000|23.4000|549.9000|29.8000|NA|29.8000|85.4000|28.6000
121516|KITTY INDUSTRIES PVT. LTD.|20200331|12|IGAAP|1716.1000|1.8000|278.4000|27.1000|18.1000|543.4000|38.0000|NA|38.0000|139.7000|22.7000
121516|KITTY INDUSTRIES PVT. LTD.|20210331|12|INDAS|1731.6000|NA|309.4000|NA|NA|525.1000|42.0000|0.2000|42.0000|137.5000|NA
121516|KITTY INDUSTRIES PVT. LTD.|20220331|12|INDAS|1924.3000|NA|332.0000|NA|NA|898.8000|508.5000|503.7000|508.5000|NA|NA
121516|KITTY INDUSTRIES PVT. LTD.|20230331|12|INDAS|2481.3000|NA|364.1000|4.6000|NA|967.6000|99.0000|0.8000|99.0000|NA|NA
121564|KLASSIK FOODS (P) LTD.|20160331|12|IGAAP|NA|NA|37.0000|NA|NA|8.3000|0.4000|NA|0.4000|NA|NA
121564|KLASSIK FOODS (P) LTD.|20170331|12|IGAAP|NA|NA|36.3000|NA|NA|7.7000|0.1000|NA|0.1000|NA|NA
121564|KLASSIK FOODS (P) LTD.|20180331|12|IGAAP|NA|NA|31.6000|NA|NA|7.0000|NA|NA|NA|NA|NA
121564|KLASSIK FOODS (P) LTD.|20190331|12|IGAAP|NA|NA|8.6000|NA|NA|4.4000|NA|NA|NA|NA|NA
121564|KLASSIK FOODS (P) LTD.|20200331|12|IGAAP|NA|NA|5.7000|NA|NA|4.0000|NA|NA|NA|NA|NA
121564|KLASSIK FOODS (P) LTD.|20210331|12|IGAAP|NA|NA|NA|NA|NA|7.7000|4.1000|NA|4.1000|NA|NA
121564|KLASSIK FOODS (P) LTD.|20220331|12|IGAAP|NA|NA|NA|NA|NA|7.3000|NA|NA|NA|NA|NA
121830|KOELEMAN INDIA PVT. LTD.|20160331|12|IGAAP|478.3000|NA|60.4000|1.4000|0.5000|73.6000|3.6000|NA|3.6000|99.1000|464.5000
121830|KOELEMAN INDIA PVT. LTD.|20170331|12|IGAAP|504.3000|NA|67.7000|0.9000|0.5000|73.5000|6.2000|NA|6.2000|29.5000|494.0000
121830|KOELEMAN INDIA PVT. LTD.|20180331|12|IGAAP|507.9000|NA|66.1000|23.2000|5.0000|89.5000|24.0000|NA|24.0000|-118.0000|487.3000
121830|KOELEMAN INDIA PVT. LTD.|20190331|12|IGAAP|634.3000|NA|78.4000|14.1000|9.1000|88.5000|7.1000|0.7000|7.1000|37.1000|622.6000
121830|KOELEMAN INDIA PVT. LTD.|20200331|12|IGAAP|672.7000|NA|73.4000|11.1000|10.6000|105.4000|26.8000|0.1000|26.8000|-26.1000|662.4000
121830|KOELEMAN INDIA PVT. LTD.|20210331|12|IGAAP|806.5000|NA|76.9000|4.5000|6.6000|96.8000|0.8000|NA|0.8000|22.6000|792.0000
121830|KOELEMAN INDIA PVT. LTD.|20220331|12|IGAAP|834.9000|NA|83.3000|11.4000|2.5000|193.1000|106.3000|NA|106.3000|85.0000|807.4000
121875|KOHINOOR FEEDS & FATS PVT. LTD.|20160331|12|IGAAP|1554.3000|NA|6.9000|14.8000|NA|25.5000|0.6000|NA|0.6000|-144.6000|26.1000
121875|KOHINOOR FEEDS & FATS PVT. LTD.|20170331|12|IGAAP|2420.1000|1.8000|13.4000|13.4000|NA|22.9000|1.0000|NA|1.0000|-30.9000|297.8000
121875|KOHINOOR FEEDS & FATS PVT. LTD.|20180331|12|IGAAP|1736.0000|2.2000|14.9000|13.4000|NA|20.8000|1.5000|NA|1.5000|78.4000|121.8000
121875|KOHINOOR FEEDS & FATS PVT. LTD.|20190331|12|IGAAP|2482.8000|1.7000|19.2000|13.4000|NA|19.8000|1.4000|NA|1.4000|84.5000|68.0000
121875|KOHINOOR FEEDS & FATS PVT. LTD.|20200331|12|IGAAP|2254.4000|0.6000|19.9000|14.8000|NA|19.8000|1.8000|NA|1.8000|230.6000|NA
121875|KOHINOOR FEEDS & FATS PVT. LTD.|20210331|12|IGAAP|2262.2000|0.4000|19.6000|14.8000|NA|22.2000|4.3000|NA|4.3000|2.3000|NA
121875|KOHINOOR FEEDS & FATS PVT. LTD.|20220331|12|IGAAP|1833.3000|0.1000|19.9000|14.8000|NA|29.2000|10.0000|NA|10.0000|201.3000|NA
122053|KOLUTHARA EXPORTS LTD.|20160331|12|IGAAP|NA|NA|17.0000|8.1000|NA|11.0000|0.2000|NA|0.2000|7.9000|NA
122053|KOLUTHARA EXPORTS LTD.|20170331|12|IGAAP|NA|NA|18.6000|4.1000|NA|48.6000|0.4000|NA|0.4000|8.1000|NA
122053|KOLUTHARA EXPORTS LTD.|20180331|12|IGAAP|NA|NA|19.5000|NA|NA|47.5000|0.4000|NA|0.4000|10.2000|NA
122053|KOLUTHARA EXPORTS LTD.|20190331|12|IGAAP|NA|NA|15.5000|0.9000|17.7000|46.0000|NA|NA|NA|1.9000|NA
122053|KOLUTHARA EXPORTS LTD.|20200331|12|IGAAP|NA|NA|16.4000|0.5000|21.6000|44.7000|NA|NA|NA|1.7000|NA
122053|KOLUTHARA EXPORTS LTD.|20210331|12|IGAAP|NA|NA|12.9000|0.2000|NA|43.6000|NA|NA|NA|0.6000|NA
122053|KOLUTHARA EXPORTS LTD.|20220331|12|IGAAP|NA|NA|14.6000|0.1000|0.1000|42.7000|NA|NA|NA|NA|NA
122094|KOMARLA FEEDS & FOODS PVT. LTD.|20160331|12|IGAAP|1505.9000|NA|19.7000|76.7000|NA|148.9000|16.0000|NA|16.0000|35.4000|NA
122094|KOMARLA FEEDS & FOODS PVT. LTD.|20170331|12|IGAAP|1547.6000|NA|23.2000|40.0000|NA|139.2000|7.0000|NA|7.0000|-111.4000|NA
122094|KOMARLA FEEDS & FOODS PVT. LTD.|20180331|12|IGAAP|1639.2000|NA|27.1000|8.3000|NA|127.8000|24.5000|NA|24.5000|33.5000|NA
122094|KOMARLA FEEDS & FOODS PVT. LTD.|20190331|12|IGAAP|1988.7000|NA|29.7000|3.3000|NA|105.1000|17.5000|NA|17.5000|33.1000|NA
122094|KOMARLA FEEDS & FOODS PVT. LTD.|20200331|12|IGAAP|1607.2000|NA|30.8000|NA|NA|101.1000|10.7000|NA|10.7000|-24.4000|NA
122094|KOMARLA FEEDS & FOODS PVT. LTD.|20210331|12|IGAAP|1253.4000|NA|32.5000|NA|NA|91.9000|10.7000|NA|10.7000|21.5000|NA
122094|KOMARLA FEEDS & FOODS PVT. LTD.|20220331|12|IGAAP|1993.5000|NA|39.5000|NA|NA|90.5000|8.7000|NA|8.7000|26.4000|NA
122271|KONKAN AGRO MARINE INDS. PVT. LTD.|20200331|12|IGAAP|3599.0000|NA|25.6000|455.2000|NA|76.5000|3.7000|0.6000|3.7000|56.7000|NA
122271|KONKAN AGRO MARINE INDS. PVT. LTD.|20210331|12|IGAAP|2675.9000|NA|26.2000|365.0000|NA|98.2000|31.4000|NA|31.4000|22.1000|NA
122271|KONKAN AGRO MARINE INDS. PVT. LTD.|20220331|12|IGAAP|7063.6000|NA|36.4000|388.6000|NA|455.3000|409.3000|NA|409.3000|279.9000|NA
122355|KOPPAL GREEN POWER LTD.|20160331|12|IGAAP|458.9000|NA|10.9000|25.4000|NA|254.4000|5.7000|NA|5.7000|26.9000|NA
122355|KOPPAL GREEN POWER LTD.|20170331|12|IGAAP|421.0000|NA|14.3000|36.0000|NA|238.7000|10.3000|NA|10.3000|-12.3000|NA
122355|KOPPAL GREEN POWER LTD.|20180331|12|IGAAP|NA|NA|14.0000|20.1000|NA|213.2000|0.1000|NA|0.1000|48.8000|NA
122355|KOPPAL GREEN POWER LTD.|20190331|12|IGAAP|692.3000|NA|22.5000|23.3000|NA|207.5000|6.6000|NA|6.6000|24.9000|NA
122355|KOPPAL GREEN POWER LTD.|20200331|12|IGAAP|765.5000|NA|22.7000|19.4000|NA|198.0000|16.4000|NA|16.4000|49.7000|NA
122355|KOPPAL GREEN POWER LTD.|20210331|12|IGAAP|682.5000|NA|22.3000|15.9000|NA|179.5000|1.4000|NA|1.4000|7.6000|NA
122355|KOPPAL GREEN POWER LTD.|20220331|12|IGAAP|841.8000|NA|18.6000|12.1000|NA|161.9000|3.4000|NA|3.4000|22.0000|NA
122656|KOTHARI BIOTECH PVT. LTD.|20160331|12|IGAAP|3.4000|NA|0.8000|6.1000|NA|14.0000|0.7000|NA|0.7000|-0.7000|NA
122656|KOTHARI BIOTECH PVT. LTD.|20170331|12|IGAAP|2.4000|NA|1.0000|4.7000|NA|20.6000|7.6000|NA|7.6000|-0.1000|NA
122656|KOTHARI BIOTECH PVT. LTD.|20180331|12|IGAAP|1.3000|NA|1.0000|NA|NA|10.3000|NA|NA|NA|-6.3000|NA
122656|KOTHARI BIOTECH PVT. LTD.|20190331|12|IGAAP|NA|NA|0.4000|NA|NA|9.6000|NA|NA|NA|-0.7000|NA
122656|KOTHARI BIOTECH PVT. LTD.|20200331|12|IGAAP|NA|NA|0.4000|NA|NA|1.7000|NA|NA|NA|-1.2000|NA
122656|KOTHARI BIOTECH PVT. LTD.|20210331|12|INDAS|NA|NA|0.2000|NA|NA|0.9000|NA|NA|NA|-4.8000|NA
122656|KOTHARI BIOTECH PVT. LTD.|20220331|12|INDAS|NA|NA|0.2000|NA|NA|NA|NA|NA|NA|-1.4000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20160331|12|IGAAP|771.8000|NA|47.3000|62.0000|13.6000|342.2000|123.0000|NA|123.0000|94.2000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20170331|12|INDAS|790.9000|NA|50.0000|95.3000|16.6000|426.9000|111.5000|NA|111.5000|98.0000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20180331|12|INDAS|876.9000|NA|56.5000|104.0000|13.3000|515.5000|119.9000|NA|119.9000|107.4000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20190331|12|INDAS|962.0000|NA|66.9000|158.4000|29.3000|515.6000|36.9000|NA|36.9000|117.8000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20200331|12|INDAS|967.4000|NA|75.1000|200.4000|36.0000|744.6000|273.6000|NA|273.6000|69.7000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20210331|12|INDAS|955.5000|NA|82.8000|237.7000|37.2000|821.2000|128.2000|NA|128.2000|150.8000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20220331|12|INDAS|970.3000|NA|91.4000|281.3000|51.5000|796.3000|34.3000|NA|34.3000|95.2000|NA
122683|KOTHARI FERMENTATION & BIOCHEM LTD.|20230331|12|INDAS|1102.7000|NA|98.3000|281.9000|49.1000|738.8000|0.7000|NA|0.7000|60.4000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20160331|12|IGAAP|2414.6000|NA|149.0000|922.1000|NA|1948.2000|4.4000|NA|4.4000|253.3000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20170331|12|INDAS|3118.8000|NA|168.1000|543.3000|322.4000|1899.3000|109.7000|NA|109.7000|242.6000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20180331|12|INDAS|2768.0000|NA|170.6000|360.4000|173.1000|1772.6000|17.4000|3.1000|17.4000|358.1000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20190331|12|INDAS|3293.3000|NA|183.4000|295.0000|64.6000|1656.1000|16.6000|NA|16.6000|259.4000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20200331|12|INDAS|3493.2000|NA|201.7000|53.6000|53.8000|1709.5000|183.8000|NA|183.8000|267.4000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20210331|12|INDAS|4167.7000|NA|242.0000|74.5000|73.0000|1611.2000|39.3000|NA|39.3000|816.2000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20220331|12|INDAS|4198.8000|21.1000|244.4000|13.5000|70.0000|1516.5000|38.0000|NA|38.0000|-26.9000|NA
122781|KOTHARI SUGARS & CHEMICALS LTD.|20230331|12|INDAS|6057.0000|NA|312.7000|8.2000|4.5000|1511.3000|135.2000|NA|135.2000|451.2000|NA
122902|KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.|20160331|12|IGAAP|2121.7000|NA|82.6000|86.9000|26.1000|276.1000|69.5000|0.2000|69.5000|22.9000|1.3000
122902|KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.|20170331|12|INDAS|2255.7000|NA|94.2000|101.2000|26.0000|293.9000|61.1000|0.5000|61.1000|-34.6000|1.3000
122902|KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.|20180331|12|INDAS|2191.0000|NA|110.3000|72.7000|33.2000|269.2000|23.6000|0.4000|23.6000|110.2000|2.1000
122902|KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.|20190331|12|INDAS|2306.3000|NA|121.2000|96.9000|32.1000|338.9000|110.4000|NA|110.4000|273.4000|2.8000
122902|KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.|20200331|12|INDAS|2277.8000|NA|125.3000|75.2000|23.6000|267.3000|13.5000|NA|13.5000|179.6000|9.7000
122902|KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.|20210331|12|INDAS|2224.0000|NA|123.5000|68.2000|21.6000|264.9000|33.2000|1.5000|33.2000|83.4000|18.3000
122902|KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.|20220331|12|INDAS|2711.7000|NA|132.6000|236.8000|45.5000|513.0000|294.7000|NA|294.7000|121.3000|30.8000
123034|KREEM FOODS PVT. LTD.|20160331|12|IGAAP|290.4000|NA|12.5000|1.9000|7.3000|117.5000|38.3000|NA|38.3000|37.6000|NA
123034|KREEM FOODS PVT. LTD.|20170331|12|IGAAP|334.7000|NA|13.7000|0.5000|2.5000|127.8000|41.0000|NA|41.0000|32.0000|NA
123034|KREEM FOODS PVT. LTD.|20180331|12|IGAAP|431.4000|NA|16.7000|0.8000|0.4000|115.2000|NA|NA|NA|36.9000|NA
123034|KREEM FOODS PVT. LTD.|20190331|12|IGAAP|837.7000|NA|34.4000|0.2000|0.5000|126.9000|48.3000|NA|48.3000|12.3000|NA
123034|KREEM FOODS PVT. LTD.|20200331|12|IGAAP|881.3000|NA|35.0000|0.0000|0.2000|132.2000|56.3000|NA|56.3000|-5.6000|NA
123034|KREEM FOODS PVT. LTD.|20210331|12|IGAAP|398.8000|NA|12.4000|8.5000|5.3000|97.6000|24.2000|NA|24.2000|-35.2000|NA
123034|KREEM FOODS PVT. LTD.|20220331|12|IGAAP|590.1000|NA|8.7000|7.6000|2.8000|98.1000|30.5000|NA|30.5000|22.9000|NA
123071|KRIMY BISCUITS & CHEMICAL INDS. LTD.|20160331|12|IGAAP|NA|NA|6.6000|7.6000|NA|7.0000|NA|NA|NA|1.2000|NA
123071|KRIMY BISCUITS & CHEMICAL INDS. LTD.|20170331|12|IGAAP|NA|NA|6.1000|7.4000|NA|6.4000|NA|NA|NA|0.8000|NA
123071|KRIMY BISCUITS & CHEMICAL INDS. LTD.|20180331|12|IGAAP|NA|NA|6.6000|3.4000|NA|6.1000|NA|NA|NA|4.5000|NA
123071|KRIMY BISCUITS & CHEMICAL INDS. LTD.|20190331|12|IGAAP|NA|NA|2.8000|3.4000|NA|5.7000|NA|NA|NA|-1.5000|NA
123071|KRIMY BISCUITS & CHEMICAL INDS. LTD.|20200331|12|IGAAP|NA|NA|NA|3.4000|NA|5.4000|NA|NA|NA|-0.1000|NA
123071|KRIMY BISCUITS & CHEMICAL INDS. LTD.|20210331|12|IGAAP|NA|NA|NA|3.4000|NA|5.0000|NA|NA|NA|-0.3000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20160331|12|IGAAP|NA|NA|NA|6.1000|NA|3.4000|NA|NA|NA|-0.1000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20170331|12|INDAS|NA|NA|NA|5.7000|NA|3.4000|NA|NA|NA|-0.1000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20180331|12|INDAS|NA|NA|NA|6.0000|NA|3.4000|NA|NA|NA|-0.1000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20190331|12|INDAS|NA|NA|NA|28.5000|NA|3.4000|NA|NA|NA|0.9000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20200331|12|INDAS|NA|NA|NA|28.5000|NA|3.4000|NA|NA|NA|-0.7000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20210331|12|INDAS|NA|NA|NA|28.5000|NA|3.4000|NA|NA|NA|-1.2000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20220331|12|INDAS|NA|NA|0.1000|28.5000|NA|3.1000|NA|NA|NA|-0.2000|NA
123298|KRISHNA FILAMENT INDS. LTD.|20230331|12|INDAS|0.6000|NA|0.2000|28.5000|NA|3.1000|NA|NA|NA|0.9000|NA
123389|KRISHNA OIL EXTRACTIONS LTD.|20160331|12|IGAAP|NA|NA|0.7000|0.0000|3.3000|39.3000|NA|NA|NA|15.0000|NA
123389|KRISHNA OIL EXTRACTIONS LTD.|20170331|12|IGAAP|NA|NA|1.0000|NA|NA|39.2000|NA|NA|NA|-1.5000|NA
123389|KRISHNA OIL EXTRACTIONS LTD.|20180331|12|IGAAP|NA|NA|0.6000|NA|NA|39.2000|NA|NA|NA|NA|NA
123389|KRISHNA OIL EXTRACTIONS LTD.|20190331|12|IGAAP|NA|NA|1.5000|NA|NA|NA|NA|NA|NA|NA|NA
123511|KRISHNABEHARI TEA CO. LTD.|20160331|12|IGAAP|116.7000|NA|24.0000|4.5000|NA|27.3000|8.2000|NA|8.2000|4.8000|NA
123511|KRISHNABEHARI TEA CO. LTD.|20170331|12|IGAAP|105.7000|NA|26.9000|2.0000|2.4000|29.3000|6.6000|NA|6.6000|4.6000|NA
123511|KRISHNABEHARI TEA CO. LTD.|20180331|12|IGAAP|101.0000|NA|30.0000|0.6000|1.4000|28.5000|3.0000|NA|3.0000|-0.1000|NA
123511|KRISHNABEHARI TEA CO. LTD.|20190331|12|IGAAP|108.3000|NA|31.9000|0.0000|0.6000|32.5000|7.4000|NA|7.4000|1.4000|NA
123511|KRISHNABEHARI TEA CO. LTD.|20200331|12|IGAAP|113.5000|NA|30.7000|5.3000|1.1000|45.8000|16.6000|NA|16.6000|-9.3000|NA
123511|KRISHNABEHARI TEA CO. LTD.|20210331|12|IGAAP|111.6000|NA|30.8000|12.4000|NA|45.3000|3.7000|NA|3.7000|-4.6000|NA
123511|KRISHNABEHARI TEA CO. LTD.|20220331|12|IGAAP|138.9000|NA|35.2000|3.8000|NA|43.9000|2.7000|NA|2.7000|25.7000|NA
123656|KRITI NUTRIENTS LTD.|20160331|12|IGAAP|3553.2000|NA|53.6000|7.0000|30.5000|345.2000|22.9000|NA|22.9000|119.4000|678.3000
123656|KRITI NUTRIENTS LTD.|20170331|12|INDAS|4497.9000|NA|64.8000|11.4000|7.0000|350.1000|31.4000|6.8000|31.4000|-176.5000|1353.6000
123656|KRITI NUTRIENTS LTD.|20180331|12|INDAS|4534.6000|NA|72.8000|NA|NA|401.1000|78.7000|0.3000|78.7000|173.9000|1332.1000
123656|KRITI NUTRIENTS LTD.|20190331|12|INDAS|4780.4000|NA|82.0000|NA|NA|402.5000|24.3000|NA|24.3000|234.9000|NA
123656|KRITI NUTRIENTS LTD.|20200331|12|INDAS|5150.8000|NA|100.0000|27.1000|NA|456.2000|93.4000|3.1000|93.4000|134.6000|NA
123656|KRITI NUTRIENTS LTD.|20210331|12|INDAS|6857.5000|NA|106.1000|25.6000|NA|442.4000|20.2000|1.0000|20.2000|90.2000|NA
123656|KRITI NUTRIENTS LTD.|20220331|12|INDAS|7510.2000|NA|116.8000|23.7000|NA|472.8000|67.9000|NA|67.9000|-105.1000|NA
123656|KRITI NUTRIENTS LTD.|20230331|12|INDAS|7963.6000|NA|130.5000|21.5000|NA|485.3000|54.1000|0.7000|54.1000|198.5000|NA
123918|KUBER FLORITECH LTD.|20160331|12|IGAAP|NA|NA|NA|52.6000|NA|94.9000|NA|NA|NA|NA|NA
123918|KUBER FLORITECH LTD.|20170331|12|IGAAP|NA|NA|NA|52.6000|NA|94.9000|NA|NA|NA|NA|NA
123918|KUBER FLORITECH LTD.|20180331|12|IGAAP|NA|NA|NA|52.6000|NA|94.9000|NA|NA|NA|NA|NA
123918|KUBER FLORITECH LTD.|20190331|12|IGAAP|NA|NA|NA|52.6000|NA|94.9000|NA|NA|NA|NA|NA
123918|KUBER FLORITECH LTD.|20200331|12|IGAAP|NA|NA|NA|52.6000|NA|94.9000|NA|NA|NA|NA|NA
123918|KUBER FLORITECH LTD.|20210331|12|IGAAP|NA|NA|NA|53.4000|NA|94.9000|NA|NA|NA|-0.8000|NA
123918|KUBER FLORITECH LTD.|20220331|12|IGAAP|NA|NA|NA|53.4000|NA|94.9000|NA|NA|NA|NA|NA
124257|KUMAR FOOD INDS. LTD.|20160331|12|IGAAP|1438.3000|NA|13.7000|NA|NA|37.6000|4.5000|NA|4.5000|16.7000|NA
124257|KUMAR FOOD INDS. LTD.|20170331|12|INDAS|523.0000|NA|18.5000|NA|NA|48.9000|13.9000|NA|13.9000|20.6000|NA
124257|KUMAR FOOD INDS. LTD.|20180331|12|INDAS|1013.8000|NA|48.3000|168.5000|4.8000|41.5000|NA|NA|NA|-160.6000|NA
124257|KUMAR FOOD INDS. LTD.|20190331|12|INDAS|2709.9000|NA|89.2000|137.9000|28.9000|40.6000|2.3000|NA|2.3000|7.0000|NA
124257|KUMAR FOOD INDS. LTD.|20200331|12|INDAS|2843.7000|NA|90.9000|109.7000|28.9000|39.9000|2.0000|NA|2.0000|38.8000|NA
124924|KUSUM PRODUCTS LTD.|20160331|12|IGAAP|26.1000|NA|0.5000|25.6000|NA|197.8000|NA|NA|NA|-4.6000|NA
124924|KUSUM PRODUCTS LTD.|20170331|12|IGAAP|35.0000|NA|0.4000|25.6000|NA|191.0000|NA|NA|NA|-4.0000|NA
