"","prowess_code","year","company_name","sa_sale_of_goods","nic_code_two_digit","market_share"
"368",399416,"2019","PRATAAP SNACKS LTD.",10714.8,10,"0.226568221800199"
"369",399416,"2020","PRATAAP SNACKS LTD.",12082.5,10,"0.246293524519756"
"370",399416,"2021","PRATAAP SNACKS LTD.",9989.4,10,"0.180371563904915"
"371",399416,"2022","PRATAAP SNACKS LTD.",13786.4,10,"0.206834147455986"
"372",399416,"2023","PRATAAP SNACKS LTD.",16363.4,10,"0.396156684115728"
"373",399570,"2018","BIKANERVALA FOODS PVT. LTD.",7491.5,11,"0.355675691946252"
"374",399570,"2019","BIKANERVALA FOODS PVT. LTD.",9149.8,11,"0.373789854427117"
"375",399570,"2020","BIKANERVALA FOODS PVT. LTD.",10609.3,11,"0.406830119885523"
"376",399570,"2021","BIKANERVALA FOODS PVT. LTD.",9599.2,11,"0.358038267186094"
"377",399570,"2022","BIKANERVALA FOODS PVT. LTD.",11560.3,11,"0.401208982044698"
"378",412872,"2017","GOPAL SNACKS LTD.",6258.4,10,"0.163619592499789"
"379",412872,"2018","GOPAL SNACKS LTD.",6890.8,10,"0.157622225676242"
"380",412872,"2019","GOPAL SNACKS LTD.",8137.2,10,"0.17206396147689"
"381",412872,"2020","GOPAL SNACKS LTD.",8793,10,"0.179239309836724"
"382",412872,"2021","GOPAL SNACKS LTD.",11216.4,10,"0.202526639175836"
"383",412872,"2022","GOPAL SNACKS LTD.",12997.6,10,"0.194999964818511"
"384",412872,"2023","GOPAL SNACKS LTD.",13450,10,"0.325623489088853"
"385",414638,"2017","ANMOL INDUSTRIES LTD.",12052.7,10,"0.315105755867667"
"386",414638,"2018","ANMOL INDUSTRIES LTD.",10850.9,10,"0.248206740667314"
"387",414638,"2019","ANMOL INDUSTRIES LTD.",10625.3,10,"0.224675712761195"
"388",414638,"2020","ANMOL INDUSTRIES LTD.",11823.7,10,"0.241018062972418"
"389",414638,"2021","ANMOL INDUSTRIES LTD.",12808.3,10,"0.231270456880626"
"390",414638,"2022","ANMOL INDUSTRIES LTD.",13189,10,"0.197871494429075"
"391",414638,"2023","ANMOL INDUSTRIES LTD.",15627.5,10,"0.378340600426472"
"392",416884,"2017","SUNFRESH AGRO INDS. PVT. LTD.",8708,10,"0.227661928206597"
"393",416884,"2018","SUNFRESH AGRO INDS. PVT. LTD.",9282.6,10,"0.212332976151141"
"394",416884,"2019","SUNFRESH AGRO INDS. PVT. LTD.",10442.2,10,"0.220803998738384"
"395",416884,"2020","SUNFRESH AGRO INDS. PVT. LTD.",12008.5,10,"0.244785084973763"
"396",416884,"2021","SUNFRESH AGRO INDS. PVT. LTD.",9601.6,10,"0.173369332291172"
"397",416884,"2022","SUNFRESH AGRO INDS. PVT. LTD.",11671.8,10,"0.17510929628306"
"398",429926,"2017","BRAHMINS FOODS INDIA PVT. LTD.",581.2,11,"0.0329697826722916"
"399",429926,"2018","BRAHMINS FOODS INDIA PVT. LTD.",636.9,11,"0.0302382497764891"
"400",429926,"2019","BRAHMINS FOODS INDIA PVT. LTD.",685.6,11,"0.0280082979076298"
"401",429926,"2020","BRAHMINS FOODS INDIA PVT. LTD.",757.5,11,"0.02904751640667"
"402",429926,"2021","BRAHMINS FOODS INDIA PVT. LTD.",961.6,11,"0.0358664886371935"
"403",429926,"2022","BRAHMINS FOODS INDIA PVT. LTD.",1033.9,11,"0.0358822838971319"
"404",432664,"2017","AACHI MASALA FOODS PVT. LTD.",2701.2,46,"0.234327707976251"
"405",432664,"2018","AACHI MASALA FOODS PVT. LTD.",2113.6,46,"0.145616917687516"
"406",432664,"2019","AACHI MASALA FOODS PVT. LTD.",1887.8,46,"0.147371612689478"
"407",432664,"2020","AACHI MASALA FOODS PVT. LTD.",2589,46,"0.22656290336554"
"408",432664,"2021","AACHI MASALA FOODS PVT. LTD.",2821.4,46,"0.198321054190205"
"409",432664,"2022","AACHI MASALA FOODS PVT. LTD.",3158.4,46,"0.180184620777094"
"410",456205,"2017","VIDYA HERBS PVT. LTD.",2269.5,21,"0.101956193204178"
"411",456205,"2018","VIDYA HERBS PVT. LTD.",3767.8,21,"0.159196525275353"
"412",456205,"2019","VIDYA HERBS PVT. LTD.",4516.9,21,"0.16750752956896"
"413",456205,"2020","VIDYA HERBS PVT. LTD.",3458.9,21,"0.116890152184632"
"414",456205,"2021","VIDYA HERBS PVT. LTD.",6135,21,"0.178794510580118"
"415",456205,"2022","VIDYA HERBS PVT. LTD.",10249.3,21,"0.25610878025098"
"416",476790,"2017","SRESTA NATURAL BIOPRODUCTS PVT. LTD.",1672.9,10,"0.0437362930290325"
"417",476790,"2018","SRESTA NATURAL BIOPRODUCTS PVT. LTD.",1672.8,10,"0.0382641288545912"
"418",476790,"2019","SRESTA NATURAL BIOPRODUCTS PVT. LTD.",1744.1,10,"0.0368796091053241"
"419",476790,"2020","SRESTA NATURAL BIOPRODUCTS PVT. LTD.",2037.6,10,"0.0415350867421026"
"420",476790,"2021","SRESTA NATURAL BIOPRODUCTS PVT. LTD.",2686.2,10,"0.0485028224879756"
"421",476790,"2022","SRESTA NATURAL BIOPRODUCTS PVT. LTD.",2571.5,10,"0.0385796154313721"
"422",476790,"2023","SRESTA NATURAL BIOPRODUCTS PVT. LTD.",2409.7,10,"0.0583386558853093"
"423",488714,"2017","ISCON BALAJI FOODS PVT. LTD.",622.8,10,"0.0162824814982853"
"424",488714,"2018","ISCON BALAJI FOODS PVT. LTD.",790.4,10,"0.0180798466323941"
"425",488714,"2019","ISCON BALAJI FOODS PVT. LTD.",1391.7,10,"0.0294279869226991"
"426",488714,"2020","ISCON BALAJI FOODS PVT. LTD.",1998,10,"0.0407278677418144"
"427",488714,"2021","ISCON BALAJI FOODS PVT. LTD.",2693.9,10,"0.0486418559676709"
"428",488714,"2022","ISCON BALAJI FOODS PVT. LTD.",3427,10,"0.0514144826301039"
"429",511372,"2017","SAHYADRI FARMERS PRODUCER CO. LTD.",2013.2,12,"0.247375961819661"
"430",511372,"2018","SAHYADRI FARMERS PRODUCER CO. LTD.",2740.3,12,"0.384492990646338"
"431",511372,"2019","SAHYADRI FARMERS PRODUCER CO. LTD.",3143.9,12,"0.465130179194734"
"432",511372,"2020","SAHYADRI FARMERS PRODUCER CO. LTD.",1356.3,12,"0.194549096644125"
"433",511372,"2021","SAHYADRI FARMERS PRODUCER CO. LTD.",2027.6,46,"0.14252348815342"
"434",511372,"2022","SAHYADRI FARMERS PRODUCER CO. LTD.",NA,46,NA
"435",524469,"2018","AVANTI FROZEN FOODS PVT. LTD.",5347.9,10,"0.122329468377253"
"436",524469,"2019","AVANTI FROZEN FOODS PVT. LTD.",6893.7,10,"0.145769715778552"
"437",524469,"2020","AVANTI FROZEN FOODS PVT. LTD.",8772.4,10,"0.178819392882028"
"438",524469,"2021","AVANTI FROZEN FOODS PVT. LTD.",8266.9,10,"0.149269593934125"
"439",524469,"2022","AVANTI FROZEN FOODS PVT. LTD.",9346.7,10,"0.140226362649195"
"440",524469,"2023","AVANTI FROZEN FOODS PVT. LTD.",9973.6,10,"0.241460106377441"
"441",528182,"2017","ZEA MAIZE PVT. LTD.",47.8,11,"0.00271155473457595"
"442",528182,"2018","ZEA MAIZE PVT. LTD.",96.4,11,"0.00457680527312536"
"443",528182,"2019","ZEA MAIZE PVT. LTD.",163.7,11,"0.00668751220460764"
"444",528182,"2020","ZEA MAIZE PVT. LTD.",153.8,11,"0.0058977003608526"
"445",528182,"2021","ZEA MAIZE PVT. LTD.",150,11,"0.005594814159296"
"446",528182,"2022","ZEA MAIZE PVT. LTD.",336.7,11,"0.0116854289468656"
"447",528182,"2023","ZEA MAIZE PVT. LTD.",506.2,11,"0.0328999235281509"
"448",533523,"2017","PAGARIYA FOOD PRODUCTS PVT. LTD.",293.4,11,"0.0166437271783386"
"449",533523,"2018","PAGARIYA FOOD PRODUCTS PVT. LTD.",352.8,11,"0.0167499678460439"
"450",533523,"2019","PAGARIYA FOOD PRODUCTS PVT. LTD.",385.4,11,"0.0157444545122528"
"451",533523,"2020","PAGARIYA FOOD PRODUCTS PVT. LTD.",461.3,11,"0.0176892664269266"
"452",533523,"2021","PAGARIYA FOOD PRODUCTS PVT. LTD.",624.5,11,"0.0232930762832023"
"453",533523,"2022","PAGARIYA FOOD PRODUCTS PVT. LTD.",687.1,11,"0.023846326787619"
"454",535576,"2017","G D FOODS MFG. (INDIA) PVT. LTD.",2641.5,10,"0.0690593687824673"
"455",535576,"2018","G D FOODS MFG. (INDIA) PVT. LTD.",2772.2,10,"0.0634121341527365"
"456",535576,"2019","G D FOODS MFG. (INDIA) PVT. LTD.",2844.9,10,"0.0601564130174511"
"457",535576,"2020","G D FOODS MFG. (INDIA) PVT. LTD.",2785.3,10,"0.0567764414520899"
"458",535576,"2021","G D FOODS MFG. (INDIA) PVT. LTD.",2826.6,10,"0.0510379264554061"
"459",535576,"2022","G D FOODS MFG. (INDIA) PVT. LTD.",3065.3,10,"0.0459879817934221"
"460",565460,"2017","H S M FOODS INTL. PVT. LTD.",208,10,"0.00543795143166882"
"461",565460,"2018","H S M FOODS INTL. PVT. LTD.",158.3,10,"0.00362100167245444"
"462",565460,"2019","H S M FOODS INTL. PVT. LTD.",155.5,10,"0.00328810229681663"
"463",565460,"2020","H S M FOODS INTL. PVT. LTD.",137.8,10,"0.00280895904645747"
"464",565460,"2021","H S M FOODS INTL. PVT. LTD.",142.8,10,"0.00257843907798485"
"465",565460,"2022","H S M FOODS INTL. PVT. LTD.",172.5,10,"0.00258797731359583"
